,X,Y,tdx12_Araca,tdx30_Araca,srtm30_Araca,srtm30_wgs84_Araca,aster30_Araca,aster30_wgs84_Araca,aw3d30_Araca,aw3d30_wgs84_Araca,srtm30_wgs84-tdx12,srtm30_wgs84-tdx30,srtm30_wgs84-aster30_wgs84,srtm30_wgs84-aw3d30_wgs84
1270,-63.09007826,0.00888645,36.20102,35.87146,41.0,34.10334977,67.0,60.10334977,NaN,NaN,-2.09767023,-1.76811023,-26.0,NaN
1271,-63.96707875,0.72683917,65.50112,65.85804,71.0,65.62749856,63.0,57.62749856,73.0,67.62766683,0.12637856,-0.23054144,8.0,-2.00016827
1272,-63.69157169,0.64354431,49.07894,50.46315,63.0,57.04777839,55.0,49.04777839,58.0,52.04792988,7.96883839,6.58462839,8.0,4.99984851
1273,-63.36053555,0.69836785,47.8974,47.51628,54.0,47.30539153,57.0,50.30539153,NaN,NaN,-0.59200847,-0.21088847,-3.0,NaN
1274,-63.0355793,0.04992415,35.01101,35.05654,42.0,34.96488152,47.0,39.96488152,42.0,34.96545845,-0.04612848,-0.09165848,-5.0,-0.000576930000001
1275,-63.37633527,0.70632907,55.59607,53.82382,61.0,54.33478377,47.0,40.33478377,NaN,NaN,-1.26128623,0.51096377,14.0,NaN
1276,-63.78528536,0.33435605,56.47548,54.09704,57.0,51.44240911,56.0,50.44240911,63.0,57.44323427,-5.03307089,-2.65463089,1.0,-6.00082516
1277,-63.52758291,0.3433926,45.17864,44.90471,49.0,42.84981565,52.0,45.84981565,54.0,47.85043199,-2.32882435,-2.05489435,-3.0,-5.00061634
1278,-63.37536603,0.55659264,NaN,NaN,49.0,42.40529348,38.0,31.40529348,NaN,NaN,NaN,NaN,11.0,NaN
1279,-63.47469045,0.61065423,41.88886,42.14081,51.0,44.59060831,39.0,32.59060831,50.0,43.59060831,2.70174831,2.44979831,12.0,1.0
1280,-63.65037266,0.21932946,56.53902,56.80995,62.0,56.20193295,24.0,18.20193295,60.0,54.20257137,-0.33708705,-0.60801705,38.0,1.99936158
1281,-63.99687283,0.64249741,57.5731,58.55718,67.0,61.74926306,56.0,50.74926306,65.0,59.74943668,4.17616306,3.19208306,11.0,1.99982638
1282,-63.28247378,0.24157651,50.53608,49.97837,57.0,50.3742779,39.0,32.3742779,58.0,51.3742779,-0.1618021,0.3959079,18.0,-1.0
1283,-63.35425916,0.38490732,36.24734,35.28045,47.0,40.44889454,34.0,27.44889454,NaN,NaN,4.20155454,5.16844454,13.0,NaN
1284,-63.47175394,0.81944608,66.73575,66.93944,73.0,66.48158892,60.0,53.48158892,77.0,70.48217511,-0.25416108,-0.45785108,13.0,-4.00058619
1285,-63.12369998,0.33805913,32.21378,32.32996,39.0,31.9880144,35.0,27.9880144,40.0,32.98858965,-0.2257656,-0.3419456,4.0,-1.00057525
1286,-63.61639637,0.10850668,40.06803,38.9567,48.0,42.19564937,21.0,15.19564937,47.0,41.19628904,2.12761937,3.23894937,27.0,0.99936033
1287,-63.94334799,0.37227626,60.21471,59.54967,62.0,56.79386377,64.0,58.79386377,65.0,59.79453459,-3.42084623,-2.75580623,-2.0,-3.00067082
1288,-63.75940604,0.24210207,38.18964,38.96671,43.0,37.44092477,37.0,31.44092477,NaN,NaN,-0.74871523,-1.52578523,6.0,NaN
1289,-63.5586537,0.5206948,45.89572,46.03918,55.0,48.81982335,49.0,42.81982335,55.0,48.82058383,2.92410335,2.78064335,6.0,-0.000760479999997
1290,-63.23808897,0.14039626,49.33515,47.69777,53.0,46.33760328,66.0,59.33760328,NaN,NaN,-2.99754672,-1.36016672,-13.0,NaN
1291,-63.47119288,0.42967121,36.64818,36.46064,46.0,39.67754274,44.0,37.67754274,46.0,39.67829919,3.02936274,3.21690274,2.0,-0.000756449999997
1292,-63.254036,0.53013092,62.03758,60.6237,70.0,63.16280999,52.0,45.16280999,NaN,NaN,1.12522999,2.53910999,18.0,NaN
1293,-63.91074246,0.25487612,39.84556,42.57776,47.0,41.79372247,42.0,36.79372247,46.0,40.79372247,1.94816247,-0.78403753,5.0,1.0
1294,-63.95399462,0.06668464,53.3426,54.14105,60.0,55.0338824,60.0,55.0338824,59.0,54.0338824,1.6912824,0.8928324,0.0,1.0
1295,-63.01753803,0.49949448,33.67218,33.53091,38.0,30.69189572,34.0,26.69189572,40.0,32.69245784,-2.98028428,-2.83901428,4.0,-2.00056212
1296,-63.92253823,0.11404103,56.04098,56.53455,68.0,62.92148552,87.0,81.92148552,63.0,57.92148552,6.88050552,6.38693552,-19.0,5.0
1297,-63.32190983,0.94638792,1184.882,1176.125,1191.0,1184.11229676,1175.0,1168.11229676,NaN,NaN,-0.76970324,7.98729676,16.0,NaN
1298,-63.19343413,0.39596725,37.29924,35.71688,47.0,40.10333334,60.0,53.10333334,46.0,39.10391269,2.80409334,4.38645334,-13.0,0.99942065
1299,-63.20801735,0.25708682,27.20102,27.06742,37.0,30.20758051,35.0,28.20758051,NaN,NaN,3.00656051,3.14016051,2.0,NaN
1300,-63.59948061,0.54962643,53.60963,52.97134,65.0,58.89419238,42.0,35.89419238,62.0,55.89495657,5.28456238,5.92285238,23.0,2.99923581
1301,-63.90462957,0.61245635,53.42423,53.04583,63.0,57.55096273,46.0,40.55096273,60.0,54.5511303,4.12673273,4.50513273,17.0,2.99983243
1302,-63.51929247,0.99740868,291.9212,286.2961,298.0,291.49694502,279.0,272.49694502,302.0,295.49765738,-0.42425498,5.20084502,19.0,-4.00071236
1303,-63.74459977,0.22516131,37.8574,36.74408,41.0,35.41738896,27.0,21.41738896,53.0,47.41738896,-2.44001104,-1.32669104,14.0,-12.0
1304,-63.61951938,0.65322737,48.93386,50.28653,56.0,49.88285419,50.0,43.88285419,58.0,51.88361081,0.94899419,-0.40367581,6.0,-2.00075662
1305,-63.76023185,0.6957379,80.09859,80.01637,87.0,81.17247663,88.0,82.17247663,84.0,78.17263048,1.07388663,1.15610663,-1.0,2.99984615
1306,-63.24666748,0.79206963,734.2048,730.3251,734.0,727.02636091,687.0,680.02636091,NaN,NaN,-7.17843909,-3.29873909,47.0,NaN
1307,-63.95017053,0.2042886,58.34642,58.13844,70.0,64.92498494,65.0,59.92498494,63.0,57.92498494,6.57856494,6.78654494,5.0,7.0
1308,-63.69532991,0.67585208,95.63847,90.60969,95.0,89.03830503,84.0,78.03830503,105.0,99.0389221,-6.60016497,-1.57138497,11.0,-10.00061707
1309,-63.90599862,0.11690746,54.12362,53.80669,58.0,52.87849112,52.0,46.87849112,56.0,50.87849112,-1.24512888,-0.92819888,6.0,2.0
1310,-63.1466495,0.0768993,30.60126,30.22638,36.0,29.18140315,42.0,35.18140315,NaN,NaN,-1.41985685,-1.04497685,-6.0,NaN
1311,-63.9601818,0.68898129,68.70692,67.2371,77.0,71.63422563,64.0,58.63422563,76.0,70.63439458,2.92730563,4.39712563,13.0,0.99983105
1312,-63.88593016,0.77828547,67.60502,68.32697,77.0,71.41033807,62.0,56.41033807,76.0,70.41049832,3.80531807,3.08336807,15.0,0.99983975
1313,-63.17609997,0.15000689,49.64485,49.54731,54.0,47.20039047,58.0,51.20039047,NaN,NaN,-2.44445953,-2.34691953,-4.0,NaN
1314,-63.52568285,0.19680605,51.81024,53.79134,60.0,53.93274257,50.0,43.93274257,60.0,53.93336601,2.12250257,0.14140257,10.0,-0.000623439999998
1315,-63.63663167,0.28327408,53.18998,54.4795,59.0,53.13086025,61.0,55.13086025,60.0,54.13103018,-0.05911975,-1.34863975,-2.0,-1.00016993
1316,-63.19011239,0.94724389,511.4447,503.0124,522.0,514.84375876,490.0,482.84375876,NaN,NaN,3.39905876,11.83135876,32.0,NaN
1317,-63.8542266,0.30208579,44.55638,47.04047,46.0,40.62665256,40.0,34.62665256,50.0,44.62665256,-3.92972744,-6.41381744,6.0,-4.0
1318,-63.96240357,0.54874715,54.9599,55.52818,61.0,55.72619258,60.0,54.72619258,61.0,55.72636739,0.76629258,0.19801258,1.0,-0.000174809999997
1319,-63.90670932,0.89341794,64.67695,67.43931,75.0,69.39129268,61.0,55.39129268,72.0,66.39145187,4.71434268,1.95198268,14.0,2.99984081
1320,-63.61740553,0.71450195,65.01457,65.33372,70.0,63.84662374,68.0,61.84662374,NaN,NaN,-1.16794626,-1.48709626,2.0,NaN
1321,-63.07028309,0.41542844,33.08894,33.02706,44.0,36.83945502,37.0,29.83945502,44.0,36.84002345,3.75051502,3.81239502,7.0,-0.000568429999994
1322,-63.95521092,0.63777471,57.52935,58.0045,65.0,59.65389992,50.0,44.65389992,65.0,59.65407037,2.12454992,1.64939992,15.0,-0.000170449999999
1323,-63.65844116,0.53828328,43.82114,43.70877,55.0,49.03195512,58.0,52.03195512,52.0,46.03210968,5.21081512,5.32318512,-3.0,2.99984544
1324,-63.42226171,0.86550589,1082.093,1082.033,1088.0,1081.35613087,1091.0,1084.35613087,1087.0,1080.35683956,-0.73686913,-0.67686913,-3.0,0.99929131
1325,-63.52259354,0.5276353,48.93853,49.37611,58.0,51.73701199,59.0,52.73701199,60.0,53.73776579,2.79848199,2.36090199,-1.0,-2.0007538
1326,-63.47124551,0.29691599,50.45435,50.03887,59.0,52.75185528,54.0,47.75185528,NaN,NaN,2.29750528,2.71298528,5.0,NaN
1327,-63.84862502,0.09455712,55.19522,53.98526,60.0,54.75402013,49.0,43.75402013,58.0,52.7546943,-0.44119987,0.76876013,11.0,1.99932583
1328,-63.03306582,0.43196311,31.87607,31.82372,43.0,35.75541712,37.0,29.75541712,41.0,33.75598223,3.87934712,3.93169712,6.0,1.99943489
1329,-63.84046259,0.82221017,69.70988,70.36564,78.0,72.28238566,75.0,69.28238566,78.0,72.28254125,2.57250566,1.91674566,3.0,-0.000155589999991
1330,-63.41142219,0.46600365,33.35109,32.65711,41.0,34.52880691,38.0,31.52880691,NaN,NaN,1.17771691,1.87169691,3.0,NaN
1331,-63.30616393,0.78245535,55.46993,55.42062,60.0,53.15307129,61.0,54.15307129,NaN,NaN,-2.31685871,-2.26754871,-1.0,NaN
1332,-63.42255168,0.00679795,51.85857,52.3629,59.0,52.8236834,46.0,39.8236834,NaN,NaN,0.9651134,0.4607834,13.0,NaN
1333,-63.39623183,0.08966409,31.0957,32.56056,38.0,31.71154273,32.0,25.71154273,NaN,NaN,0.61584273,-0.84901727,6.0,NaN
1334,-63.82158423,0.63133197,67.18977,66.23043,75.0,69.34802219,69.0,63.34802219,73.0,67.3481829,2.15825219,3.11759219,6.0,1.99983929
1335,-63.23039368,0.03146091,24.65342,25.99445,35.0,28.38718265,33.0,26.38718265,32.0,25.38777918,3.73376265,2.39273265,2.0,2.99940347
1336,-63.71609344,0.07410306,56.89161,54.82257,57.0,51.45138992,52.0,46.45138992,60.0,54.45138992,-5.44022008,-3.37118008,5.0,-3.0
1337,-63.92465073,0.16543115,40.58927,43.88913,54.0,48.8895727,59.0,53.8895727,48.0,42.8895727,8.3003027,5.0004427,-5.0,6.0
1338,-63.02596406,0.23740006,36.60981,36.4171,46.0,38.83920401,41.0,33.83920401,44.0,36.83977425,2.22939401,2.42210401,5.0,1.99942976
1339,-63.39480579,0.86192526,1093.086,1093.473,1103.0,1096.30050708,1089.0,1082.30050708,1099.0,1092.30121253,3.21450708,2.82750708,14.0,3.99929455
1340,-63.54432066,0.05758422,33.80993,33.79106,41.0,35.06464074,28.0,22.06464074,NaN,NaN,1.25471074,1.27358074,13.0,NaN
1341,-63.27079491,0.59441851,41.18413,41.32757,51.0,44.16722791,46.0,39.16722791,NaN,NaN,2.98309791,2.83965791,5.0,NaN
1342,-63.95958845,0.9699888,75.2596,75.13435,84.0,78.46598312,74.0,68.46598312,81.0,75.46614558,3.20638312,3.33163312,10.0,2.99983754
1343,-63.04923709,0.62899123,51.03869,49.66086,60.0,52.69705302,61.0,53.69705302,NaN,NaN,1.65836302,3.03619302,-1.0,NaN
1344,-63.4511511,0.02665664,44.94826,44.41898,48.0,41.87453351,26.0,19.87453351,NaN,NaN,-3.07372649,-2.54444649,22.0,NaN
1345,-63.62313779,0.4304793,45.23934,44.19208,51.0,45.01305679,48.0,42.01305679,53.0,47.01383882,-0.22628321,0.82097679,3.0,-2.00078203
1346,-63.78905963,0.69925732,75.69274,76.42288,86.0,80.2354559,88.0,82.2354559,84.0,78.23561161,4.5427159,3.8125759,-2.0,1.99984429
1347,-63.86754402,0.93634375,80.75189,79.88104,89.0,83.27938634,79.0,73.27938634,88.0,82.27954168,2.52749634,3.39834634,10.0,0.99984466
1348,-63.8615917,0.99984319,75.6315,76.74286,84.0,78.23043359,72.0,66.23043359,86.0,80.23058764,2.59893359,1.48757359,12.0,-2.00015405
1349,-63.89981765,0.35957287,60.08454,59.75002,60.0,54.69802161,56.0,50.69802161,64.0,58.69802161,-5.38651839,-5.05199839,4.0,-4.0
1350,-63.37866167,0.28216222,44.57526,44.60163,55.0,48.55811545,49.0,42.55811545,NaN,NaN,3.98285545,3.95648545,6.0,NaN
1351,-63.58429225,0.50927774,44.78515,43.09583,50.0,43.88311281,54.0,47.88311281,53.0,46.88311281,-0.90203719,0.78728281,-4.0,-3.0
1352,-63.09884562,0.01236244,33.50218,35.02044,39.0,32.11938363,44.0,37.11938363,NaN,NaN,-1.38279637,-2.90105637,-5.0,NaN
1353,-63.5446163,0.84430678,75.18517,76.96539,82.0,75.62437216,58.0,51.62437216,87.0,80.62450791,0.43920216,-1.34101784,24.0,-5.00013575
1354,-63.45774138,0.12190155,51.81449,50.68938,58.0,51.82791491,59.0,52.82791491,NaN,NaN,0.01342491,1.13853491,-1.0,NaN
1355,-63.19623465,0.57437395,48.53637,48.03951,55.0,48.02177465,47.0,40.02177465,54.0,47.02247864,-0.51459535,-0.01773535,8.0,0.99929601
1356,-63.48007741,0.20256691,51.09122,51.89397,56.0,49.82741787,53.0,46.82741787,NaN,NaN,-1.26380213,-2.06655213,3.0,NaN
1357,-63.90253,0.44076032,43.7896,43.41402,47.0,41.6524079,52.0,46.6524079,48.0,42.65258388,-2.1371921,-1.7616121,-5.0,-1.00017598
1358,-63.13692731,0.93174149,335.5576,336.4829,343.0,335.74357441,335.0,327.74357441,NaN,NaN,0.18597441,-0.73932559,8.0,NaN
1359,-63.43736271,0.8159499,138.972,135.54,142.0,135.41065983,144.0,137.41065983,145.0,138.41137417,-3.56134017,-0.12934017,-2.0,-3.00071434
1360,-63.98669885,0.17586307,40.80176,41.66315,50.0,45.03582021,45.0,40.03582021,49.0,44.03582021,4.23406021,3.37267021,5.0,1.0
1361,-63.92779438,0.9111644,76.48451,77.72878,82.0,76.42803796,72.0,66.42803796,84.0,78.42882542,-0.05647204,-1.30074204,10.0,-2.00078746
1362,-63.1004878,0.16184843,40.34549,38.25204,45.0,38.034625,45.0,38.034625,48.0,41.03520407,-2.310865,-0.217415,0.0,-3.00057907
1363,-63.2570107,0.74103849,80.20728,81.37219,91.0,84.07040187,78.0,71.07040187,NaN,NaN,3.86312187,2.69821187,13.0,NaN
1364,-63.62969131,0.5524533,49.08536,49.55325,58.0,51.95974893,59.0,52.95974893,59.0,52.95990103,2.87438893,2.40649893,-1.0,-1.0001521
1365,-63.12142439,0.93272871,119.9438,121.7147,136.0,128.71202066,129.0,121.71202066,NaN,NaN,8.76822066,6.99732066,7.0,NaN
1366,-63.74987112,0.9278493,82.68975,82.16545,92.0,86.02441903,93.0,87.02441903,89.0,83.02456576,3.33466903,3.85896903,-1.0,2.99985327
1367,-63.99765916,0.49294841,53.0907,53.02612,59.0,53.84635673,49.0,43.84635673,61.0,55.84653696,0.75565673,0.82023673,10.0,-2.00018023
1368,-63.75409519,0.54610112,52.8716,52.89177,65.0,59.24318205,59.0,53.24318205,64.0,58.24334217,6.37158205,6.35141205,6.0,0.99983988
1369,-63.98922474,0.62760867,60.61854,59.5884,64.0,58.74069623,58.0,52.74069623,64.0,58.74086981,-1.87784377,-0.84770377,6.0,-0.000173580000002
1370,-63.40347683,0.48288044,35.00731,35.08691,48.0,41.50280445,30.0,23.50280445,NaN,NaN,6.49549445,6.41589445,18.0,NaN
1371,-63.06338729,0.00086111,45.78506,46.00319,54.0,47.05243735,60.0,53.05243735,58.0,51.05301841,1.26737735,1.04924735,-6.0,-4.00058106
1372,-63.84957044,0.47642226,45.64265,46.33934,48.0,42.5051699,58.0,52.5051699,53.0,47.5051699,-3.1374801,-3.8341701,-10.0,-5.0
1373,-63.69016652,0.46501248,51.56523,51.10107,58.0,52.1448361,58.0,52.1448361,61.0,55.1448361,0.5796061,1.0437661,0.0,-3.0
1374,-63.46860861,0.55183605,39.17788,39.2585,44.0,37.60742691,30.0,23.60742691,46.0,39.60757036,-1.57045309,-1.65107309,14.0,-2.00014345
1375,-63.94390216,0.2661765,55.33502,55.41019,61.0,55.8664108,53.0,47.8664108,60.0,54.86708906,0.5313908,0.4562208,8.0,0.99932174
1376,-63.26543306,0.53011111,45.92294,46.06408,56.0,49.1867341,60.0,53.1867341,NaN,NaN,3.2637941,3.1226541,-4.0,NaN
1377,-63.94123957,0.32645798,55.41883,55.62218,59.0,53.81956832,50.0,44.81956832,62.0,56.81956832,-1.59926168,-1.80261168,9.0,-3.0
1378,-63.1263649,0.49524317,41.11267,41.49292,52.0,44.91578497,42.0,34.91578497,48.0,40.91591773,3.80311497,3.42286497,10.0,3.99986724
1379,-63.28714071,0.47656736,36.10697,36.44767,45.0,38.25861752,42.0,35.25861752,NaN,NaN,2.15164752,1.81094752,3.0,NaN
1380,-63.7377465,0.77206269,61.97357,59.27027,66.0,60.08057988,64.0,58.08057988,65.0,59.08072957,-1.89299012,0.81030988,2.0,0.99985031
1381,-63.23747807,0.30127002,36.5337,36.31644,43.0,36.24569642,51.0,44.24569642,NaN,NaN,-0.28800358,-0.07074358,-8.0,NaN
1382,-63.32631506,0.88539801,1086.413,1086.943,1094.0,1087.14846775,1064.0,1057.14846775,NaN,NaN,0.73546775,0.20546775,30.0,NaN
1383,-63.24188627,0.15144681,48.9979,48.46693,59.0,52.33937211,58.0,51.33937211,NaN,NaN,3.34147211,3.87244211,1.0,NaN
1384,-63.10121546,0.20245894,49.04213,48.54666,59.0,52.01356453,66.0,59.01356453,59.0,52.01429561,2.97143453,3.46690453,-7.0,-0.000731080000001
1385,-63.41079576,0.57300731,40.68109,40.7609,51.0,44.47274198,39.0,32.47274198,NaN,NaN,3.79165198,3.71184198,12.0,NaN
1386,-63.82694586,0.80069904,64.88844,64.87993,71.0,65.26378521,71.0,65.26378521,71.0,65.26456411,0.37534521,0.38385521,0.0,-0.0007789
1387,-63.88883052,0.28767885,39.49814,39.38291,44.0,38.71867455,46.0,40.71867455,46.0,40.71867455,-0.77946545,-0.66423545,-2.0,-2.0
1388,-63.61748597,0.56934427,46.19518,47.3812,58.0,51.92342493,52.0,45.92342493,56.0,49.92357545,5.72824493,4.54222493,6.0,1.99984948
1389,-63.91140933,0.15944325,51.82668,51.39461,58.0,52.86100691,61.0,55.86100691,56.0,50.86188298,1.03432691,1.46639691,-3.0,1.99912393
1390,-63.17617652,0.91398344,814.4977,807.7724,826.0,818.82991449,797.0,789.82991449,NaN,NaN,4.33221449,11.05751449,29.0,NaN
1391,-63.28408161,0.35612519,34.44764,35.3777,40.0,33.31445677,36.0,29.31445677,NaN,NaN,-1.13318323,-2.06324323,4.0,NaN
1392,-63.25107236,0.10868242,48.60352,48.71362,56.0,49.38441776,56.0,49.38441776,56.0,49.38441776,0.78089776,0.67079776,0.0,0.0
1393,-63.6706991,0.22919352,54.46059,57.28352,65.0,59.24292368,44.0,38.24292368,60.0,54.24292368,4.78233368,1.95940368,21.0,5.0
1394,-63.17423938,0.2524653,32.19322,32.50305,42.0,35.13873528,34.0,27.13873528,41.0,34.13946959,2.94551528,2.63568528,8.0,0.99926569
1395,-63.41518513,0.3466563,35.02767,36.16948,50.0,43.60159215,27.0,20.60159215,NaN,NaN,8.57392215,7.43211215,23.0,NaN
1396,-63.07095213,0.49790416,37.99033,36.94918,48.0,40.80097037,47.0,39.80097037,48.0,40.80153638,2.81064037,3.85179037,1.0,-0.00056601
1397,-63.26095816,0.79665448,600.8273,602.7123,600.0,593.05343638,607.0,600.05343638,NaN,NaN,-7.77386362,-9.65886362,-7.0,NaN
1398,-63.75379013,0.62281425,59.91264,60.72364,71.0,65.19888237,63.0,57.19888237,73.0,67.19888237,5.28624237,4.47524237,8.0,-2.0
1399,-63.35007533,0.95456758,1444.258,1443.574,1454.0,1447.16611041,1438.0,1431.16611041,NaN,NaN,2.90811041,3.59211041,16.0,NaN
1400,-63.96571589,0.09893731,45.62328,45.49022,51.0,46.03915354,49.0,44.03915354,49.0,44.03915354,0.41587354,0.54893354,2.0,2.0
1401,-63.36908984,0.21253631,44.16274,42.37558,48.0,41.57774544,23.0,16.57774544,NaN,NaN,-2.58499456,-0.79783456,25.0,NaN
1402,-63.83850364,0.95410266,74.97216,77.11264,82.0,76.20487268,73.0,67.20487268,84.0,78.20502549,1.23271268,-0.90776732,9.0,-2.00015281
1403,-63.59967276,0.51231664,40.7419,40.45773,48.0,41.91526329,46.0,39.91526329,50.0,43.91526329,1.17336329,1.45753329,2.0,-2.0
1404,-63.60822501,0.22894557,58.14653,59.06717,62.0,56.09989539,57.0,51.09989539,62.0,56.09989539,-2.04663461,-2.96727461,5.0,0.0
1405,-63.45828154,0.54826284,33.97264,33.67018,44.0,37.58713275,26.0,19.58713275,42.0,35.58727589,3.61449275,3.91695275,18.0,1.99985686
1406,-63.57526253,0.83976545,71.40388,73.5922,82.0,75.69192505,61.0,54.69192505,81.0,74.69192505,4.28804505,2.09972505,21.0,1.0
1407,-63.44263198,0.69889197,49.45434,49.03921,61.0,54.47792935,52.0,45.47792935,57.0,50.47851887,5.02358935,5.43871935,9.0,3.99941048
1408,-63.2765867,0.3496557,37.73728,37.55655,45.0,38.30194926,47.0,40.30194926,45.0,38.30268595,0.56466926,0.74539926,-2.0,-0.000736689999997
1409,-63.3112364,0.60656244,42.15395,41.59378,49.0,42.24550454,50.0,43.24550454,NaN,NaN,0.09155454,0.65172454,-1.0,NaN
1410,-63.08436257,0.0302096,31.45643,32.30315,37.0,30.07816567,40.0,33.07816567,NaN,NaN,-1.37826433,-2.22498433,-3.0,NaN
1411,-63.82543153,0.19106976,54.54532,55.6705,65.0,59.63134041,58.0,52.63134041,59.0,53.63152855,5.08602041,3.96084041,7.0,5.99981186
1412,-63.77584781,0.99926164,110.1381,109.7599,116.0,110.04287189,112.0,106.04287189,116.0,110.04362316,-0.09522811,0.28297189,4.0,-0.000751269999995
1413,-63.88478426,0.37476099,55.55589,55.56284,57.0,51.65230584,71.0,65.65230584,61.0,55.65230584,-3.90358416,-3.91053416,-14.0,-4.0
1414,-63.22932552,0.51000816,35.74082,35.68164,41.0,34.12115763,38.0,31.12115763,44.0,37.12173596,-1.61966237,-1.56048237,3.0,-3.00057833
1415,-63.7738784,0.77682231,70.49738,70.46991,80.0,74.15828122,74.0,68.15828122,79.0,73.15843324,3.66090122,3.68837122,6.0,0.99984798
1416,-63.46245793,0.21637425,32.31163,31.95287,40.0,33.78022238,27.0,20.78022238,NaN,NaN,1.46859238,1.82735238,13.0,NaN
1417,-63.30959785,0.62805388,43.70667,43.83141,51.0,44.23178072,42.0,35.23178072,NaN,NaN,0.52511072,0.40037072,9.0,NaN
1418,-63.79968306,0.60431678,60.98528,58.68975,68.0,62.31343634,73.0,67.31343634,68.0,62.31359669,1.32815634,3.62368634,-5.0,-0.000160349999994
1419,-63.77633369,0.536091,55.51345,55.15459,64.0,58.2997243,54.0,48.2997243,59.0,53.29988639,2.7862743,3.1451343,10.0,4.99983791
1420,-63.76395147,0.50712456,49.78355,49.64629,57.0,51.28798923,32.0,26.28798923,53.0,47.28878839,1.50443923,1.64169923,25.0,3.99920084
1421,-63.73815892,0.55320017,47.94579,49.79928,58.0,52.20305309,49.0,43.20305309,55.0,49.20321181,4.25726309,2.40377309,9.0,2.99984128
1422,-63.3376084,0.61173635,NaN,NaN,49.0,42.29845694,50.0,43.29845694,NaN,NaN,NaN,NaN,-1.0,NaN
1423,-63.73959541,0.24728686,47.84568,47.87027,54.0,48.39132091,52.0,46.39132091,51.0,45.39132091,0.54564091,0.52105091,2.0,3.0
1424,-63.73152093,0.88999224,69.60565,68.79912,76.0,70.00445095,69.0,63.00445095,77.0,71.00459714,0.39880095,1.20533095,7.0,-1.00014619
1425,-63.17377983,0.52384333,36.41248,36.73694,42.0,34.99931227,34.0,26.99931227,44.0,37.00001814,-1.41316773,-1.73762773,8.0,-2.00070587
1426,-63.76803303,0.11566483,52.74147,53.95013,67.0,61.54570114,69.0,63.54570114,60.0,54.54570114,8.80423114,7.59557114,-2.0,7.0
1427,-63.21231078,0.42286557,65.23882,64.83673,74.0,67.12909375,74.0,67.12909375,NaN,NaN,1.89027375,2.29236375,0.0,NaN
1428,-63.04464159,0.69575653,54.88565,55.27371,66.0,58.6581276,49.0,41.6581276,NaN,NaN,3.7724776,3.3844176,17.0,NaN
1429,-63.04499032,0.95158967,99.05337,98.39269,110.0,102.55169718,113.0,105.55169718,NaN,NaN,3.49832718,4.15900718,-3.0,NaN
1430,-63.14177649,0.04046143,30.94234,30.87512,41.0,34.19289445,46.0,39.19289445,NaN,NaN,3.25055445,3.31777445,-5.0,NaN
1431,-63.12682492,0.27214863,30.34848,31.20238,43.0,36.02887858,43.0,36.02887858,41.0,34.02960462,5.68039858,4.82649858,0.0,1.99927396
1432,-63.59548473,0.00157018,38.80259,41.04514,43.0,37.22011702,34.0,28.22011702,43.0,37.22011702,-1.58247298,-3.82502298,9.0,0.0
1433,-63.56142297,0.7560132,64.18359,65.52556,71.0,64.70377123,68.0,61.70377123,NaN,NaN,0.52018123,-0.82178877,3.0,NaN
1434,-63.53649641,0.89658795,83.99169,84.11912,90.0,83.5813278,71.0,64.5813278,91.0,84.58204969,-0.4103622,-0.5377922,19.0,-1.00072189
1435,-63.25916792,0.37661152,33.78005,33.79203,44.0,37.25131612,26.0,19.25131612,43.0,36.25204746,3.47126612,3.45928612,18.0,0.99926866
1436,-63.7667149,0.40982566,52.16607,52.80201,55.0,49.35254211,63.0,57.35254211,60.0,54.35318507,-2.81352789,-3.44946789,-8.0,-5.00064296
1437,-63.28482614,0.84522463,640.546,642.8068,657.0,650.08081272,650.0,643.08081272,NaN,NaN,9.53481272,7.27401272,7.0,NaN
1438,-63.32956622,0.50127295,36.56205,36.97277,45.0,38.33587553,25.0,18.33587553,NaN,NaN,1.77382553,1.36310553,20.0,NaN
1439,-63.55097781,0.11889088,51.94695,51.27491,60.0,54.03951456,60.0,54.03951456,55.0,49.03951456,2.09256456,2.76460456,0.0,5.0
1440,-63.83897902,0.33738176,56.61331,55.62453,56.0,50.56751502,46.0,40.56751502,60.0,54.56751502,-6.04579498,-5.05701498,10.0,-4.0
1441,-63.65422642,0.83923712,69.45245,70.2484,75.0,68.86200821,75.0,68.86200821,76.0,69.86275286,-0.59044179,-1.38639179,0.0,-1.00074465
1442,-63.2433165,0.81601483,411.4438,409.8432,420.0,413.00894329,419.0,412.00894329,NaN,NaN,1.56514329,3.16574329,1.0,NaN
1443,-63.9009672,0.59290818,53.70259,54.45345,60.0,54.55428684,61.0,55.55428684,61.0,55.55445498,0.85169684,0.10083684,-1.0,-1.00016814
1444,-63.54290523,0.72388649,60.50018,62.06006,69.0,62.6804776,46.0,39.6804776,70.0,63.68061709,2.1802976,0.6204176,23.0,-1.00013949
1445,-63.74665528,0.47315379,51.73853,51.20811,60.0,54.26861164,54.0,48.26861164,58.0,52.26861164,2.53008164,3.06050164,6.0,2.0
1446,-63.33381679,0.75412746,56.79923,57.93446,64.0,57.22362793,68.0,61.22362793,NaN,NaN,0.42439793,-0.71083207,-4.0,NaN
