,X,Y,srtm30_wgs84-tdx12_abs,srtm30_wgs84-tdx12_color
434,-48.7589178,-28.00658351,5.51493223,138:138:255
435,-48.86316539,-28.22061787,8.29732192,255:80:80
436,-48.80569392,-27.57273464,3.42964169,182:182:255
437,-48.77926885,-27.8249168,5.53465794,137:137:255
438,-48.81093963,-27.91653802,0.67251363,255:241:241
439,-48.52953041,-27.72388393,3.03499449,190:190:255
440,-48.96990645,-27.53961347,0.78802439,238:238:255
441,-48.95965704,-27.10276845,3.35268016,255:185:185
442,-48.63459162,-27.76954862,1.30630098,255:228:228
443,-48.85610611,-28.11974212,12.70510989,255:0:0
444,-48.766889,-27.4089098,6.14916316,124:124:255
445,-48.84139021,-28.23665725,0.89195681,236:236:255
446,-48.88297326,-27.43217072,9.22674707,59:59:255
447,-48.88740579,-28.48115332,5.77367397,132:132:255
448,-48.81995804,-27.64111522,17.19056627,0:0:255
449,-48.86473999,-28.44073538,5.88427694,130:130:255
450,-48.88179584,-27.15508117,0.32971813,248:248:255
451,-48.61886037,-27.02161434,2.89643799,255:194:194
452,-48.9567527,-27.39817382,0.80413273,255:238:238
453,-48.8290021,-28.33016188,4.10725983,255:169:169
454,-48.69880198,-27.80814641,14.27240514,0:0:255
455,-48.81224651,-27.24637931,8.05917367,84:84:255
456,-48.99538719,-27.1328951,7.41751234,255:99:99
457,-48.94823527,-28.18254212,14.31097642,255:0:0
458,-48.80741043,-27.47541653,4.38841838,162:162:255
459,-48.77738579,-27.60534397,1.07924429,255:233:233
460,-48.77321866,-27.22004655,6.85509653,255:110:110
461,-48.70510552,-27.94400801,4.93801945,255:151:151
462,-48.91858245,-27.88235626,12.60842711,255:0:0
463,-48.6567853,-27.41471223,4.12399754,167:167:255
464,-48.9543357,-27.70756315,1.98531343,255:213:213
465,-48.66075951,-27.74653858,4.91383715,255:152:152
466,-48.76964588,-27.46142823,4.03750706,169:169:255
467,-48.98997199,-27.92288549,11.35271317,255:15:15
468,-48.95590583,-27.47932274,2.1609154,209:209:255
469,-48.97015927,-27.20014725,3.33368746,255:185:185
470,-48.91054843,-28.16326933,6.83492749,255:111:111
471,-48.98758498,-27.65217968,6.57113782,115:115:255
472,-48.99115392,-27.41590548,8.53420493,74:74:255
473,-48.89884848,-27.80162996,19.55411856,0:0:255
474,-48.4827846,-27.44500557,5.24978654,255:144:144
475,-48.7217883,-27.13239959,14.12525425,0:0:255
476,-48.6091387,-27.30176263,2.37036725,255:205:205
477,-48.6881957,-27.90341213,5.6332421,255:136:136
478,-48.55388121,-27.73457469,3.66317196,255:178:178
479,-48.69663181,-27.60824751,3.27295703,255:186:186
480,-48.83824547,-27.62286218,2.19313442,255:209:209
481,-48.89863181,-28.47888089,6.66007918,255:115:115
482,-48.98380663,-27.50670493,24.45149783,255:0:0
483,-48.84084367,-27.66066753,3.83199484,255:174:174
484,-48.88981343,-28.28494383,2.80644579,255:196:196
485,-48.99633867,-28.66369758,12.08580551,0:0:255
486,-48.98461725,-27.41243774,9.26387001,58:58:255
487,-48.95302886,-28.00124278,3.42641058,182:182:255
488,-48.70697871,-27.34443483,7.42153708,97:97:255
489,-48.98235154,-28.48173334,1.17440212,255:231:231
490,-48.78115081,-28.21119669,7.91611688,255:88:88
491,-48.79072169,-27.27323819,1.05902007,232:232:255
492,-48.90991381,-27.51852585,9.05469309,255:64:64
