,tdx30_RioClaro,tdx30_slope_RioClaro
428,590.3087,3.098166
429,615.1812,6.220327
430,590.0695,4.674743
431,924.188,11.72147
432,572.5139,5.12869
433,462.8618,15.21266
434,927.3456,2.51679
435,523.8803,12.32182
436,525.5806,4.111246
437,613.7507,2.123432
438,673.3035,2.545048
439,577.9611,1.789591
440,604.6069,1.758812
441,633.3124,3.748443
442,730.348,0.5100938
443,729.7612,1.767836
444,615.5287,5.506547
445,615.0397,5.03557
446,608.3546,1.899727
447,540.8262,6.667734
448,657.5184,4.95221
449,488.3108,3.795372
450,599.4196,4.406209
451,629.5146,1.80345
452,487.0548,6.955939
453,539.9613,5.547008
454,633.8392,1.861915
455,570.118,1.504865
456,493.7923,0.8906915
457,559.1778,4.925917
458,533.2081,7.346171
459,649.5652,13.20027
460,806.4417,1.435265
461,593.7352,6.721257
462,630.8627,8.820548
463,535.1075,8.026506
464,893.2629,3.279191
465,713.5901,11.8226
466,597.9973,6.354423
467,682.3339,6.924979
468,511.8968,8.695879
469,646.8859,3.95708
470,573.5994,5.307083
471,872.0704,10.32752
472,752.0265,5.997055
473,574.2803,1.27078
474,673.7621,14.25101
475,779.3647,7.502326
476,598.7027,3.464952
477,728.2247,5.10847
478,528.0002,6.204864
479,587.2538,0.8075144
480,607.0508,6.006216
481,518.6237,4.059625
482,614.9572,15.71094
483,596.9536,9.523924
484,682.65,25.92133
485,496.407,9.804923
486,526.1008,7.88057
487,662.636,2.379999
488,689.0349,5.67437
489,650.5091,8.206741
490,614.9869,4.236522
491,624.1861,4.96017
492,616.494,1.97718
493,575.6905,1.990522
494,720.5708,14.38736
495,533.1544,3.897744
496,498.9097,4.099666
497,529.6749,7.280803
498,643.7311,2.593827
499,712.1001,7.487729
500,484.56,3.996346
501,558.2522,1.269734
502,594.5795,8.667766
503,644.2228,5.137535
504,671.2263,3.061678
505,460.7542,6.989911
506,630.5703,12.21664
507,558.9802,10.15395
508,705.6789,2.582915
509,574.6161,2.990062
510,481.0186,9.428664
511,659.6791,5.347042
512,599.8732,1.480587
513,605.8786,2.337271
514,646.6131,4.01982
515,501.8427,3.099061
516,530.2006,3.484157
517,617.3085,1.84109
518,612.0168,2.786114
519,718.5452,2.138073
520,533.5112,5.686019
521,719.7688,2.1122
522,639.9213,1.04089
523,556.6034,0.3093553
524,710.5121,1.006982
525,622.5315,4.088329
526,863.503,2.381736
527,545.5552,3.616963
528,879.2664,20.05318
529,593.0813,3.838561
530,701.8203,2.704276
531,719.5104,1.949716
532,550.2737,4.024257
533,580.6334,3.553117
534,596.9611,3.167864
535,610.9734,5.066728
536,696.3833,5.072299
537,614.9025,2.564303
538,573.0303,6.867435
539,617.2806,4.792823
540,636.1069,2.321517
541,902.6689,4.709024
542,592.6498,2.714699
543,865.1072,6.869568
544,708.8568,20.51782
545,608.2114,2.640894
546,662.6935,1.78893
547,845.7103,1.683261
548,706.1209,9.104279
549,488.581,3.367943
550,459.4475,1.277171
551,565.9031,11.08204
552,630.6326,2.467203
553,709.3906,5.355715
554,526.8961,3.399657
555,594.7801,0.7874804
556,579.8435,4.42871
557,602.0948,4.564298
558,621.278,9.46728
559,641.4501,1.038728
560,600.4324,7.976707
561,704.0043,2.091507
562,587.2219,10.20513
563,916.3297,17.96622
564,729.0681,17.18138
565,623.524,3.684938
566,627.532,0.5592704
567,622.8015,3.62792
568,629.9144,0.8200918
569,565.274,5.806536
570,882.7428,4.102358
571,583.947,2.581442
572,652.3609,8.630424
573,629.507,1.59644
574,558.5872,3.473332
575,502.2646,3.078601
576,709.3472,4.26572
577,626.7056,4.129782
578,507.0193,4.846202
579,971.2189,7.965369
580,497.98,8.056384
581,749.2791,1.942031
582,740.222,4.131914
583,729.3386,0.8870763
584,683.9997,7.880294
585,527.2891,4.497243
586,471.8713,4.92768
587,849.714,1.359446
588,694.7662,4.859331
589,550.8929,0.8051687
590,446.8172,5.537201
591,477.2911,6.713012
592,559.8683,5.861402
593,790.3727,5.575297
594,543.1788,1.87685
595,650.7109,0.695078
596,493.3555,3.497653
597,494.4282,5.918983
598,601.9725,9.889399
599,638.4552,4.829459
600,538.865,4.838931
601,639.9594,3.439803
602,602.0878,0.5527914
603,654.5195,11.53379
604,627.3354,1.993801
605,827.3997,2.812491
606,635.7288,1.881934
607,620.699,4.8921
608,627.1062,6.625398
609,713.0031,31.51556
610,506.1459,1.5932
611,625.4628,5.922459
612,786.1443,5.090864
613,589.7889,0.8810603
614,518.6132,1.057394
615,785.8503,1.112235
616,494.8576,6.851562
617,562.2872,0.4585577
618,531.3986,9.623299
619,594.3964,4.03421
620,888.5231,3.589296
621,560.8167,4.121071
622,857.2083,5.618865
623,697.6469,2.754498
624,606.0264,5.867928
625,517.1848,5.019602
626,939.9155,3.82891
627,719.9073,3.123122
628,577.528,1.741721
629,670.9216,9.527912
630,811.4774,2.958875
631,592.7355,1.856487
632,613.7028,8.940852
633,553.2407,5.757534
634,650.315,8.060204
635,654.715,1.489962
636,698.5716,7.365398
637,598.3413,6.020248
638,551.3749,3.112529
639,654.2067,0.6805724
640,767.4514,17.31452
641,539.7139,2.028381
642,734.4228,10.90175
643,528.9083,7.178633
644,591.7104,0.07732138
645,690.5997,26.48462
646,604.0781,5.310321
647,594.3425,7.948426
648,806.3626,10.75343
649,524.9152,1.543063
650,844.6315,6.032658
651,655.801,6.56602
652,631.1912,3.150031
653,489.2191,10.03375
654,729.3551,3.579431
655,752.4962,21.62823
656,838.1713,2.962713
657,820.9982,1.080714
658,671.0178,4.098996
659,596.4696,2.049585
660,681.9186,4.423779
661,483.1233,2.348538
662,504.3845,3.651443
663,615.9529,0.284145
664,640.8286,5.775135
665,828.1049,8.118193
666,674.6341,7.007768
667,697.6845,7.921551
668,625.9813,1.009801
669,563.2079,4.856786
670,573.1091,1.39552
671,593.1855,3.60377
672,697.7129,3.70752
673,581.4019,0.5131522
674,608.5645,16.08777
675,537.8535,2.828699
676,529.8279,3.828844
677,538.9373,5.607596
678,495.3333,6.848309
679,685.1863,5.653176
680,553.1453,10.27102
681,503.7241,7.868598
682,610.5296,0.5522327
683,805.4485,3.039607
684,668.9242,7.883737
685,791.9938,1.115971
686,853.1575,6.332425
687,530.0414,6.931659
688,584.8629,2.754563
689,607.8354,2.625978
690,823.5875,13.50838
691,646.5526,2.870967
692,674.6324,1.917835
693,683.8245,1.819484
694,583.6984,4.101723
695,617.2291,1.609081
696,569.6528,3.824209
697,660.1234,7.358346
698,574.3798,12.35867
699,590.765,7.601164
700,582.1816,2.485545
701,612.6364,3.043143
702,979.6841,13.93892
703,772.8355,2.935251
704,603.8116,10.49142
705,608.502,1.66108
706,582.3962,9.292449
707,628.5217,1.891712
708,574.8061,3.617025
709,660.6427,5.943968
710,786.645,5.908913
711,580.05,3.263646
712,544.5953,3.840264
713,649.6916,1.733419
714,652.3851,18.20653
715,767.0441,4.23854
716,546.9673,5.313282
717,530.1957,0.7186719
718,493.9774,5.765261
719,505.0221,1.481099
720,592.894,2.409039
721,726.7783,0.8908948
722,639.555,10.79079
723,560.1827,1.744018
724,655.934,0.6154973
725,493.4345,7.779429
726,579.7958,4.288997
727,562.6307,3.028217
728,617.5295,4.063052
729,606.8113,0.959004
730,676.2447,6.072281
731,642.7072,4.052878
732,719.6917,4.787816
733,586.0729,2.322229
734,763.0416,3.217081
735,577.9991,0.2092147
736,646.3751,1.264737
737,734.4122,13.10031
738,594.3327,5.332944
739,641.7578,6.754436
740,641.9264,8.043448
741,691.0198,5.072597
742,556.2003,4.868087
743,580.6046,3.72218
744,497.2587,4.143879
745,591.6655,3.372973
746,595.6979,4.548156
747,611.3914,1.400162
748,617.2656,5.950186
749,568.0569,2.825502
750,602.7939,6.75852
751,630.7001,9.2191
752,654.1759,3.439679
753,674.8756,3.050896
754,732.7739,14.18855
755,593.7315,4.209346
756,630.8712,2.898099
757,777.7155,6.590602
758,604.1207,4.258933
759,610.9651,6.364779
760,503.751,10.27247
761,546.5781,2.907022
762,651.0642,6.22614
763,588.6485,1.270501
764,503.8495,4.338223
765,565.6284,4.786806
766,676.4531,3.385334
767,556.2526,4.42262
768,479.3894,8.569381
769,634.1386,0.4549319
770,618.2996,2.871377
771,593.189,2.800052
772,511.1678,2.702112
773,723.7942,12.05382
774,477.4536,7.891935
775,568.6532,5.715423
776,597.8253,7.448096
777,552.3855,5.237096
778,651.776,5.236341
779,601.0155,4.623732
780,587.6824,5.276339
781,522.576,6.583978
782,634.8239,4.010368
783,683.4257,2.104909
784,810.0424,31.29082
785,748.1692,3.85389
786,561.354,4.439201
787,578.2057,2.967663
788,672.9097,2.363127
789,611.1073,2.214334
790,476.4077,7.462065
791,629.2252,7.821035
792,630.0062,2.965191
793,502.072,5.885129
794,561.7952,7.923595
795,634.3022,1.529556
796,758.3241,1.082017
797,573.7263,0.5303646
798,560.2605,5.16167
799,521.6059,6.490823
800,597.5795,3.472028
801,583.7807,3.292363
802,596.3784,17.67548
803,502.1626,4.815969
804,781.6768,0.8204193
805,637.2701,2.645861
806,643.2739,3.374556
807,619.0911,4.743909
808,792.7639,3.345239
809,591.778,4.725667
810,595.4507,0.4081225
811,537.8526,1.958397
812,695.1535,4.07558
813,794.6434,4.879241
814,716.5581,18.60252
815,610.5526,1.888105
816,467.9972,6.750588
817,617.1373,9.059392
818,716.1525,8.333999
819,646.6782,10.28163
820,735.3513,2.978181
821,687.9617,10.86865
822,581.2259,29.31904
823,535.3423,2.741366
824,528.988,13.84939
825,663.2556,9.44661
826,901.8856,4.134101
827,584.1113,3.795516
828,616.178,4.239789
829,714.2067,7.604727
830,595.7904,4.090615
831,646.2917,1.751441
832,513.535,5.992728
833,565.8868,4.108173
834,754.5368,3.177358
835,627.9662,4.446973
836,503.7072,8.617653
837,610.267,3.772667
838,588.1497,1.925975
839,870.0626,6.330202
840,751.0263,7.931886
841,548.1831,3.398284
842,621.5389,4.57113
843,565.9173,19.23171
844,605.8468,7.714752
845,532.5257,6.126457
846,571.2734,0.4344433
847,578.6406,4.296408
848,770.6199,1.515586
849,618.4535,1.151413
850,742.1601,3.82444
851,488.8567,7.226019
852,657.0615,3.751481
853,630.8051,1.282083
854,605.5444,1.140851
855,641.789,7.202631
856,676.36,12.16432
857,534.7027,8.13724
858,599.5236,2.16067
859,503.9784,10.57008
860,672.2605,10.31598
861,688.3972,10.28128
862,569.9603,3.726715
863,566.4586,3.716496
864,587.942,5.836802
865,578.305,8.857741
866,493.0738,1.819433
867,763.2714,4.547795
868,578.9783,9.131884
869,737.3622,5.686305
870,470.0139,2.380649
871,495.9932,2.25943
872,690.5303,3.036522
873,603.9292,7.432699
874,727.3802,0.644574
875,593.3394,1.152884
876,564.6594,0.6583637
877,528.4194,15.38397
878,822.7565,2.901201
879,606.882,3.698822
880,661.5331,2.646824
881,739.8314,3.229136
882,785.8651,2.304046
883,764.9406,1.48935
884,470.75,2.491667
885,611.6304,5.171429
886,638.4781,6.457845
887,624.6166,6.249175
888,611.0743,1.189048
889,662.057,2.87045
890,685.6172,8.233034
891,591.1887,1.306955
892,688.1539,2.594835
893,677.3445,3.658604
894,633.4059,4.432343
895,499.6737,4.182926
896,503.8167,6.058911
897,550.936,4.676056
898,674.0645,15.60747
899,651.1085,2.121032
900,950.2589,6.82704
901,994.6035,15.24268
902,571.9124,3.32539
903,657.2231,2.107487
904,511.2495,4.49442
905,703.0361,0.704668
906,633.5576,2.093534
907,599.8304,12.126
908,481.3596,5.447243
909,514.2951,10.18916
910,887.7789,4.095903
911,617.9924,10.97385
912,593.3093,0.5305571
913,594.87,6.029836
914,577.1666,7.171782
915,573.5967,4.11523
916,729.5819,1.594373
917,502.0231,5.183159
918,672.1708,12.17158
919,643.527,6.466846
920,640.3844,2.639315
921,749.1786,7.000106
922,948.6755,8.072001
923,582.7422,4.170312
924,496.8407,6.074518
925,801.1757,0.6409963
926,601.7872,4.809725
927,1013.799,5.327509
928,758.4736,27.59966
929,634.0048,5.74287
930,511.1928,7.424628
931,615.7487,2.364353
932,490.6866,6.737149
933,833.0583,7.684553
934,612.4219,2.921954
935,509.8088,5.438354
936,553.2148,0.7239341
937,574.3344,5.478083
938,603.7228,3.902648
939,695.4545,8.330363
940,478.7388,1.150107
941,660.0009,0.9545646
942,692.9646,3.840924
943,640.7265,13.32928
944,588.1296,3.343762
945,573.8657,2.860202
946,558.5384,2.446309
947,449.3459,0.8426572
948,748.9037,2.859403
949,634.1493,3.156394
950,759.5928,3.521286
951,565.9104,2.913872
952,580.434,6.153195
953,631.4277,1.863026
954,567.5891,1.5595
955,612.9947,0.9675136
956,537.6995,7.63412
957,651.2014,4.472261
958,571.589,5.353964
959,541.7425,1.756788
960,523.4693,4.36248
961,709.5402,1.287312
962,635.1851,2.704104
963,481.4169,1.077259
964,560.4708,0.4053928
965,576.394,2.966894
966,606.9959,2.90682
967,491.2666,4.354507
968,554.3638,8.172387
969,525.9123,3.00058
970,647.2639,4.607125
971,634.8605,8.065111
972,596.6175,3.3719
973,609.4026,3.815146
974,693.4855,5.445159
975,619.8589,3.247899
976,511.7029,3.77244
977,556.895,1.81353
978,705.1324,4.710227
979,598.7781,8.298553
980,790.3964,4.057622
981,604.4706,0.7712377
982,571.2402,7.869434
983,663.1928,2.293902
984,748.4771,7.158119
985,641.9227,3.560019
986,703.1064,7.322732
987,588.373,1.660732
988,640.7443,0.1326621
989,747.6813,2.105401
990,577.2394,4.545326
991,476.18,3.855602
992,606.7015,8.874727
993,603.6755,2.795012
994,622.4008,8.286958
995,666.6447,0.1022326
996,586.5846,2.233802
997,698.686,21.46012
998,660.7895,2.844921
999,576.0839,4.96021
1000,562.9903,1.10645
1001,600.0287,3.993217
1002,636.9438,1.181937
1003,536.1915,5.139266
1004,622.6437,9.421853
1005,564.9712,4.841752
1006,551.5082,7.901624
1007,586.7348,1.682973
1008,633.6293,1.308184
1009,607.0475,0.2947894
1010,616.0452,5.063393
1011,597.5293,5.835756
1012,705.2712,1.345307
1013,619.2534,4.605844
1014,781.7523,2.727443
1015,680.5121,3.321882
1016,502.5132,1.183933
1017,767.9573,5.144157
1018,586.1803,7.347409
1019,617.4393,9.121617
1020,777.09,4.417046
1021,778.827,2.226393
1022,964.4666,9.506357
1023,640.8856,5.896522
1024,610.1771,5.575377
1025,479.9811,5.409808
1026,518.8491,3.948856
1027,619.6661,3.477573
1028,649.5046,7.049094
1029,554.691,2.989366
1030,523.8196,4.945136
1031,646.5121,9.344155
1032,592.6718,2.962394
1033,712.68,15.76026
1034,628.7111,1.136039
1035,858.403,0.8396897
1036,511.6811,1.889184
1037,548.7356,5.220099
1038,577.4266,3.367796
1039,498.9484,3.867999
1040,584.3992,3.909499
1041,943.1028,6.521314
1042,489.4698,2.39474
1043,454.7881,0.491006
1044,586.2131,0.5047611
1045,682.0389,17.13259
1046,925.7449,11.41534
1047,574.8502,0.8646198
1048,739.2703,7.056065
1049,603.7695,2.013923
1050,660.1126,16.98946
1051,537.3757,6.592225
1052,683.3034,2.81999
1053,589.0232,2.401907
1054,547.8255,7.434641
1055,672.6659,3.107768
1056,560.2045,3.335993
1057,710.8481,3.757853
1058,588.137,4.947605
1059,596.1777,6.758637
1060,477.9462,4.627432
1061,729.7917,2.359246
1062,847.8316,3.143307
1063,813.0694,8.305138
1064,633.7596,0.3082429
1065,546.1296,3.14502
1066,627.3355,1.178278
1067,564.3932,6.769697
1068,596.0372,1.477036
1069,879.3243,7.949128
1070,656.4009,3.495933
1071,607.0582,1.234631
1072,800.8765,4.32033
1073,517.0972,9.085484
1074,491.4717,1.456155
1075,518.0276,13.1825
1076,790.8668,3.169196
1077,598.3699,4.54413
1078,609.6768,1.006839
1079,541.2102,11.39931
1080,565.616,4.379821
1081,533.1385,2.632251
1082,503.2603,5.937797
1083,778.8015,2.864249
1084,658.8292,15.55415
1085,550.1292,3.321367
1086,569.3064,3.881912
1087,637.6951,2.976884
1088,589.8677,4.14877
1089,612.6542,0.6204444
1090,594.78,4.552218
1091,555.5472,7.464977
1092,923.1172,4.344748
1093,588.3517,3.833134
1094,701.6329,1.462526
1095,563.8226,6.823176
1096,560.8257,2.904356
1097,592.4246,4.168508
1098,915.9373,1.401835
1099,556.5353,3.5752
1100,847.9662,1.910139
1101,570.1061,8.940403
1102,703.5834,15.39943
1103,683.4866,1.423016
1104,602.9531,2.71993
1105,606.2697,3.626981
1106,495.9276,1.717678
1107,532.9815,7.410428
1108,603.9554,4.890402
1109,501.6957,10.67814
1110,652.321,6.460264
1111,607.7095,2.71072
1112,875.9026,28.47409
1113,651.9656,6.034111
1114,664.3654,2.131007
1115,636.5848,1.85027
1116,578.9488,5.129901
1117,593.1654,1.51411
1118,563.3873,2.55921
1119,643.131,3.06279
1120,618.54,4.022738
1121,648.9112,0.8182047
1122,613.6852,3.088128
1123,561.6922,4.455961
1124,562.6757,1.42327
1125,627.3624,4.441418
1126,630.6735,4.857336
1127,724.0471,4.82295
1128,662.4173,4.272227
1129,589.3854,0.7622101
1130,555.2043,3.179669
1131,646.7869,2.714461
1132,551.0312,9.268804
1133,630.2296,4.511975
1134,606.7376,5.580701
1135,469.1915,1.917316
1136,548.6262,4.44971
1137,649.9929,2.458035
1138,575.8674,1.595505
1139,767.793,6.996876
1140,610.1962,13.6624
1141,583.9377,3.995316
1142,522.7772,1.141776
1143,763.3012,3.677665
1144,499.647,4.23651
1145,730.8096,12.292
1146,785.7169,14.54247
1147,563.7292,3.246022
1148,679.2648,2.674953
1149,767.8683,1.914452
1150,876.4743,7.522257
1151,505.2783,0.5234027
1152,546.1605,10.33289
