,aw3d30_wgs84_RioClaro,aw3d30_slope_RioClaro
2055,537.20464406,6.893363
2056,457.34753199,1.106004
2057,642.86234757,11.95931
2058,751.59158975,1.794419
2059,546.0873303,5.109064
2060,596.60081446,10.69714
2061,668.16426199,2.114548
2062,623.42213537,7.462659
2063,627.66196763,1.386351
2064,636.28273591,5.780387
2065,609.98288428,15.61535
2066,601.66518689,7.998496
2067,515.23155016,7.969305
2068,596.05839911,8.613681
2069,856.95564116,15.544
2070,669.48357896,2.532652
2071,458.8317933,0.3418784
2072,634.44081571,3.536098
2073,667.30062811,4.029895
2074,587.82302748,8.558035
2075,554.492479,5.857094
2076,579.71697687,4.106919
2077,851.34559285,4.08262
2078,688.21416604,14.6909
2079,664.29783171,1.058038
2080,506.11470554,7.821141
2081,618.11538944,3.143926
2082,483.19498812,8.828979
2083,922.38651139,4.5288
2084,658.81155217,5.099726
2085,785.49584152,0.9303416
2086,623.66759541,0.4664348
2087,662.54123515,9.834598
2088,577.73284953,3.316445
2089,792.48924292,1.271055
2090,662.80822611,3.124812
2091,594.13347371,6.353291
2092,662.3079504,9.128315
2093,566.28941425,9.488446
2094,795.67011053,7.122299
2095,554.95792639,10.29626
2096,779.4880906,0.00103125
2097,588.87874623,6.119604
2098,700.17192202,4.320115
2099,548.77870839,5.162538
2100,707.02604621,4.103836
2101,645.89873073,4.811328
2102,559.69399419,2.099935
2103,606.73348963,1.708039
2104,686.80106597,8.755647
2105,641.47748977,4.212484
2106,626.37312607,0.3427283
2107,581.17737778,0.6827729
2108,612.62148425,2.26683
2109,586.67124299,4.442838
2110,537.68377462,0.3416097
2111,603.81628639,2.836718
2112,592.8600775,2.395194
2113,615.34856398,1.709675
2114,564.66624775,3.097531
2115,591.89671535,2.77244
2116,528.9832704,4.772215
2117,813.50367636,5.705408
2118,724.58932107,2.049084
2119,586.90830803,4.955915
2120,591.29314284,3.069172
2121,500.32362271,8.872032
2122,566.83971196,5.370394
2123,527.16400599,2.546417
2124,586.22930689,4.422973
2125,597.68787234,7.048349
2126,805.66746144,5.767533
2127,635.83574785,1.027748
2128,478.42147299,6.476835
2129,482.26205521,0.3418258
2130,535.6953362,3.968316
2131,545.18393675,8.595525
2132,570.50108745,4.777703
2133,661.07359141,3.000366
2134,662.20934309,2.987705
2135,508.95622868,11.13503
2136,640.83340885,1.005014
2137,643.01202901,1.765662
2138,672.82041002,8.108801
2139,639.02043393,6.574043
2140,598.24133022,4.553334
2141,639.12943007,3.850851
2142,617.0971746,2.056891
2143,618.92702937,2.212665
2144,626.99356286,1.190123
2145,793.72996894,4.704215
2146,909.3194813,5.138165
2147,546.59865367,9.140403
2148,784.49816264,0.9322327
2149,474.62690866,3.54348
2150,633.67353547,2.388375
2151,609.60185372,4.890948
2152,653.21779526,3.170161
2153,580.53061008,1.025839
2154,649.30213149,3.457575
2155,728.55754145,18.95195
2156,715.30263257,3.796854
2157,686.02765961,5.844091
2158,599.86867378,3.067421
2159,541.71244814,3.335509
2160,602.73887872,4.481194
2161,598.78921858,1.397367
2162,635.14189334,6.005386
2163,524.81950622,5.371966
2164,925.05029888,7.28536
2165,548.08219135,4.028527
2166,591.87272427,5.999117
2167,610.73627641,2.675394
2168,578.72694508,5.758539
2169,559.9991049,6.648988
2170,613.13334901,7.640392
2171,794.54822214,5.39065
2172,559.73936948,4.58934
2173,664.33865461,8.131519
2174,583.76741939,2.446423
2175,576.10551172,1.191492
2176,531.92780627,3.545142
2177,806.38353023,9.474696
2178,557.91583086,8.678861
2179,680.1102193,3.433766
2180,658.64421921,3.320764
2181,566.43517561,2.052683
2182,786.56256399,3.255311
2183,513.27871452,10.89985
2184,521.69488741,5.463008
2185,628.01887558,4.797831
2186,670.34140324,2.327869
2187,570.88891269,1.001018
2188,600.93264091,2.056081
2189,721.843315,8.322734
2190,610.82101091,6.445764
2191,578.51914204,4.601266
2192,585.92289546,5.79325
2193,721.08800736,1.712177
2194,973.42805684,5.37592
2195,499.49061698,3.822388
2196,596.1726312,15.83933
2197,447.30960466,2.837246
2198,607.91512941,1.026826
2199,584.91167755,4.969542
2200,604.90453854,1.64931
2201,696.5418228,4.512652
2202,605.13430413,5.785213
2203,612.14534829,6.733249
2204,639.93206298,2.86125
2205,600.40044457,4.030232
2206,529.52156804,7.469056
2207,535.74205444,8.721869
2208,708.28625356,6.922336
2209,588.76114632,1.027848
2210,502.67540408,3.494526
2211,538.01965795,11.63541
2212,684.83153512,4.198732
2213,573.84954384,4.323475
2214,604.81133597,0.00074909
2215,664.97307309,2.053571
2216,614.34510594,5.189726
2217,563.28999325,14.48924
2218,611.13743533,8.945205
2219,543.53504426,18.93859
2220,636.52943663,2.572379
2221,608.71637854,1.928923
2222,590.03796501,4.145096
2223,859.94051688,10.17921
2224,605.7254286,3.749053
2225,592.9119683,5.200689
2226,560.57221592,15.1784
2227,532.05694051,2.109311
2228,555.85763423,3.77236
2229,630.83795837,6.149474
2230,692.3146635,2.110316
2231,565.89322007,3.411002
2232,613.83909764,2.732762
2233,787.53752905,6.761339
2234,545.77096802,1.484612
2235,514.38949421,5.597048
2236,556.59318435,5.792716
2237,724.59014654,2.539984
2238,591.95984129,3.412219
2239,738.6965704,2.769183
2240,496.83993959,9.43961
2241,581.72090407,3.295046
2242,663.99477927,4.009352
2243,638.93122727,2.99843
2244,495.80125907,2.773496
2245,690.42475608,2.114245
2246,512.34564776,3.819587
2247,536.69660612,4.672339
2248,638.9385985,0.4647993
2249,502.3692153,7.254561
2250,550.0457095,6.26535
2251,651.00804166,2.355028
2252,602.18297983,3.323933
2253,655.82947576,1.883472
2254,575.66144252,6.248608
2255,814.54871731,1.102753
2256,650.94243605,7.229813
2257,594.24646731,5.344594
2258,616.01651214,5.057158
2259,609.48519153,4.878335
2260,773.66169876,1.367181
2261,692.36106854,3.705965
2262,575.04383485,5.113136
2263,495.58289453,6.500141
2264,561.26210352,3.624354
2265,555.7851148,2.226141
2266,502.2211986,6.845603
2267,682.65656754,9.480732
2268,611.6755659,1.793949
2269,553.06000056,0.5028816
2270,558.68391779,1.430838
2271,562.62632456,7.296804
2272,785.76408726,4.423003
2273,574.01105029,3.705784
2274,632.68846045,2.53268
2275,482.48309508,4.587411
2276,653.9793339,2.262474
2277,630.54535656,6.267053
2278,495.48233063,6.763021
2279,587.9068545,2.00092
2280,559.1022756,5.599891
2281,476.52298303,2.440426
2282,596.12743192,5.89762
2283,672.61020915,6.211506
2284,603.0968058,4.302197
2285,556.80115643,9.917292
2286,662.28156752,2.392553
2287,611.78679177,4.784535
2288,615.12575158,1.712569
2289,726.58821706,0.7408711
2290,716.7726332,2.531803
2291,691.94838499,5.272142
2292,595.91202232,6.00529
2293,534.78904787,0.00074991
2294,578.10845818,2.11035
2295,788.35605245,4.58648
2296,520.65086612,8.113182
2297,670.63195069,9.150326
2298,568.58694913,8.572559
2299,610.85991957,4.80833
2300,610.89518622,4.617453
2301,600.74920711,2.214368
2302,686.69369677,3.035267
2303,587.86685945,4.021692
2304,662.3412262,1.573218
2305,931.8944034,1.501801
2306,666.9910351,16.60155
2307,465.34863618,5.805164
2308,683.92306084,3.321814
2309,907.79347081,14.4958
2310,619.62923356,6.066731
2311,617.0693915,4.935378
2312,810.59560081,1.055981
2313,653.52591539,5.369225
2314,687.98945366,5.054509
2315,1026.9775513,7.470547
2316,557.80585401,4.144414
2317,634.70922256,2.114335
2318,560.55175515,2.10498
2319,595.83444841,2.051722
2320,627.85519284,7.473144
2321,761.49430602,0.00103185
2322,682.44657504,6.789232
2323,630.12565195,1.862511
2324,768.22631997,16.71062
2325,595.08332403,5.206065
2326,600.85698234,2.060815
2327,571.77401321,4.478811
2328,592.92539603,3.046548
2329,811.65317074,1.385708
2330,566.21096823,4.105099
2331,930.89898294,4.021241
2332,565.64618816,5.1398
2333,486.27227472,2.224624
2334,629.7168199,11.03307
2335,583.73056366,3.936969
2336,569.79920018,7.798206
2337,650.73589042,8.382098
2338,645.93334168,1.277721
2339,638.80639395,2.11033
2340,607.40271305,3.313141
2341,688.00990439,4.883615
2342,642.00062645,1.191493
2343,628.88288225,5.483401
2344,712.73841668,10.70599
2345,597.82691378,0.7408974
2346,646.09958405,5.186848
2347,633.91451103,6.985672
2348,626.73252787,0.9305198
2349,616.13055361,0.6842511
2350,674.41146174,2.768428
2351,542.46890624,24.51273
2352,616.59178909,4.537799
2353,645.90527037,3.492545
2354,592.82055117,0.3411709
2355,561.14493707,6.726563
2356,542.59210344,9.958119
2357,611.15580468,11.18532
2358,641.30108625,3.324442
2359,551.74326182,5.588656
2360,589.4317799,4.427592
2361,950.48079099,12.87374
2362,460.47048826,0.6842346
2363,588.56069857,8.594466
2364,665.71469746,3.319571
2365,578.16522838,5.810041
2366,937.39226066,1.716672
2367,538.03555579,5.117526
2368,661.05479045,4.883872
2369,869.70321808,4.879997
2370,489.54034968,5.659562
2371,759.49513221,4.53132
2372,511.57005252,4.442547
2373,495.73353713,4.783901
2374,535.05449285,5.20445
2375,617.62137487,5.805409
2376,768.69499207,13.8107
2377,647.79443897,5.804341
2378,670.87875596,11.87579
2379,682.14379072,5.816841
2380,545.76218988,1.574914
2381,616.06983033,7.047549
2382,611.35116667,2.054968
2383,612.76267265,10.35492
2384,675.38211276,4.258341
2385,596.50299642,0.9320506
2386,618.9652589,3.116312
2387,638.86871592,2.2038
2388,496.24796349,3.069109
2389,636.78187295,7.220705
2390,797.48000661,2.767263
2391,800.36997956,26.53751
2392,677.97099455,0.7428465
2393,556.1618253,1.887684
2394,618.36260182,2.360542
2395,590.82167373,9.234449
2396,676.07589402,4.147617
2397,626.95217339,2.391142
2398,670.16605081,2.390351
2399,715.62481468,30.10585
2400,652.44642024,0.00083544
2401,514.03757983,6.517353
2402,493.97276328,7.531278
2403,649.30935994,5.079005
2404,578.75711405,3.101896
2405,578.096203,3.496146
2406,836.38308454,13.27065
2407,635.55174172,6.73685
2408,648.4885071,4.223325
2409,648.75436573,6.111669
2410,614.92775727,4.746555
2411,746.67640093,1.716854
2412,708.60495021,11.09083
2413,629.46326987,5.591754
2414,703.60658104,7.490911
2415,604.72568876,3.586215
2416,611.89921958,0.00075946
2417,621.50181333,4.882259
2418,649.27266833,2.572514
2419,550.95154853,6.951899
2420,534.65743655,2.052558
2421,678.954949,4.102484
2422,684.36153416,9.83531
2423,620.22287285,1.272693
2424,891.30400557,9.332513
2425,478.20605418,5.118277
2426,613.3952236,3.069834
2427,556.70547702,5.529303
2428,563.72885998,6.252002
2429,493.80167969,7.002202
2430,631.95759296,0.7887385
2431,722.72974704,2.225613
2432,589.63701351,5.368853
2433,817.70812352,1.484289
2434,515.46565321,4.933836
2435,629.96730369,6.182984
2436,666.7411907,9.992122
2437,609.1930979,2.848751
2438,540.52977188,4.411163
2439,581.73398354,5.948264
2440,571.88805462,1.102246
2441,598.28021296,1.484768
2442,628.03175568,18.87616
2443,780.62886679,5.481811
2444,570.73077902,1.649235
2445,616.9242736,11.33664
2446,680.91605524,1.48419
2447,625.60147891,3.271948
2448,632.74466952,2.225108
2449,520.59134955,6.172241
2450,652.79374836,2.846914
2451,549.10091419,1.056402
2452,632.31066696,0.7869378
2453,599.88231379,4.536372
2454,632.24828548,4.810865
2455,587.65616478,1.484978
2456,602.83263658,21.84155
2457,580.09883294,4.478482
2458,700.36255981,7.252589
2459,612.72655367,3.295057
2460,656.22278702,9.115257
2461,840.20036736,1.649372
2462,854.69029093,6.041594
2463,746.465596,3.066279
2464,551.69708384,7.202158
2465,602.57681319,6.49262
2466,611.73640335,4.443488
2467,642.80703597,3.75422
2468,674.3739237,6.745815
2469,614.85920455,3.252645
2470,614.0848574,4.444352
2471,773.5222836,9.644339
2472,609.62891704,0.684122
2473,809.53346427,5.803467
2474,764.41175359,7.17606
2475,578.67525187,2.444514
2476,635.05712726,1.107375
2477,570.04685181,6.232004
2478,553.7579237,8.208529
2479,689.05139745,4.751325
2480,580.95696164,4.747687
2481,622.44347298,1.027073
2482,802.67470868,26.99232
2483,724.45649147,1.385911
2484,641.03481376,1.387298
2485,621.35779935,2.536006
2486,643.06750928,3.033684
2487,638.25119002,0.930429
2488,897.80702519,5.109718
2489,637.77936493,2.846823
2490,578.40315539,12.83339
2491,523.36956933,8.086847
2492,660.26248882,4.442595
2493,620.91836662,2.667355
2494,498.38247613,7.801322
2495,593.92463361,7.819944
2496,546.58423957,4.144488
2497,573.93983981,2.772225
2498,690.88477985,3.901663
2499,517.6841512,5.857141
2500,632.21824471,1.767182
2501,641.85465825,8.130301
2502,615.62426787,4.07908
2503,518.30976059,4.087096
2504,650.91088329,1.792812
2505,532.56950837,6.146417
2506,623.44107103,0.7413927
2507,644.02830374,2.728823
2508,620.9508421,8.707793
2509,506.3633516,2.96697
2510,633.67572176,4.214205
2511,632.85723495,5.282891
2512,917.9059915,0.5012739
2513,597.06555701,7.255824
2514,524.1613978,3.0059
2515,748.61974667,9.029142
2516,619.94785633,4.590114
2517,484.54581609,3.420202
2518,815.34024202,3.406398
2519,680.17076887,2.839041
2520,764.50169143,2.775634
2521,544.5795922,4.749275
2522,628.45014584,2.003341
2523,525.84513651,4.143519
2524,635.93021604,8.246209
2525,551.77725369,0.9319224
2526,782.55959789,2.389616
2527,483.18527243,5.963437
2528,820.66181667,3.753768
2529,660.90136597,6.11303
2530,682.17677133,2.733988
2531,539.05759256,4.752177
2532,711.44738894,7.787398
2533,732.45525844,3.166229
2534,526.52499135,2.210342
2535,661.16557941,1.795774
2536,619.85689822,0.00093702
2537,649.48035509,7.561782
2538,601.87507627,2.060744
2539,490.79589555,2.572393
2540,484.53538129,1.107294
2541,812.61229588,1.103217
2542,615.66122122,2.966707
2543,550.82519996,4.823713
2544,581.15361401,9.196713
2545,516.35751854,6.743979
2546,585.79542607,0.7880372
2547,757.51001602,9.009589
2548,547.05662778,3.567555
2549,538.58587947,1.386859
2550,594.26172543,7.410585
2551,731.03679711,3.274141
2552,684.16006224,2.860103
2553,635.26855348,3.074641
2554,701.63813703,2.205009
2555,583.57366906,9.557455
2556,676.08449427,2.732887
2557,590.72321099,2.768193
2558,595.09028733,16.07787
2559,565.55325716,0.7429283
2560,896.99885652,49.62585
2561,600.22993968,1.766768
2562,506.76774013,4.445344
2563,604.7217695,9.837185
2564,536.69771985,3.760036
2565,624.9448928,6.324343
2566,635.97019076,2.848567
2567,815.18396795,5.679506
2568,507.22594088,4.091978
2569,589.15457753,3.449623
2570,561.90787011,1.387009
2571,650.35696529,5.482113
2572,612.52771696,2.104803
2573,794.33943725,2.846619
2574,469.20093104,3.8212
2575,625.17082718,3.295174
2576,715.79882112,5.013446
2577,519.72818711,7.263416
2578,673.95191616,2.837045
2579,588.73487038,3.410843
2580,567.52233836,8.148702
2581,497.64906364,7.109619
2582,616.04716459,8.755172
2583,547.0203636,2.114419
2584,678.04503232,4.418643
2585,619.01654692,6.213388
2586,522.70938279,8.235765
2587,638.92510229,6.181023
2588,712.97533188,17.10155
2589,537.70506965,4.100398
2590,647.77639278,2.353844
2591,919.88251052,7.814613
2592,597.96770873,3.493575
2593,521.63442104,5.838288
2594,854.17710154,2.352759
2595,614.40906782,1.384882
2596,643.26258456,2.206643
2597,651.08099347,3.532796
2598,473.1762035,1.434618
2599,552.00837038,1.437705
2600,553.65432322,4.879199
2601,659.47933769,6.502518
2602,506.68430271,9.555845
2603,723.51653002,1.103135
2604,673.78012147,0.9992831
2605,656.8378931,4.760862
2606,593.90933991,4.267237
2607,660.81146404,4.645795
2608,797.64665079,2.776548
2609,612.95875851,3.048779
2610,469.41011612,4.207394
2611,569.92789874,2.836968
2612,490.42033476,9.861275
2613,555.39604356,5.97044
2614,665.7791429,10.62734
2615,608.45938612,1.888741
2616,511.74260249,3.035049
2617,539.91524044,6.726124
2618,461.46576912,1.368591
2619,752.60535701,9.334275
2620,647.97232369,12.4229
2621,586.30600066,6.291351
2622,560.71935031,0.3417017
2623,775.55762348,10.68869
2624,801.33126083,23.73563
2625,635.92571319,1.384155
2626,608.35742656,1.793485
2627,649.5645411,3.628754
2628,713.09458184,6.464362
2629,671.0312607,1.025658
2630,637.98959294,1.189803
2631,555.75645738,5.632947
2632,615.09615382,6.052598
2633,529.57329198,9.134273
2634,715.75006863,4.7894
2635,595.22055019,6.007777
2636,523.3980103,4.034781
2637,652.73455231,2.832206
2638,534.01541619,5.561049
2639,612.22515885,1.001668
2640,717.82278497,2.113156
2641,625.45590086,2.989166
2642,579.22633513,2.965942
2643,658.54289377,3.068906
2644,599.77011075,4.394998
2645,754.63614252,4.93377
2646,575.93458249,14.80513
2647,555.76399666,1.793891
2648,862.21051561,1.928656
2649,603.2943354,4.090001
2650,662.75583239,3.719334
2651,543.66398055,4.444911
2652,592.62962018,3.459093
2653,621.16098204,2.50042
2654,656.40191662,9.349213
2655,601.76525416,2.496314
2656,550.52293931,3.869477
2657,503.47499326,6.492742
2658,691.72889209,7.141063
2659,484.43494556,5.787549
2660,613.7648328,12.08899
2661,593.91618587,2.732423
2662,730.58545878,0.9998005
2663,819.56304904,13.21752
2664,622.09000261,1.104215
2665,619.8801406,5.917731
2666,515.584563,3.078848
2667,597.79625737,1.86265
2668,832.30141238,1.997309
2669,517.40310315,15.94076
2670,590.6699746,3.412634
2671,659.75915409,1.026938
2672,532.06697122,3.647313
2673,631.86735177,1.102361
2674,595.77709345,11.9421
2675,586.08311479,2.102197
2676,595.05799,3.568739
2677,726.99165274,10.57093
2678,767.19798872,4.674224
2679,641.49459484,7.081531
2680,620.01742049,1.434585
2681,714.7190143,16.56652
2682,653.99327092,3.294958
2683,641.94471742,0.9304133
2684,601.03778743,5.922267
2685,585.57020375,5.626499
2686,631.51233434,6.320644
2687,529.69590466,5.324316
2688,731.46778538,4.320658
2689,561.8177527,6.755567
2690,727.81697126,7.45626
2691,659.02290788,5.123853
2692,616.00061413,6.482386
2693,482.35654928,6.833987
2694,663.28915258,2.849297
2695,510.62860882,3.851659
2696,623.67755291,4.112038
2697,593.59752028,8.466848
2698,572.87032804,3.705293
2699,597.25186468,2.533026
2700,637.82879192,1.70749
2701,603.83841569,3.12254
2702,612.80918945,2.445792
2703,628.60885084,2.051788
2704,647.5211257,0.7425484
2705,631.26181684,3.568591
2706,638.04242052,9.037408
2707,699.27970984,19.96958
2708,641.54836241,3.328481
2709,628.70219192,2.965462
2710,512.61748842,4.720981
2711,517.76992779,7.927614
2712,599.65512896,1.649268
2713,517.7052235,6.103194
2714,578.50197887,4.627871
2715,500.46367567,9.232852
2716,649.51515649,2.66806
2717,459.6278961,10.90107
2718,617.05407741,3.193699
2719,673.82806107,3.100926
2720,530.57488403,1.189968
2721,981.49481832,9.16921
2722,580.56118199,3.758145
2723,671.34421868,1.434427
2724,546.65164658,11.70817
2725,897.2217276,5.109977
2726,542.65207229,7.469894
2727,493.74052116,7.562854
2728,898.29419305,3.069045
2729,637.48521125,1.368664
2730,524.33689933,5.199805
2731,533.02281918,7.083872
2732,654.89745457,5.140807
2733,662.94969131,1.056297
2734,630.87649718,2.835579
2735,634.79669823,8.409121
2736,559.48501314,0.7414405
2737,507.3297461,11.42381
2738,532.69237797,5.802348
2739,646.42623601,2.779669
2740,574.04714255,3.941275
2741,570.80252077,2.355506
2742,618.80848194,2.667021
2743,561.73495611,0.6852477
2744,663.46089777,2.536492
2745,792.70975831,6.055079
2746,949.92099666,3.70578
2747,798.30561837,2.439245
2748,621.62297818,4.3117
2749,522.07864633,8.214886
2750,633.32650602,9.446526
2751,644.58226845,0.6846015
2752,485.54192302,7.084201
2753,532.75424894,2.444601
2754,633.95749941,0.742806
2755,616.09339856,4.254864
2756,775.25571302,5.652401
2757,677.8959823,5.141667
2758,609.92768298,2.733957
2759,775.62294689,4.010684
2760,603.19164168,3.760947
2761,598.28613387,2.391477
2762,643.1974117,6.568511
2763,533.95424273,1.058969
2764,594.75477467,1.027827
2765,584.60557035,6.57912
2766,523.54542722,5.513166
2767,623.55875482,2.736445
2768,858.9575146,6.768444
2769,640.37290679,3.453488
2770,699.03332799,2.39671
2771,572.74581679,3.420608
2772,578.95160677,3.463621
2773,604.53907988,2.439472
2774,641.76516839,2.099569
2775,587.87185363,1.103463
2776,599.54961135,14.88328
2777,636.93023804,6.12026
2778,781.39175389,2.389222
2779,642.84392754,2.113594
2780,638.36559525,2.20836
2781,712.33824443,0.3417735
2782,809.75525313,2.768698
2783,556.05007273,5.466142
2784,635.58691919,5.521278
2785,607.55131388,3.567183
2786,889.97318186,4.011284
2787,515.37659461,2.570753
2788,579.58368999,5.595253
2789,759.47391788,3.629186
2790,538.37609362,5.033826
2791,674.61031705,8.127993
2792,591.01746924,10.17997
2793,731.21096585,8.34347
2794,577.50471422,3.720816
2795,639.7162633,3.412069
2796,698.77133226,8.123643
2797,546.68171914,6.149229
2798,664.22121157,3.926445
2799,501.55494586,6.228584
2800,480.44733752,2.394039
2801,571.86538264,9.618246
2802,776.14926797,5.805544
2803,720.5998481,0.4997827
2804,594.61467494,1.718038
2805,621.00907995,11.44424
2806,522.517062,12.71634
2807,699.33472926,7.118792
2808,608.95043081,3.413187
2809,516.07384988,1.105678
2810,586.37375834,1.105121
2811,632.89784641,4.54964
2812,583.85780152,4.036051
2813,455.75881616,5.124631
2814,510.93558219,5.110723
2815,582.94613736,9.120934
2816,529.67550626,5.803504
2817,653.91184097,3.196456
2818,595.49266217,5.494167
2819,608.47240383,1.793877
2820,510.44118486,5.80694
2821,657.02698993,12.73597
2822,661.7197842,1.763765
2823,674.88655361,3.751777
2824,826.33415419,7.470015
2825,547.69536108,2.224585
2826,535.28930629,6.10192
2827,540.57856254,3.120265
2828,687.70194739,2.732357
2829,484.66435327,3.436818
2830,614.80310879,12.7852
2831,897.71066844,0.786685
2832,634.85311747,2.271601
2833,608.7863544,6.434927
2834,594.64383724,4.087398
2835,664.86140051,2.353739
2836,625.40054639,4.422883
2837,524.03513988,2.773532
2838,569.26986028,15.22615
2839,582.61388301,7.021868
2840,667.29884501,3.406321
2841,611.23113106,1.05631
2842,611.06488096,4.095931
2843,649.87756084,10.63594
2844,611.6417467,3.33331
2845,591.64098184,3.968743
2846,616.66440909,4.318323
2847,570.9918031,5.77639
2848,619.03198706,3.492044
2849,545.88678921,6.298048
2850,507.22424424,3.636528
2851,583.90702761,3.720633
2852,710.66711437,4.093403
2853,594.83015464,1.05593
2854,465.27898097,6.451153
2855,582.79425243,4.021731
2856,600.8788814,2.769359
2857,657.03297116,2.534825
2858,624.1703144,2.847379
2859,604.80600828,8.928886
2860,514.97898472,4.646885
2861,563.85409015,2.726951
2862,584.99216458,9.429805
2863,582.23841761,6.617288
2864,633.4419197,3.756888
2865,594.79116281,2.675355
2866,642.09733428,4.539282
2867,687.46052292,3.820139
2868,682.81556535,4.879979
2869,479.30011047,4.50558
2870,573.10694714,2.063668
2871,630.57855431,0.7872834
2872,611.43378428,0.9304073
2873,647.30335808,1.001884
2874,577.91461929,3.035098
2875,671.01630337,3.93858
2876,800.29607446,4.430272
2877,704.9629781,1.708201
2878,489.4035831,4.601406
2879,718.77512956,0.342763
2880,530.24262072,4.110351
2881,876.76338905,6.551865
2882,697.58596399,6.976714
2883,569.10038508,1.000896
2884,583.79175535,5.06882
2885,621.09031005,12.05219
2886,590.6062285,8.638642
2887,652.34023653,5.489569
2888,736.78946852,6.230349
2889,535.16061642,7.176043
2890,788.63774471,28.23932
2891,613.24277113,16.57252
2892,649.5454191,3.704632
2893,671.3730593,2.224166
2894,616.2268138,0.3415479
2895,756.47365053,0.9322343
2896,592.12919984,9.157974
2897,522.701369,3.203792
2898,642.38096272,3.19798
2899,621.77735107,1.024695
2900,658.15922206,2.501131
2901,569.56962047,8.598217
2902,668.01569921,3.080173
2903,641.62238589,5.179883
2904,674.98871872,3.167728
2905,838.43466519,17.3478
2906,559.62396603,5.659468
2907,701.72338118,23.89974
2908,577.76679194,6.327944
2909,564.510213,5.19033
2910,510.69609514,2.056414
2911,598.48379894,1.927546
2912,529.13900883,2.10428
2913,642.91526039,3.407833
2914,720.93487864,5.506029
2915,630.89649731,8.973215
2916,577.78365511,7.614264
2917,582.0616756,11.22497
2918,566.75539286,8.751746
2919,515.2466612,3.007467
2920,818.34829074,11.09855
2921,615.23201077,6.477849
2922,494.57028242,4.416691
2923,581.55974031,3.437314
2924,612.87605025,0.342744
2925,592.55852627,19.69821
2926,598.1748682,8.399017
2927,804.39515352,3.113041
2928,623.06163389,1.794468
2929,730.37850888,7.800342
2930,518.44032607,9.528626
2931,728.52834529,1.025827
2932,630.71335056,2.731306
2933,569.77879566,2.394033
2934,732.75903206,28.87635
2935,829.36374454,3.806439
2936,661.37338298,6.141439
2937,750.36347941,3.49262
2938,823.14492637,3.703198
2939,684.79878703,1.794535
2940,637.03897055,4.14767
2941,521.68658774,4.63519
2942,577.02759012,1.271678
2943,640.52755119,3.625361
2944,644.90711397,8.859141
2945,541.58857081,6.498192
2946,560.44362146,4.296818
2947,615.38106974,3.756457
2948,506.42269422,6.113594
2949,583.52385467,3.273887
2950,593.17198698,1.384333
2951,572.69682258,1.275734
2952,475.27364317,0.7870484
2953,641.36225777,2.209744
2954,660.35703861,5.476246
2955,561.19505426,6.941477
2956,569.5354614,3.770418
2957,549.5157981,8.538863
2958,859.68909992,3.496531
2959,599.88243998,1.385764
2960,611.83030636,1.772441
2961,555.01086397,1.577951
2962,486.57061084,1.711591
2963,505.37970856,5.837942
2964,606.05545767,5.385986
2965,676.21192113,2.570778
2966,571.10419512,1.928903
2967,464.93415363,1.058838
2968,649.11634208,1.103889
2969,616.00400377,1.764858
2970,622.02903428,5.826838
2971,759.48875009,0.3419346
2972,612.85816288,5.772246
2973,489.96262602,1.929307
2974,552.15465205,8.215045
2975,533.67658198,8.303963
2976,691.1734455,4.634461
2977,606.30392984,6.04309
2978,560.98016362,5.035558
2979,631.46684768,3.498163
2980,493.20883569,4.426136
2981,584.77631297,4.559757
2982,604.10093456,5.622314
2983,620.97171247,4.816439
2984,485.70907568,5.969656
2985,703.54680383,4.301461
2986,626.07706476,1.001732
2987,554.66346139,4.481718
2988,660.99083354,1.384449
2989,531.96047891,5.150241
2990,592.74418194,5.192778
2991,686.3872231,3.747535
2992,954.29959092,2.351521
2993,624.00630149,3.322808
2994,602.4505812,5.576007
2995,614.09203234,2.85
2996,661.41494269,2.731688
2997,562.021232,1.795947
2998,598.52150947,4.597683
2999,666.31405045,1.708372
3000,636.36333122,3.637536
3001,524.42606977,1.770428
3002,666.02548978,6.818428
3003,605.74198345,3.273828
3004,616.77934218,23.3874
3005,733.82302253,9.343295
3006,500.51601782,7.471945
3007,677.33479403,4.594501
3008,683.25700105,3.326636
3009,805.67847756,8.396447
3010,533.60962827,5.452342
3011,640.41262603,3.039868
3012,590.88646584,1.720454
3013,744.63708185,12.57747
3014,556.04257033,3.635923
3015,582.11866752,4.305338
3016,587.09795541,7.674809
3017,538.25426506,2.536652
3018,570.11095277,7.23042
3019,590.39318018,5.02085
3020,576.58439593,5.493555
3021,611.55291461,7.248931
3022,545.55679925,1.710725
3023,532.27197298,4.871035
3024,507.66056016,2.440448
3025,671.37330709,1.433992
3026,571.81564039,4.208116
3027,588.28043113,0.6828791
3028,624.73005139,6.648386
3029,500.30773464,7.003065
3030,660.0320544,4.542803
3031,615.87913224,9.222475
3032,507.6514737,4.816516
3033,660.41718512,7.218282
3034,572.51111624,2.105505
3035,777.36567731,1.365205
3036,627.99302037,1.191493
3037,657.46221403,3.759965
3038,694.64046172,4.933635
3039,739.42438658,2.84813
3040,551.50617343,10.15345
3041,507.55672615,3.148821
3042,628.34348401,1.057976
3043,477.48608178,1.889407
3044,471.44070925,3.459691
3045,748.95903367,17.20548
3046,757.19473483,3.498235
3047,617.42805228,2.53579
3048,535.61560061,3.102932
3049,576.58978361,3.450849
