,Araca_tdx12,Araca_tdx30,Araca_aster30,Araca_aw3d30,Barcelos_tdx12,Barcelos_tdx30,Barcelos_aster30,Barcelos_aw3d30,Pantanal_tdx12,Pantanal_tdx30,Pantanal_aster30,Pantanal_aw3d30,Iporanga_tdx12,Iporanga_tdx30,Iporanga_aster30,Iporanga_aw3d30,RioClaro_tdx12,RioClaro_tdx30,RioClaro_aster30,RioClaro_aw3d30,SantaCatarina_tdx12,SantaCatarina_tdx30,SantaCatarina_aster30,SantaCatarina_aw3d30,SerraMar_tdx12,SerraMar_tdx30,SerraMar_aster30,SerraMar_aw3d30
652,-0.42354635,-0.11320635,0.0,-1.0,0.78441578,0.43471578,1.0,2.00068482,2.45947308,2.09717308,2.0,-2.9988727,2.10102372,4.14852372,4.0,-3.99955299,8.73920289,7.76310289,15.0,3.99992175,3.13106461,2.39576461,6.0,0.0,15.10362173,9.75962173,-18.0,2.0
653,-1.1404548,-0.8131248,8.0,-0.000168439999996,4.76723871,5.01047871,-2.0,2.00048238,6.3339008,6.1606008,5.0,2.0004822,-3.46124915,-4.11014915,12.0,6.99984388,6.83555384,7.24185384,7.0,3.9993901,0.11495153,0.06953553,-7.0,-1.0,-1.16923719,-3.27123719,6.0,-1.0
654,-2.2918518,-2.7828318,25.0,-3.00013239,2.91367008,2.59947008,3.0,1.00046335,4.25628487,6.34788487,-5.0,4.00102699,1.46649747,3.21289747,-3.0,-1.99977077,6.48871257,6.43461257,-1.0,1.99982124,-10.12637838,0.88522162,3.0,-11.0,-22.41608537,-2.38168537,0.0,-10.0
655,0.28381757,0.40361757,-2.0,-0.000169769999999,-4.44796103,-0.23688103,-8.0,0.000464709999999,-0.22391011,0.58448989,1.0,-1.99907525,-2.24754939,-3.10734939,0.0,-4.99981878,5.17951127,5.45101127,-8.0,7.99980323,10.18194085,-1.60405915,22.0,6.0,-6.77913891,3.27846109,10.0,-4.0
656,1.4371648,1.1020748,2.0,-0.000175249999998,3.91467113,4.42920113,8.0,7.0004599,-0.40734313,-0.63264313,-7.0,-6.99909809,-3.44702207,-2.59922207,-5.0,-4.99984687,5.53549284,5.66579284,-9.0,0.99979429,1.17713594,2.84803594,12.0,-9.0,-10.97517443,-2.31617443,21.0,-10.0
657,-2.35842949,-2.18087949,3.0,-0.000150660000003,-0.80328222,6.87398778,-21.0,2.00045248,5.98375678,6.56095678,5.0,-0.99903111,3.67346597,1.41636597,-4.0,-0.99983883,4.77089583,4.57929583,-8.0,-0.00020293,-21.00206657,-4.54596657,8.0,-7.0,-9.70603472,7.66996528,13.0,4.0
658,-0.14581616,-0.58242616,-3.0,NaN,-3.19379807,-3.79933807,-5.0,-2.00020674,5.32424393,5.20284393,6.0,3.0,7.05650937,4.18264937,0.0,NaN,2.32935655,2.52055655,15.0,-2.0,-10.86553722,-4.44203722,4.0,-14.0,12.0154428,0.1274428,9.0,6.0
659,2.29656726,3.10616726,0.0,2.99942424,0.04127386,-1.21889614,1.0,-1.0,2.04181891,1.47351891,2.0,-1.0,2.43955735,4.61704735,10.0,-5.0,3.87098204,3.32378204,0.0,-1.0,1.45548376,2.20826376,-2.0,-4.0,-15.34698456,-3.11898456,-5.0,-11.0
660,2.47981641,2.04740641,0.0,0.99930517,2.13399802,3.13514802,-9.0,3.9997921,6.6767439,5.9668439,3.0,2.0,-8.23035393,-1.58715393,2.0,-13.0,1.429575,3.489775,13.0,-4.0,-9.34845252,-0.40085252,25.0,-7.0,-17.04177133,-0.75777133,10.0,-11.0
661,-2.41536647,-0.60970647,8.0,-0.000179250000002,-2.24072081,0.19203919,-11.0,NaN,-8.68357033,-1.47307033,6.0,-1.99957151,-4.03594982,-3.57384982,-3.0,-1.00025344,7.79056767,7.18596767,-3.0,3.99934755,16.18479089,5.57319089,1.0,12.0,3.69435236,8.06545236,10.0,6.0
662,0.67714204,1.01293204,-3.0,-1.0,0.25598293,-1.00486707,-13.0,1.00068256,0.74977398,1.44447398,-2.0,-1.99913439,0.72185303,-6.19204697,3.0,-0.99974214,4.71631453,5.41921453,6.0,1.99985284,2.1428878,0.3506548,-9.0,-3.0,-6.93606539,-2.41506539,8.0,-2.0
663,-3.60982961,-3.46562961,10.0,-6.0,-0.32567309,0.16817691,-2.0,NaN,3.987071,3.760271,-3.0,1.00101692,10.76794477,1.59034477,-15.0,NaN,7.27657409,7.49997409,5.0,1.99985008,2.7411077,0.8523077,14.0,4.0,-0.03328709,1.47631291,2.0,-4.0
664,0.83192994,2.66731994,3.0,-1.0,4.00141184,2.57718184,-7.0,1.00068091,4.41802147,4.57792147,-1.0,0.00147919,1.15776096,-4.08083904,1.0,4.00071133,1.70476499,3.25636499,-4.0,-4.99970251,1.20944344,0.12941544,-5.0,-1.0,3.64189576,3.58189576,1.0,0.0
665,0.21198428,0.32414428,3.0,-2.00015538,2.46728612,2.39472612,5.0,1.00043696,6.46491952,4.47381952,6.0,4.00095477,6.4541536,3.0761536,-4.0,0.000104660000034,0.19589282,5.10719282,1.0,-1.00021693,4.76933236,7.24203236,0.0,-5.0,25.86003948,22.67643948,26.0,13.0
666,7.98687237,5.59217237,-3.0,6.99984589,-3.10181308,-0.42485308,-9.0,-0.99953772,4.29511851,5.29691851,6.0,2.00096858,-3.13042932,1.57647068,0.0,-2.99980439,3.57247431,6.21347431,5.0,0.99980712,17.09606326,-8.06587674,-11.0,-10.0,7.76174307,9.56694307,26.0,0.0
667,1.14175712,2.56944712,7.0,2.0,1.67392208,0.90355208,-12.0,-1.99932005,3.14179653,3.68519653,0.0,0.00148258999999,-0.63363641,0.74536359,1.0,-3.9992908,8.59235494,8.29605494,1.0,5.00029798,1.07796951,1.58193151,-24.0,0.0,0.30831996,4.64531996,18.0,-2.0
668,-21.49591272,-19.53421272,42.0,NaN,0.53336396,1.99279396,0.0,1.99978338,5.53526341,3.95676341,3.0,0.0,-1.7514904,-1.2083904,4.0,-8.0,3.2698268,2.9132268,-2.0,0.0,17.41798084,14.29691084,10.0,15.0,-1.79566924,1.76333076,7.0,0.0
669,2.43233055,1.86671055,25.0,1.0,3.24741541,3.57884541,2.0,NaN,3.35760131,3.47920131,-1.0,-1.99844996,2.18381974,3.75021974,9.0,-4.99929093,5.36115677,4.70235677,-8.0,0.000302690000012,7.81105174,-9.15204826,-5.0,-5.0,-19.54279236,0.0502076400001,14.0,-18.0
670,2.37521679,2.99343679,-5.0,3.99942018,0.73059296,-0.21887704,20.0,0.0,2.41251954,1.76951954,1.0,-1.99949488,-9.12419879,-4.43389879,-1.0,-20.99963433,5.54188492,5.36898492,-4.0,0.000422980000053,-0.84730252,2.39809748,10.0,-1.0,-3.13215712,-12.13645712,-13.0,-11.0
671,3.32953161,3.47320161,8.0,NaN,-0.59247175,-0.33757175,1.0,-0.99931394,3.68635245,3.84315245,1.0,0.00107163,-4.90377175,-3.64677175,8.0,-14.9996352,5.13407781,4.44437781,-2.0,-0.000123479999957,-2.69428766,-2.33768766,-1.0,-4.0,-2.56235054,2.74154946,8.0,-5.0
672,1.76620923,2.32932923,3.0,NaN,1.34870062,1.63624062,6.0,NaN,4.36616346,4.31766346,-2.0,-0.99896183,-0.95534751,2.18005249,-4.0,-4.99974243,3.70811147,3.24141147,8.0,-2.00016926,1.84650233,-6.39859767,-19.0,2.0,3.3335341,12.6045341,8.0,4.0
673,1.57264591,0.78760591,6.0,NaN,-7.24561259,-6.64373259,-3.0,-7.0,4.34513924,4.09743924,-3.0,0.000519959999991,6.21416585,6.28544585,5.0,2.00036277,2.85845432,2.79685432,7.0,-2.99955596,4.05823584,2.56865584,-20.0,3.0,0.3875785,1.0672785,14.0,-4.0
674,3.98155123,0.99443123,8.0,0.9994255,-0.40133985,0.02883015,2.0,-2.0,5.78528506,5.51578506,5.0,-0.99948514,5.78180531,3.27050531,0.0,-0.9996246,-4.34474393,-0.21794393,6.0,-3.99956476,6.40700158,0.87040158,5.0,1.0,16.75773529,1.61123529,-2.0,8.0
675,5.34011685,5.02717685,5.0,1.99984339,-0.58610176,-0.07270176,2.0,4.00047197,7.80065711,7.70135711,4.0,4.00097976,6.38470716,1.64420716,0.0,-2.99976146,6.98124871,7.27204871,-3.0,0.99982263,-0.94935761,-1.20921661,-26.0,-1.0,11.27435047,3.94435047,-1.0,6.0
676,2.29896717,2.54694717,5.0,-0.000156859999997,0.38279929,-1.10982071,-3.0,-0.99952616,-2.15401744,-0.94011744,-1.0,-0.99901586,3.13011813,1.08521813,4.0,-7.99975137,2.89719781,3.35419781,-1.0,-3.00017342,0.98593211,3.39003211,5.0,NaN,-1.33644636,-0.53544636,6.0,-2.0
677,-0.58338263,-2.59332263,16.0,NaN,3.31151061,1.77499061,2.0,NaN,3.76653062,4.47363062,1.0,0.00103385,8.01059751,6.71509751,17.0,NaN,6.55214363,6.70894363,1.0,2.99986785,7.1184789,7.5844109,-3.0,NaN,-0.16675307,10.00564693,-2.0,-5.0
678,0.67471312,-1.70346688,-6.0,-0.000659240000005,1.52899795,0.28322795,-6.0,NaN,1.19790506,2.59310506,-5.0,-1.0,6.70982502,3.97592502,11.0,-24.0,2.46537393,5.15057393,8.0,-5.0,-0.68393005,-0.34183005,-2.0,-5.0,0.14557347,-0.0154265300001,7.0,2.0
679,2.6854371,2.7198871,1.0,-1.00057404,1.48523081,-1.60994919,-16.0,0.0,6.62617091,4.55937091,5.0,-1.0,-6.87955903,1.26941097,-5.0,NaN,6.21345172,2.86775172,5.0,3.0,-1.0873295,3.5553305,11.0,-4.0,0.22774068,-3.11225932,-17.0,11.0
680,2.5467775,2.1180975,7.0,NaN,-1.22891627,-0.53464627,-21.0,NaN,-1.97567666,-0.76057666,-6.0,-0.99904985,5.48171061,0.65211061,-2.0,7.0002932,6.10377506,3.54267506,-8.0,2.99985512,4.21359167,-4.70100833,-2.0,-4.0,-1.72001599,-0.98501599,9.0,-5.0
681,1.06316003,-0.90026997,-6.0,1.99982374,2.89609383,2.28730383,-10.0,NaN,1.42354137,1.28994137,0.0,-0.99951712,-4.70912699,-9.31362699,-3.0,-56.0001389,7.47100989,6.84830989,1.0,2.9994019,NaN,NaN,NaN,NaN,3.89246273,3.83446273,12.0,0.0
682,7.94603833,7.31654833,18.0,3.99985263,2.93904976,2.86310976,4.0,2.00047172,1.51290887,0.46830887,3.0,2.0010064,-5.49244916,-8.08814916,10.0,-1.99974699,5.5083018,5.5723018,1.0,-3.00017247,4.45149016,-0.94170984,5.0,-1.0,-6.31207014,5.31192986,18.0,-5.0
683,-0.42340586,-0.69235586,0.0,-2.00076661,2.11577501,9.71297501,-46.0,6.99977493,7.41392824,6.62722824,-4.0,3.0,-4.14689334,-0.10809334,-4.0,-6.0,2.42768834,1.07588834,4.0,4.0,-1.38023564,4.14856436,5.0,-1.0,8.75580178,5.32100178,-8.0,9.0
684,8.97504629,7.73761629,13.0,6.99938077,4.59925255,4.85797255,-1.0,NaN,3.08646473,3.39236473,4.0,1.00053772,-0.31907956,-1.62047956,12.0,3.00050652,6.11380659,7.92850659,7.0,-3.99950895,-9.67289815,-4.41029815,12.0,-7.0,1.81618873,1.43738873,-2.0,1.0
685,5.35928695,4.48215695,5.0,3.99985089,3.86952509,1.48724509,-7.0,NaN,3.66902364,2.74752364,-3.0,-3.99902813,-5.29013076,-5.00503076,-5.0,7.00015511,-5.3529358,-4.4795358,-5.0,5.9997958,-2.3794751,3.1019249,8.0,-7.0,-1.28562745,-2.10812745,11.0,-16.0
686,3.97049884,3.35263884,7.0,2.99940185,3.05392747,3.83657747,-2.0,1.0,2.48857846,2.45167846,7.0,2.0005625,-11.19467649,-8.12247649,-1.0,-13.99946853,5.84148737,5.30418737,0.0,4.00050789,-6.66192701,7.55287299,-18.0,-12.0,-20.02278109,-4.77778109,-8.0,-11.0
687,0.54539652,0.46516652,1.0,NaN,-0.19175455,0.18865545,-1.0,NaN,0.73781802,3.49851802,5.0,2.0,14.76866625,5.63206625,-2.0,18.0,6.71458784,4.99218784,7.0,4.0,3.8896508,3.8934888,-6.0,1.0,-1.92195553,-4.78045553,-1.0,-9.0
688,-1.97140734,-0.53406734,1.0,NaN,0.63344057,0.05084057,-7.0,NaN,2.71301855,2.69571855,-1.0,3.0,2.11575567,4.11985567,11.0,-8.0,5.10517536,4.07587536,-5.0,0.0,0.09740495,-0.15110205,4.0,-2.0,2.92019292,-2.54180708,-1.0,2.0
689,NaN,NaN,3.0,NaN,1.72504949,1.66582949,8.0,3.0,5.59336374,6.52716374,-1.0,-0.99946999,-1.69370718,-0.64090718,-7.0,-15.99958262,6.85411894,6.31991894,6.0,4.000458,4.02951291,5.51247091,4.0,1.0,17.10061894,5.37761894,-12.0,8.0
690,-0.56266386,-0.17887386,-5.0,-1.0001468,1.78941618,0.37012618,-30.0,-1.9995521,2.39029389,1.40219389,-11.0,-2.99902307,0.35924676,4.01004676,10.0,3.00014921,6.81659354,6.85279354,3.0,1.99979498,2.90075637,1.18435637,13.0,4.0,31.305321,24.916721,-25.0,22.0
691,-1.23180045,-1.18447045,3.0,NaN,-1.32033576,-0.78366576,-2.0,NaN,5.05475051,4.85225051,-2.0,0.00159667,-8.73386184,-3.16966184,0.0,-23.99929028,2.54567413,2.69667413,2.0,-2.99969839,-29.03988797,-30.74302797,-6.0,NaN,1.57320582,-0.34329418,2.0,3.0
692,0.56769889,0.80690889,6.0,NaN,0.82902764,0.44616764,-2.0,0.0,5.31561365,5.68821365,0.0,0.000528330000009,0.1865274,-0.5597726,10.0,-7.99960157,2.43636671,2.53036671,3.0,-0.99954645,-4.08917904,-0.50909904,4.0,-4.0,-5.80975955,-0.32375955,5.0,-6.0
693,NaN,NaN,9.0,NaN,-2.34798209,-1.12927209,3.0,NaN,5.83410069,6.26370069,-1.0,2.00052953,-8.15572696,0.00477304000003,10.0,-0.99957295,5.99089257,6.33539257,2.0,-1.99954006,1.56840865,11.58670865,11.0,-7.0,1.42760913,-0.39739087,4.0,-2.0
694,3.52689807,4.04690807,-14.0,NaN,1.53988338,1.06917338,0.0,2.00068572,1.71318378,2.04498378,0.0,-1.99894607,15.07159407,18.66419407,13.0,26.00034013,6.66272212,5.83522212,1.0,2.99986476,-41.20121857,-23.29031857,-6.0,-15.0,1.54483166,-0.41316834,15.0,-1.0
695,7.85583086,4.73393086,8.0,NaN,1.81732396,0.86198396,8.0,2.00046224,4.772024,4.993724,7.0,-1.99894839,6.18021368,5.28091368,0.0,0.00023535999992,7.72448331,7.42148331,2.0,1.99982999,-0.78749513,3.02360487,-3.0,-6.0,-2.60311473,0.19348527,2.0,-4.0
696,3.19972529,4.04608529,8.0,NaN,3.65242527,-0.45337473,-2.0,-0.99951663,2.54091515,2.67601515,4.0,-1.99943717,0.45377647,4.79707647,19.0,-2.82000000311e-05,7.23122497,7.89952497,4.0,4.99944616,0.66955457,0.43160157,-6.0,-2.0,-7.91705697,1.01124303,2.0,-7.0
697,2.42428329,2.31289329,13.0,NaN,3.46001643,1.64623643,-2.0,-2.00022175,-2.37211094,2.94128906,-13.0,-2.0,-2.09379947,-3.51799947,-2.0,3.0,2.76064172,4.52624172,1.0,-2.0,0.5271846,0.7351846,8.0,-1.0,2.37503085,0.58303085,-11.0,-4.0
698,1.9567069,1.6287669,-3.0,NaN,2.01856173,2.00417173,10.0,2.0,2.62577352,2.69637352,1.0,-3.0,-19.15205937,-8.32075937,7.0,-30.0,5.13822892,7.32882892,-1.0,2.0,NaN,1.94509671,-8.0,0.0,9.40664064,3.52844064,-5.0,10.0
699,0.69239614,0.01649614,-15.0,NaN,10.8760542,7.8763242,14.0,7.0,5.32335441,4.13155441,2.0,2.0,-12.58566652,-5.84356652,0.0,NaN,5.59105909,4.35805909,12.0,-3.0,2.15681539,2.33705339,-17.0,1.0,10.77521152,4.28921152,12.0,7.0
700,7.32546993,-0.36723007,17.0,NaN,-0.66885511,0.24640489,6.0,0.99978147,4.50433027,4.50833027,1.0,-1.0,3.81701278,4.81721278,6.0,3.0,5.91497828,4.61107828,0.0,0.0,-9.91133003,0.37296997,4.0,NaN,-2.74511256,-0.76031256,-1.0,-1.0
701,0.05459354,0.04903354,-21.0,NaN,-4.74358257,-2.44063257,-6.0,-4.00020574,3.71424076,3.46924076,3.0,1.99951229,0.66875519,0.13805519,-2.0,NaN,2.27232804,3.95972804,16.0,-2.00039601,11.40621455,1.18881455,3.0,4.0,12.93093838,-11.47556162,-22.0,-5.0
702,0.71411887,3.78297887,18.0,4.99983791,2.64559097,1.68886097,-9.0,NaN,1.93729981,1.15099981,7.0,-3.99905118,-1.31320394,-1.68040394,-3.0,0.000194620000002,3.99215862,2.25265862,4.0,5.99980707,10.08251893,3.82782893,8.0,5.0,5.85676981,-4.71693019,-18.0,2.0
703,5.44155019,5.20136019,10.0,2.99927418,1.9150158,1.8380758,6.0,-3.00022442,4.82887185,4.14517185,-2.0,2.0,4.42924224,6.27204224,7.0,-1.0,6.43175233,6.69405233,-1.0,-1.0,6.50344093,-0.00335906999999,-3.0,3.0,-8.09332245,-2.99632245,11.0,-9.0
704,4.1988605,3.2655005,6.0,-0.000780929999998,5.22614771,4.37687771,-8.0,NaN,3.74625413,2.69055413,4.0,2.0,5.94886214,3.55066214,-4.0,4.0,3.16699715,1.19079715,7.0,0.0,2.29450207,2.44940207,10.0,-4.0,5.00056492,1.60856492,0.0,3.0
705,1.94202464,2.22902464,3.0,NaN,-0.05469968,-0.02117968,6.0,NaN,1.67019903,1.93069903,-7.0,-1.0,6.8077733,6.9080733,13.0,2.0,4.01295739,4.18585739,0.0,0.0,15.45813057,-4.35676943,-2.0,-3.0,11.6597125,-3.9632875,-3.0,-3.0
706,2.0688916,2.2179716,3.0,-0.000569259999999,4.40260809,1.63503809,0.0,1.0,6.12485001,5.78655001,9.0,4.0,8.42366387,8.73198387,1.0,NaN,0.36104845,0.34264845,14.0,-4.0,5.92864508,4.93853508,1.0,3.0,-4.36525238,-1.67425238,19.0,-4.0
707,-2.03890834,-1.94136834,12.0,-1.0,3.97367847,2.07166847,-14.0,NaN,2.35050552,2.60850552,0.0,-1.99899441,10.96801864,1.90061864,-2.0,10.00032962,7.28179627,7.18039627,8.0,2.99986628,-9.2982488,-2.7109488,0.0,-10.0,4.01730513,4.61470513,12.0,-3.0
708,3.85566744,3.30198744,8.0,1.99940065,-2.75865105,-0.12190105,13.0,-1.0,1.03416606,2.53176606,3.0,1.0,-1.928791,4.409009,4.0,-5.0,6.17184215,5.18004215,6.0,-14.0,3.46122308,3.23936208,-2.0,NaN,1.31645199,2.43895199,8.0,0.0
709,2.14122776,2.12314776,-7.0,-0.000759649999999,1.60806039,0.38619039,-1.0,NaN,6.11751675,6.06201675,3.0,2.0,-26.43354679,-14.51494679,-2.0,-1.0,3.40569139,1.69069139,-5.0,-5.0,2.08510629,1.97400629,3.0,5.0,19.78537265,4.53617265,-2.0,3.0
710,2.84212534,2.79228534,7.0,2.99984687,0.33586436,-2.02324564,-24.0,1.00045175,0.16001311,1.89351311,-1.0,-4.99903814,-0.83940973,-1.06220973,1.0,4.00015549,2.7545171,2.9246171,-10.0,-0.000204870000061,-5.7887353,-6.0354353,0.0,-3.0,-19.41089155,-13.31149155,15.0,-9.0
711,2.02954683,2.62668683,-14.0,NaN,-0.72187423,-0.39225423,3.0,0.0,3.30135662,3.11625662,1.0,3.0,10.9766283,10.2097283,4.0,4.0,4.67411356,4.60961356,1.0,6.0,-6.7643181,-0.2002381,-6.0,-9.0,-4.66531071,0.93868929,20.0,-4.0
712,-3.822438,-2.476028,0.0,-5.00016096,-0.85118537,-1.01642537,-4.0,-4.9995115,2.35819147,2.49539147,8.0,1.00062081,8.86048294,7.12348294,4.0,6.00008594,5.88776146,5.28686146,4.0,-2.00047601,7.36144088,3.15544088,1.0,4.0,9.96023007,-2.97376993,18.0,5.0
713,-1.00361175,-1.37374175,-2.0,NaN,-3.15900782,-1.07339782,0.0,0.00068563,3.80309808,4.08659808,2.0,-0.99843564,-16.2158372,-10.2710372,-22.0,-17.99927886,3.05484953,3.69664953,0.0,-0.99970494,-3.58167648,3.17942352,2.0,-1.0,13.66275077,3.50365077,-3.0,12.0
714,-0.90427274,-1.35316274,-6.0,-2.00018111,2.0873254,2.0326954,-14.0,-0.99953283,2.36927699,2.64107699,-1.0,-1.99910928,4.39464261,4.08544261,7.0,0.000171310000042,11.06627285,9.64067285,1.0,-2.00019817,7.46287424,-1.25922576,5.0,-4.0,-1.51814127,2.58755873,14.0,-14.0
715,9.85800648,7.59040648,20.0,2.99928006,3.53772656,3.22631656,10.0,-0.00022731,4.13771626,3.11911626,2.0,2.0,-5.51602977,-5.68342977,-5.0,-7.0,8.19285611,8.35665611,-3.0,2.0,-1.27733142,1.83136858,-1.0,-7.0,18.56437598,17.55437598,6.0,0.0
716,2.9054414,2.8617714,-4.0,2.99980855,-5.48493856,-1.71723856,1.0,-0.99950975,1.224343,1.042443,-4.0,-1.99953576,-13.31048867,-13.60348867,0.0,-13.00014358,2.88079405,2.72389405,-1.0,-2.00059542,4.49159736,2.70689736,4.0,1.0,2.46369015,0.15069015,18.0,1.0
717,0.85976013,1.10251013,-1.0,NaN,1.68486318,1.86097318,2.0,5.0,4.72495867,4.31275867,-2.0,-1.0,-12.87950106,-7.00120106,16.0,-18.0,8.10347155,8.59907155,9.0,1.0,19.92307017,-2.19162983,6.0,8.0,-8.97118334,-13.75748334,-1.0,-11.0
718,2.40868375,2.48142375,8.0,4.0,-28.45777389,-25.76386389,-54.0,-7.99931718,3.28607513,-1.84862487,-2.0,0.000889029999996,-5.79457008,-0.63267008,-6.0,-0.99972452,8.53815356,7.85625356,3.0,5.99985878,1.51136174,1.70662774,-8.0,NaN,2.16654349,3.96334349,4.0,1.0
719,3.42584605,4.17656605,6.0,3.0,-4.57789893,-2.89067893,-13.0,-3.99931757,1.89930365,3.12340365,-1.0,-2.99910969,1.82942187,-0.20297813,-3.0,4.00024928,2.49745208,3.60315208,-9.0,-0.000158999999996,4.10492335,-0.84307665,3.0,-1.0,10.77919705,12.87319705,8.0,11.0
720,-0.875464,3.058896,-1.0,NaN,2.35490191,-1.11727809,0.0,31.0004867,1.44722292,2.93092292,-4.0,1.00059349,-1.24474837,0.14995163,2.0,-9.99996576,7.15987913,8.84627913,0.0,1.99948721,-2.93377297,-1.72687297,2.0,1.0,-6.22191574,-4.31291574,29.0,-5.0
721,1.34369528,2.45809528,8.0,-2.00016222,-2.2261192,-2.1993192,2.0,-3.9995481,3.03967653,3.44007653,-7.0,-0.9990635,2.16440756,1.41390756,0.0,-1.99985591,14.21437753,14.82907753,-2.0,10.99979099,-5.73319972,-3.73110972,-5.0,-6.0,2.67911017,-4.65088983,9.0,-1.0
722,2.34197981,2.27512981,-2.0,0.99941735,-3.63182033,-2.37302033,9.0,-4.0,1.37771402,1.64671402,-5.0,0.0,16.20446344,2.82566344,-3.0,19.0,2.05452254,3.52762254,19.0,-3.0,3.94131931,1.41311931,14.0,3.0,-0.86167158,-0.0266715800001,13.0,6.0
723,-2.06106588,-1.25620588,6.0,-1.00063494,3.0036492,5.6976392,-7.0,NaN,4.21067886,0.87267886,3.0,4.0,8.7467507,0.2434507,2.0,5.0,7.10792701,6.52772701,0.0,0.0,5.0872494,3.9182194,5.0,2.0,-15.38278817,3.51821183,10.0,-12.0
724,3.46733751,7.17473751,15.0,NaN,-0.78516744,1.18652256,3.0,-0.000219350000002,4.03999281,4.83729281,-8.0,2.0,15.64790986,-0.37759014,3.0,0.0,11.56455394,10.81445394,2.0,8.0,1.65057887,1.47582987,-7.0,1.0,-2.22687774,0.54122226,4.0,-8.0
725,-6.1751403,-4.5167303,7.0,1.0,-2.06557188,-1.76432188,-11.0,NaN,4.19792247,4.62432247,4.0,2.00094651,-3.43969156,-0.33319156,19.0,5.00027293,9.59165676,9.11495676,0.0,5.99984353,-7.63349281,-3.78839281,10.0,-8.0,0.31161708,-2.55238292,-13.0,8.0
726,-1.95243046,-1.37362046,-5.0,-2.0,-0.14992937,0.40438063,4.0,0.00068402,2.50249552,2.51319552,-3.0,-0.99891303,-8.5844371,2.0660629,2.0,-9.99957672,0.42460311,3.20610311,2.0,-2.00008634,-2.51356857,-0.45669857,2.0,-4.0,-0.2887279,-9.9697279,-12.0,-10.0
727,-2.54762377,-2.35819377,-7.0,-1.00064993,2.72752173,1.29981173,-4.0,4.0,4.5032503,4.5129503,3.0,-1.0,-9.54776036,-5.12336036,11.0,NaN,5.47336361,3.66796361,1.0,1.0,6.01116093,2.88146093,13.0,1.0,12.16513168,-1.86796832,-9.0,1.0
728,3.97179073,4.01615073,12.0,NaN,-5.31505418,-5.35777418,-17.0,NaN,5.0791024,5.0248024,-3.0,-0.99895626,9.74047087,4.43587087,-10.0,12.00033049,5.43806887,5.98386887,2.0,-0.000139340000032,9.89906901,7.65174901,5.0,8.0,-11.00437709,-4.85717709,13.0,-16.0
729,-5.18046809,-6.64336809,29.0,NaN,1.47435297,1.09751297,10.0,2.00046836,4.05576471,3.29396471,13.0,3.00106577,1.38699919,2.17189919,5.0,0.000271289999887,5.17155345,5.05075345,0.0,3.99984131,2.92537513,9.41540513,10.0,5.0,-3.72668522,-6.02068522,19.0,-8.0
730,-1.0965315,-1.2126815,0.0,NaN,-2.50017696,-1.66769696,-4.0,-4.0,0.11679117,2.76549117,-4.0,0.000498910000005,0.54152703,0.29186703,-3.0,2.00033502,4.99759026,4.25049026,21.0,0.000412159999883,13.01996299,11.86076299,10.0,8.0,2.09899534,2.14879534,-4.0,-1.0
731,4.89784374,2.47315374,11.0,0.99923971,3.8351078,2.5583778,5.0,0.99978389,5.63373149,4.48243149,-10.0,2.0,14.15505125,16.67945125,-14.0,-15.0,11.7651784,10.1761784,11.0,4.0,-16.06548772,0.04351228,3.0,-12.0,-4.40422272,-1.79602272,3.0,-8.0
732,-0.65145328,-1.83920328,17.0,-5.00013634,1.12990563,1.10946563,24.0,-0.9995406,1.18417295,2.84787295,0.0,3.0010117,2.81628958,6.25258958,0.0,-2.99979387,9.08228725,8.00348725,-4.0,4.99981301,-4.51593333,-1.78795333,-22.0,-3.0,1.44174093,-2.03625907,-3.0,2.0
733,-0.72532698,-1.28588698,3.0,-2.00068633,1.76771078,0.67375078,-9.0,-0.000211620000002,2.0322588,1.3798588,3.0,-3.0,-4.23671594,-2.15663594,4.0,-11.0,-10.1735299,-8.8844299,2.0,-5.0,3.8014589,0.8989589,7.0,1.0,-1.83943874,1.29456126,10.0,-1.0
734,2.00576864,1.62351864,15.0,-1.00016569,-1.61102913,-0.84125913,5.0,1.00045138,2.84966366,2.71526366,0.0,-1.99907381,6.78276083,7.12476083,-3.0,-9.9998625,4.65791357,3.56441357,-8.0,-0.000211060000083,-2.58230326,-0.35802326,-7.0,-4.0,-3.27170666,6.44709334,7.0,-9.0
735,3.08641616,3.37231616,20.0,-0.000798319999994,-1.40996462,-0.36343462,-7.0,-2.00020844,3.80308797,3.73078797,-1.0,0.0,-4.15114372,2.71135628,10.0,-4.0,5.23119058,5.17059058,4.0,3.0,3.44990947,3.03629747,-2.0,1.0,0.99443452,5.34963452,14.0,-25.0
736,3.80548753,3.85158753,7.0,1.99932385,2.33342648,3.34974648,8.0,3.9997823,5.35024681,5.76754681,5.0,-3.0,-1.11550643,8.48649357,19.0,2.0,2.24386692,1.46636692,-13.0,2.0,-2.54621881,-0.60270881,7.0,-3.0,-0.72482965,4.90137035,2.0,-1.0
737,-4.06564108,3.30995892,4.0,-4.00013112,2.8752687,2.6094287,3.0,-2.99954654,2.94943094,3.10373094,4.0,-1.99898227,-2.29449213,0.22820787,1.0,-5.99981411,0.60001427,0.07501427,3.0,-3.00019011,10.40832733,3.82442733,14.0,NaN,2.75651334,1.70631334,-6.0,1.0
