,X,Y,srtm30_wgs84-aster30_wgs84_abs,srtm30_wgs84-aster30_wgs84_color
155,-56.16183378,-18.04428419,1.0,255:219:219
156,-56.32787555,-18.09214628,3.0,145:145:255
157,-56.30067836,-18.70895775,1.0,255:219:219
158,-56.36389051,-18.06165517,2.0,182:182:255
159,-56.8523297,-18.09785955,5.0,255:73:73
160,-56.01069508,-18.27575483,0.0,255:255:255
161,-56.79523364,-18.64415262,7.0,255:0:0
162,-56.05881819,-18.34224422,5.0,255:73:73
163,-56.30534185,-18.23872435,2.0,255:183:183
164,-56.78468985,-18.01068667,3.0,255:146:146
165,-56.45209164,-18.15106015,5.0,72:72:255
166,-56.79929625,-18.33584368,3.0,255:146:146
167,-56.06720297,-18.15925359,3.0,255:146:146
168,-56.35638195,-18.55765147,2.0,182:182:255
169,-56.79381784,-18.9260221,0.0,255:255:255
170,-56.39919548,-18.13181519,3.0,255:146:146
171,-56.37034215,-18.38120291,1.0,255:219:219
172,-56.93439454,-18.92299312,2.0,255:183:183
173,-56.19890157,-18.07155883,7.0,255:0:0
174,-56.34509445,-18.06860912,0.0,255:255:255
175,-56.57819764,-18.86457883,3.0,255:146:146
176,-56.56903868,-18.19691494,1.0,255:219:219
177,-56.64277271,-18.80109991,1.0,255:219:219
178,-56.83941971,-18.85505078,4.0,109:109:255
179,-56.17822818,-18.9981785,12.0,0:0:255
180,-56.31093897,-18.42696673,5.0,72:72:255
181,-56.31004374,-18.19977969,3.0,145:145:255
182,-56.64940737,-18.38678054,4.0,109:109:255
183,-56.78343313,-18.29090653,1.0,255:219:219
184,-56.26775927,-18.46905156,2.0,255:183:183
185,-56.96008839,-18.11467562,3.0,145:145:255
186,-56.70992182,-18.25237308,5.0,72:72:255
187,-56.2327385,-18.10032153,2.0,182:182:255
188,-56.41252299,-18.22195195,6.0,255:37:37
189,-56.55749731,-18.86863665,0.0,255:255:255
190,-56.07744816,-18.51340935,6.0,36:36:255
191,-56.20116724,-18.19416599,3.0,145:145:255
192,-56.95987085,-18.17157348,1.0,218:218:255
193,-56.34908994,-18.64392953,2.0,182:182:255
194,-56.53794674,-18.16232059,4.0,109:109:255
195,-56.64129893,-18.30575711,1.0,255:219:219
196,-56.07180882,-18.20772148,6.0,36:36:255
197,-56.98411357,-18.81825234,3.0,145:145:255
198,-56.37510409,-18.99144019,8.0,255:0:0
199,-56.94942739,-18.84455468,0.0,255:255:255
200,-56.48538949,-18.267348,7.0,255:0:0
201,-56.93500036,-18.14978084,1.0,218:218:255
202,-56.18459251,-18.17978516,1.0,218:218:255
203,-56.47620803,-18.30409292,0.0,255:255:255
204,-56.63403704,-18.37004311,1.0,255:219:219
205,-56.93043282,-18.28400536,0.0,255:255:255
206,-56.33539324,-18.65716723,4.0,255:110:110
207,-56.04748889,-18.18150849,8.0,255:0:0
208,-56.83394026,-18.48843328,1.0,255:219:219
209,-56.20521553,-18.01798735,3.0,255:146:146
210,-56.62655332,-18.12795333,5.0,72:72:255
211,-56.61335479,-18.41248338,4.0,255:110:110
212,-56.85854374,-18.2105495,0.0,255:255:255
213,-56.49416529,-18.92274569,10.0,0:0:255
214,-56.74681681,-18.12192923,6.0,255:37:37
215,-56.26097134,-18.72454175,1.0,218:218:255
216,-56.56848586,-18.15372694,1.0,218:218:255
217,-56.03839226,-18.24782808,5.0,255:73:73
218,-56.429655,-18.6331673,1.0,255:219:219
219,-56.29025964,-18.227911,4.0,255:110:110
220,-56.40155837,-18.25890536,2.0,182:182:255
221,-56.66730043,-18.360412,6.0,36:36:255
222,-56.30594959,-18.05858278,1.0,255:219:219
223,-56.21330113,-18.06982169,3.0,145:145:255
224,-56.26696629,-18.68715227,0.0,255:255:255
225,-56.80061506,-18.79181703,3.0,145:145:255
226,-56.72396697,-18.45813153,6.0,36:36:255
227,-56.67308089,-18.66404538,3.0,255:146:146
228,-56.39929469,-18.64178966,2.0,182:182:255
229,-56.06084855,-18.1550264,11.0,255:0:0
230,-56.54868141,-18.53362877,1.0,218:218:255
231,-56.8310142,-18.7271464,6.0,255:37:37
232,-56.78845952,-18.71275543,2.0,182:182:255
233,-56.97382078,-18.77626403,4.0,255:110:110
234,-56.72171983,-18.52135181,3.0,145:145:255
235,-56.61383053,-18.97647035,3.0,255:146:146
236,-56.05023024,-18.77598437,2.0,182:182:255
237,-56.88600721,-18.76103498,3.0,145:145:255
238,-56.19534284,-18.97645347,4.0,255:110:110
239,-56.87885017,-18.50805028,1.0,255:219:219
240,-56.78473116,-18.14898543,6.0,36:36:255
241,-56.96232499,-18.94011541,5.0,72:72:255
242,-56.51945322,-18.70940492,3.0,255:146:146
243,-56.5143949,-18.7267491,2.0,255:183:183
244,-56.19410218,-18.00188421,1.0,255:219:219
245,-56.71308435,-18.6542041,1.0,255:219:219
246,-56.61451844,-18.13398124,2.0,182:182:255
247,-56.37281528,-18.66306544,1.0,218:218:255
248,-56.7110489,-18.42657683,7.0,0:0:255
249,-56.49770727,-18.71837451,5.0,72:72:255
250,-56.09476371,-18.67359748,8.0,0:0:255
251,-56.79305726,-18.01372688,2.0,255:183:183
252,-56.70253066,-18.37901567,1.0,255:219:219
253,-56.47579905,-18.13077497,1.0,218:218:255
254,-56.38867144,-18.52212189,3.0,145:145:255
255,-56.03536804,-18.48472238,2.0,182:182:255
256,-56.64189515,-18.81285404,2.0,182:182:255
257,-56.4304774,-18.7665194,0.0,255:255:255
258,-56.04571809,-18.79378396,1.0,218:218:255
259,-56.8720708,-18.70965083,4.0,109:109:255
260,-56.03231318,-18.92667687,4.0,255:110:110
261,-56.22861958,-18.43032097,7.0,255:0:0
262,-56.21177392,-18.45473181,4.0,255:110:110
263,-56.67660854,-18.14267787,1.0,255:219:219
264,-56.4677193,-18.8399241,8.0,0:0:255
265,-56.65885785,-18.37370205,3.0,145:145:255
266,-56.72744235,-18.38957449,10.0,255:0:0
267,-56.8714322,-18.87911578,3.0,145:145:255
268,-56.54731656,-18.3105832,4.0,255:110:110
269,-56.29858803,-18.74874461,4.0,109:109:255
270,-56.56495691,-18.70639367,5.0,72:72:255
271,-56.44882818,-18.09841257,0.0,255:255:255
272,-56.53812883,-18.00512339,4.0,109:109:255
273,-56.50068259,-18.14513072,0.0,255:255:255
274,-56.01559231,-18.06287399,8.0,255:0:0
275,-56.30435753,-18.03052484,0.0,255:255:255
276,-56.18852592,-18.35042726,5.0,72:72:255
277,-56.70061928,-18.40609302,4.0,109:109:255
278,-56.80076512,-18.24715564,5.0,255:73:73
279,-56.32900395,-18.5592459,3.0,255:146:146
280,-56.5249261,-18.23923231,14.0,255:0:0
281,-56.96382576,-18.54790429,1.0,255:219:219
282,-56.97035698,-18.76565553,6.0,255:37:37
283,-56.0240638,-18.35268315,10.0,0:0:255
284,-56.76419261,-18.7535349,4.0,109:109:255
285,-56.00655166,-18.91336309,1.0,218:218:255
286,-56.41992125,-18.27545688,3.0,255:146:146
287,-56.93479727,-18.07496995,0.0,255:255:255
288,-56.20515582,-18.12137021,3.0,255:146:146
289,-56.11373838,-18.40968455,8.0,255:0:0
290,-56.18734104,-18.80308105,5.0,72:72:255
291,-56.46931078,-18.62332289,1.0,255:219:219
292,-56.54315627,-18.16632283,3.0,145:145:255
293,-56.27326519,-18.94320964,1.0,255:219:219
294,-56.44657541,-18.96980216,1.0,255:219:219
295,-56.87434442,-18.55520925,1.0,255:219:219
296,-56.00983558,-18.45913136,6.0,255:37:37
297,-56.07358474,-18.23595959,4.0,255:110:110
298,-56.60311825,-18.50454425,0.0,255:255:255
299,-56.89775979,-18.04178737,2.0,255:183:183
300,-56.96429858,-18.97803637,3.0,145:145:255
301,-56.14397293,-18.25146209,11.0,255:0:0
302,-56.89883507,-18.98033409,3.0,145:145:255
303,-56.26860194,-18.69166773,5.0,255:73:73
304,-56.54830004,-18.64842119,1.0,255:219:219
305,-56.12313478,-18.26926867,2.0,182:182:255
306,-56.97344283,-18.72392081,2.0,255:183:183
307,-56.78155711,-18.83478158,8.0,0:0:255
308,-56.12371943,-18.31026968,3.0,145:145:255
309,-56.83932942,-18.41959739,6.0,255:37:37
310,-56.41094172,-18.68828779,2.0,182:182:255
311,-56.867237,-18.00672894,1.0,255:219:219
312,-56.90109694,-18.17960048,0.0,255:255:255
313,-56.88698223,-18.55262609,1.0,218:218:255
314,-56.16105117,-18.66527242,4.0,255:110:110
315,-56.86865179,-18.11202653,6.0,36:36:255
316,-56.26860883,-18.28104407,6.0,255:37:37
317,-56.45128982,-18.89280908,2.0,255:183:183
318,-56.09178033,-18.67439844,8.0,0:0:255
319,-56.30502924,-18.51843031,2.0,255:183:183
320,-56.27613099,-18.76494363,3.0,255:146:146
321,-56.72082287,-18.87949894,0.0,255:255:255
322,-56.75768155,-18.77146179,3.0,255:146:146
323,-56.5862088,-18.10783397,3.0,145:145:255
324,-56.81292072,-18.94374338,5.0,72:72:255
325,-56.74269195,-18.17405447,0.0,255:255:255
326,-56.70147843,-18.65666819,4.0,255:110:110
327,-56.51547727,-18.31163684,5.0,255:73:73
328,-56.64325942,-18.82706547,1.0,255:219:219
329,-56.11644105,-18.41406035,5.0,255:73:73
330,-56.42138494,-18.56059698,3.0,145:145:255
331,-56.47908016,-18.63504829,6.0,255:37:37
332,-56.39483781,-18.26897913,11.0,255:0:0
333,-56.53932295,-18.20145443,3.0,145:145:255
334,-56.19367138,-18.38348495,3.0,255:146:146
335,-56.13177947,-18.13629437,11.0,255:0:0
336,-56.20180105,-18.50886969,0.0,255:255:255
337,-56.25171656,-18.94805774,3.0,255:146:146
338,-56.63539507,-18.34893403,1.0,218:218:255
339,-56.2366484,-18.29948163,5.0,72:72:255
340,-56.21964917,-18.16148112,1.0,255:219:219
341,-56.77877075,-18.88466197,3.0,145:145:255
342,-56.60558146,-18.59992135,7.0,255:0:0
343,-56.86258537,-18.51594726,1.0,255:219:219
344,-56.99342812,-18.94272017,3.0,145:145:255
345,-56.71137845,-18.22450198,0.0,255:255:255
346,-56.38877147,-18.75882819,1.0,255:219:219
347,-56.56545791,-18.7758982,2.0,255:183:183
348,-56.37404524,-18.78438314,3.0,255:146:146
349,-56.35165034,-18.50530848,6.0,255:37:37
350,-56.18137796,-18.24312821,7.0,255:0:0
351,-56.33089028,-18.74326,4.0,109:109:255
352,-56.64966836,-18.24993528,4.0,109:109:255
353,-56.89739597,-18.50350133,5.0,255:73:73
354,-56.54172445,-18.77653456,2.0,182:182:255
355,-56.71290168,-18.23078338,5.0,255:73:73
356,-56.95896774,-18.39979641,2.0,182:182:255
357,-56.03583321,-18.19737831,1.0,255:219:219
358,-56.48635628,-18.46707278,0.0,255:255:255
359,-56.70917277,-18.5640868,1.0,255:219:219
360,-56.15875236,-18.63135319,4.0,109:109:255
361,-56.7348111,-18.57193043,3.0,145:145:255
362,-56.36997614,-18.89712028,4.0,109:109:255
363,-56.83883231,-18.79256289,3.0,145:145:255
364,-56.76803474,-18.52733709,4.0,255:110:110
365,-56.08309778,-18.01535481,2.0,182:182:255
366,-56.11029417,-18.94745786,5.0,255:73:73
367,-56.67235065,-18.3076883,2.0,255:183:183
368,-56.65079908,-18.95561507,4.0,255:110:110
369,-56.95948131,-18.70624259,5.0,255:73:73
370,-56.98270731,-18.572461,2.0,182:182:255
371,-56.66731764,-18.81661698,2.0,182:182:255
372,-56.83719386,-18.47129758,2.0,182:182:255
373,-56.37015772,-18.17122297,5.0,72:72:255
374,-56.36791356,-18.17449405,2.0,255:183:183
375,-56.72235823,-18.70799866,5.0,72:72:255
376,-56.53334034,-18.45396138,1.0,255:219:219
377,-56.54861492,-18.68660014,3.0,255:146:146
378,-56.97758473,-18.76325567,2.0,255:183:183
379,-56.9298631,-18.57036435,0.0,255:255:255
380,-56.5086397,-18.17242473,3.0,145:145:255
381,-56.47231373,-18.87590606,1.0,255:219:219
382,-56.1826968,-18.10428302,1.0,255:219:219
383,-56.81412361,-18.67940155,5.0,255:73:73
384,-56.8609428,-18.48873464,5.0,255:73:73
385,-56.72314586,-18.83061524,1.0,218:218:255
386,-56.83405927,-18.88720425,7.0,0:0:255
387,-56.03427443,-18.87287005,0.0,255:255:255
388,-56.68816399,-18.90179141,4.0,255:110:110
389,-56.55801406,-18.85645587,5.0,72:72:255
390,-56.08737629,-18.60890593,10.0,255:0:0
391,-56.4324519,-18.86027778,9.0,255:0:0
392,-56.59319376,-18.87743107,0.0,255:255:255
393,-56.41290844,-18.16636047,4.0,109:109:255
394,-56.15257028,-18.85295412,4.0,109:109:255
395,-56.15993579,-18.16386152,8.0,0:0:255
396,-56.72999008,-18.5320217,4.0,255:110:110
397,-56.63639739,-18.03730837,0.0,255:255:255
398,-56.9902371,-18.64089689,0.0,255:255:255
399,-56.83279635,-18.8186423,0.0,255:255:255
400,-56.38457492,-18.92504116,1.0,218:218:255
401,-56.13123687,-18.29692591,8.0,255:0:0
402,-56.92248704,-18.17313187,1.0,218:218:255
403,-56.59062996,-18.44871638,2.0,255:183:183
404,-56.85677612,-18.99515292,5.0,72:72:255
405,-56.41743139,-18.07215856,8.0,0:0:255
406,-56.04094205,-18.90961729,11.0,255:0:0
407,-56.0661262,-18.42649293,8.0,0:0:255
408,-56.75775627,-18.1445685,4.0,109:109:255
409,-56.85502844,-18.22266642,1.0,255:219:219
410,-56.54556341,-18.35973803,3.0,255:146:146
411,-56.55012913,-18.56891544,1.0,255:219:219
412,-56.21485394,-18.06669148,1.0,255:219:219
413,-56.86554883,-18.39250093,5.0,255:73:73
414,-56.58290954,-18.15513287,2.0,255:183:183
415,-56.65907658,-18.05304761,9.0,255:0:0
416,-56.93859957,-18.62901385,7.0,255:0:0
417,-56.74947312,-18.38240019,2.0,182:182:255
418,-56.35437707,-18.9213932,6.0,36:36:255
419,-56.10363576,-18.281634,3.0,255:146:146
420,-56.57590376,-18.80194289,4.0,255:110:110
421,-56.44272261,-18.19962355,4.0,109:109:255
422,-56.80134423,-18.79953122,5.0,72:72:255
423,-56.41529227,-18.90185214,4.0,255:110:110
424,-56.27666941,-18.17776058,6.0,255:37:37
425,-56.41356663,-18.45118662,6.0,255:37:37
426,-56.84667017,-18.30438518,3.0,145:145:255
427,-56.82975524,-18.69757424,1.0,255:219:219
428,-56.32614736,-18.79346961,8.0,0:0:255
429,-56.04570976,-18.36883665,1.0,255:219:219
430,-56.2668414,-18.8562034,10.0,255:0:0
431,-56.74235379,-18.0227946,0.0,255:255:255
432,-56.03930697,-18.57619539,4.0,255:110:110
433,-56.7531879,-18.98992902,0.0,255:255:255
434,-56.8067034,-18.04817741,2.0,255:183:183
435,-56.95303308,-18.72282115,8.0,255:0:0
436,-56.7327753,-18.91755406,1.0,255:219:219
437,-56.74473379,-18.557958,6.0,255:37:37
438,-56.13405589,-18.48444937,5.0,255:73:73
439,-56.19090078,-18.26736755,3.0,255:146:146
440,-56.45032983,-18.87954729,1.0,218:218:255
441,-56.61293608,-18.88091464,2.0,182:182:255
442,-56.90368087,-18.26100003,4.0,109:109:255
443,-56.45619128,-18.2784342,3.0,145:145:255
444,-56.54470668,-18.3928173,2.0,182:182:255
445,-56.62716379,-18.9165704,3.0,145:145:255
446,-56.28324687,-18.48985268,0.0,255:255:255
447,-56.51854422,-18.72407377,2.0,182:182:255
448,-56.14617894,-18.16032561,3.0,255:146:146
449,-56.91608613,-18.60352163,6.0,255:37:37
450,-56.2449985,-18.26235596,6.0,255:37:37
451,-56.36404985,-18.23066651,6.0,255:37:37
452,-56.77091247,-18.78566748,1.0,218:218:255
453,-56.33978747,-18.67830798,5.0,72:72:255
454,-56.18958009,-18.39020596,6.0,36:36:255
455,-56.5608857,-18.97067607,8.0,255:0:0
456,-56.74284148,-18.94338694,10.0,255:0:0
457,-56.27393625,-18.80569011,1.0,218:218:255
458,-56.71851386,-18.88673504,3.0,255:146:146
459,-56.90772131,-18.15513317,5.0,72:72:255
460,-56.98441662,-18.06502572,5.0,72:72:255
461,-56.30706496,-18.58542089,0.0,255:255:255
462,-56.77088948,-18.3923547,1.0,255:219:219
463,-56.50543824,-18.81104609,8.0,255:0:0
464,-56.94613632,-18.47355864,1.0,255:219:219
465,-56.83148441,-18.30937122,1.0,218:218:255
466,-56.78323087,-18.49654053,0.0,255:255:255
467,-56.63801718,-18.2799298,4.0,109:109:255
468,-56.72372158,-18.93280007,4.0,109:109:255
469,-56.08028855,-18.54310961,4.0,109:109:255
470,-56.89917034,-18.75716257,1.0,218:218:255
471,-56.82147004,-18.02667209,3.0,255:146:146
472,-56.59595666,-18.03789558,2.0,182:182:255
473,-56.51578525,-18.6520356,1.0,218:218:255
474,-56.66173788,-18.21219302,5.0,72:72:255
475,-56.7611073,-18.20563245,2.0,182:182:255
476,-56.50578808,-18.43685226,1.0,218:218:255
477,-56.8438632,-18.13061263,6.0,36:36:255
478,-56.6643966,-18.56788771,1.0,255:219:219
479,-56.09976897,-18.06644024,6.0,255:37:37
480,-56.21182198,-18.79804484,4.0,255:110:110
481,-56.84650276,-18.51143972,1.0,255:219:219
482,-56.65043311,-18.23358769,3.0,145:145:255
483,-56.01732441,-18.28428914,6.0,255:37:37
484,-56.62583138,-18.30972482,4.0,255:110:110
485,-56.76996149,-18.60677332,7.0,255:0:0
486,-56.85132505,-18.86159509,6.0,36:36:255
487,-56.40105202,-18.52310836,1.0,218:218:255
488,-56.00259953,-18.97784171,8.0,0:0:255
489,-56.05508818,-18.88721575,2.0,182:182:255
490,-56.49501677,-18.39954201,3.0,145:145:255
491,-56.31560771,-18.85494366,5.0,255:73:73
492,-56.2990795,-18.56916995,2.0,255:183:183
493,-56.67159549,-18.83980402,5.0,72:72:255
494,-56.43076968,-18.43381635,2.0,255:183:183
495,-56.40022081,-18.70094632,0.0,255:255:255
496,-56.91751327,-18.79715871,0.0,255:255:255
497,-56.43967666,-18.72046785,5.0,72:72:255
498,-56.47892424,-18.31058168,3.0,145:145:255
499,-56.07143108,-18.87991133,4.0,255:110:110
500,-56.79827127,-18.66554479,3.0,145:145:255
501,-56.2566877,-18.16420744,1.0,255:219:219
502,-56.17639957,-18.38350393,8.0,255:0:0
503,-56.64589059,-18.56632143,3.0,145:145:255
504,-56.14856589,-18.24517772,3.0,255:146:146
505,-56.65721018,-18.72142486,2.0,182:182:255
506,-56.04132037,-18.4253737,0.0,255:255:255
507,-56.7751627,-18.90395654,4.0,109:109:255
508,-56.05805533,-18.8664113,3.0,255:146:146
509,-56.23201157,-18.522308,5.0,255:73:73
510,-56.79643411,-18.62841284,2.0,255:183:183
511,-56.63059668,-18.89156212,6.0,255:37:37
512,-56.54625761,-18.64465405,1.0,255:219:219
513,-56.02245839,-18.54531672,5.0,255:73:73
514,-56.37896998,-18.53232637,6.0,255:37:37
515,-56.74065497,-18.66770135,1.0,255:219:219
516,-56.75358354,-18.63020214,2.0,182:182:255
517,-56.54591171,-18.38358739,2.0,182:182:255
518,-56.21667971,-18.19037888,10.0,255:0:0
519,-56.08680912,-18.45223791,8.0,0:0:255
520,-56.68099299,-18.97338911,2.0,182:182:255
521,-56.84552312,-18.10800902,3.0,255:146:146
522,-56.59274512,-18.89533682,4.0,109:109:255
523,-56.25046456,-18.14702417,1.0,255:219:219
524,-56.11547551,-18.43858784,8.0,0:0:255
525,-56.19250277,-18.85201139,4.0,255:110:110
526,-56.86717232,-18.02554829,5.0,72:72:255
527,-56.98736265,-18.71904827,6.0,255:37:37
528,-56.77182497,-18.08002761,1.0,218:218:255
529,-56.39507619,-18.76554719,4.0,109:109:255
530,-56.51472481,-18.17637786,2.0,182:182:255
531,-56.42445463,-18.2618873,0.0,255:255:255
532,-56.71696347,-18.93120344,9.0,255:0:0
533,-56.2275849,-18.06977674,2.0,255:183:183
534,-56.00926048,-18.55644978,0.0,255:255:255
