,X,Y,tdx12_Araca,tdx30_Araca,srtm30_Araca,srtm30_wgs84_Araca,aster30_Araca,aster30_wgs84_Araca,aw3d30_Araca,aw3d30_wgs84_Araca
92,41.14492416,-63.65038699,0.31243436,0.31240311,0.31240311,0.31240311,0.31240311,0.31240311,0.3124552,0.3124552
93,NaN,-63.25027147,0.49040475,0.49040315,0.49040315,0.49040315,0.49040315,0.49040315,0.49040581,0.49040581
94,NaN,-63.35491551,0.53369032,0.53369593,0.53369593,0.53369593,0.53369593,0.53369593,0.53368657,0.53368657
95,53.51278527,-63.75174283,0.10778001,0.10771465,0.10771465,0.10771465,0.10771465,0.10771465,0.10782359,0.10782359
96,29.96096457,-63.08754248,0.24831383,0.24827189,0.24827189,0.24827189,0.24827189,0.24827189,0.2483418,0.2483418
97,81.48267715,-63.47633999,0.83824476,0.83830113,0.83830113,0.83830113,0.83830113,0.83830113,0.83820718,0.83820718
98,46.55559758,-63.8401881,0.36011813,0.36009482,0.36009482,0.36009482,0.36009482,0.36009482,0.36013368,0.36013368
99,NaN,-63.28301832,0.36809788,0.36807589,0.36807589,0.36807589,0.36807589,0.36807589,0.36811253,0.36811253
100,NaN,-63.27691909,0.9813354,0.98141561,0.98141561,0.98141561,0.98141561,0.98141561,0.98128192,0.98128192
101,55.735635,-63.8640015,0.17451272,0.17445848,0.17445848,0.17445848,0.17445848,0.17445848,0.17454889,0.17454889
102,1134.30565187,-63.40846064,0.91387164,0.91394061,0.91394061,0.91394061,0.91394061,0.91394061,0.91382566,0.91382566
103,54.83833843,-63.12800326,0.67080594,0.67083441,0.67083441,0.67083441,0.67083441,0.67083441,0.67078697,0.67078697
104,NaN,-63.03424202,0.79440427,0.79445333,0.79445333,0.79445333,0.79445333,0.79445333,0.79437156,0.79437156
105,NaN,-63.28143522,0.37767486,0.37765447,0.37765447,0.37765447,0.37765447,0.37765447,0.37768845,0.37768845
106,37.8341704,-63.91710265,0.21850497,0.21845806,0.21845806,0.21845806,0.21845806,0.21845806,0.21853624,0.21853624
107,NaN,-63.30022991,0.33201341,0.33198541,0.33198541,0.33198541,0.33198541,0.33198541,0.33203207,0.33203207
108,42.7552857,-63.52616883,0.50948912,0.5094907,0.5094907,0.5094907,0.5094907,0.5094907,0.50948806,0.50948806
109,NaN,-63.38895625,0.06398775,0.06391509,0.06391509,0.06391509,0.06391509,0.06391509,0.06403619,0.06403619
110,51.64001067,-63.88299165,0.38691688,0.38689803,0.38689803,0.38689803,0.38689803,0.38689803,0.38692944,0.38692944
111,60.8712209,-63.87711419,0.02937748,0.02929905,0.02929905,0.02929905,0.02929905,0.02929905,0.02942977,0.02942977
112,NaN,-63.41560784,0.00902596,0.00894414,0.00894414,0.00894414,0.00894414,0.00894414,0.00908051,0.00908051
113,57.40567943,-63.82168814,0.53429465,0.53430036,0.53430036,0.53430036,0.53430036,0.53430036,0.53429084,0.53429084
114,NaN,-63.58426306,0.89082846,0.89089359,0.89089359,0.89089359,0.89089359,0.89089359,0.89078504,0.89078504
115,52.69652842,-63.8715908,0.25874618,0.25870598,0.25870598,0.25870598,0.25870598,0.25870598,0.25877298,0.25877298
116,72.0563875,-63.71896242,0.74078005,0.74082017,0.74082017,0.74082017,0.74082017,0.74082017,0.7407533,0.7407533
117,76.30639051,-63.85993492,0.85727929,0.85733883,0.85733883,0.85733883,0.85733883,0.85733883,0.8572396,0.8572396
118,39.3054023,-63.25673422,0.2674721,0.26743335,0.26743335,0.26743335,0.26743335,0.26743335,0.26749793,0.26749793
119,NaN,-63.36725039,0.89810385,0.89817019,0.89817019,0.89817019,0.89817019,0.89817019,0.89805962,0.89805962
120,52.60872514,-63.76606898,0.01959469,0.01951464,0.01951464,0.01951464,0.01951464,0.01951464,0.01964807,0.01964807
121,36.06698583,-63.07574829,0.01992786,0.01984786,0.01984786,0.01984786,0.01984786,0.01984786,0.0199812,0.0199812
122,NaN,-63.0260924,0.84252182,0.8425789,0.8425789,0.8425789,0.8425789,0.8425789,0.84248377,0.84248377
123,42.98474917,-63.13764638,0.40224904,0.40223275,0.40223275,0.40223275,0.40223275,0.40223275,0.4022599,0.4022599
124,NaN,-63.13994388,0.07847359,0.07840334,0.07840334,0.07840334,0.07840334,0.07840334,0.07852042,0.07852042
125,48.80694907,-63.93005968,0.30507803,0.30504555,0.30504555,0.30504555,0.30504555,0.30504555,0.30509969,0.30509969
126,69.4099496,-63.88281919,0.76697509,0.76701958,0.76701958,0.76701958,0.76701958,0.76701958,0.76694543,0.76694543
127,NaN,-63.2958822,0.72540136,0.72543892,0.72543892,0.72543892,0.72543892,0.72543892,0.72537631,0.72537631
128,36.52183528,-63.32009163,0.12817581,0.12811384,0.12811384,0.12811384,0.12811384,0.12811384,0.12821712,0.12821712
129,59.57263309,-63.93070657,0.67767035,0.67769996,0.67769996,0.67769996,0.67769996,0.67769996,0.67765061,0.67765061
130,NaN,-63.52567198,0.01980097,0.01972095,0.01972095,0.01972095,0.01972095,0.01972095,0.01985432,0.01985432
131,33.21026169,-63.67043509,0.28026886,0.28023224,0.28023224,0.28023224,0.28023224,0.28023224,0.28029327,0.28029327
132,38.67778157,-63.00400112,0.4720217,0.47201703,0.47201703,0.47201703,0.47201703,0.47201703,0.4720248,0.4720248
133,51.16567206,-63.70182908,0.47478596,0.47478175,0.47478175,0.47478175,0.47478175,0.47478175,0.47478876,0.47478876
134,75.47439372,-63.96374071,0.97175664,0.97183526,0.97183526,0.97183526,0.97183526,0.97183526,0.97170423,0.97170423
135,63.5315289,-63.8987083,0.62246485,0.62248526,0.62248526,0.62248526,0.62248526,0.62248526,0.62245124,0.62245124
136,45.79597566,-63.88988545,0.1779617,0.17790803,0.17790803,0.17790803,0.17790803,0.17790803,0.17799747,0.17799747
137,38.6684315,-63.91042312,0.44490798,0.4448988,0.4448988,0.4448988,0.4448988,0.4448988,0.4449141,0.4449141
138,50.45959457,-63.30340252,0.17216874,0.17211411,0.17211411,0.17211411,0.17211411,0.17211411,0.17220516,0.17220516
139,NaN,-63.41419499,0.58537073,0.58538496,0.58538496,0.58538496,0.58538496,0.58538496,0.58536125,0.58536125
140,49.97592104,-63.58240295,0.33764771,0.33762066,0.33762066,0.33762066,0.33762066,0.33762066,0.33766575,0.33766575
141,NaN,-63.24416165,0.64717643,0.64720095,0.64720095,0.64720095,0.64720095,0.64720095,0.64716008,0.64716008
142,50.83782458,-63.5660414,0.51807816,0.51808118,0.51808118,0.51808118,0.51808118,0.51808118,0.51807616,0.51807616
143,39.14521459,-63.9914217,0.04360585,0.0435298,0.0435298,0.0435298,0.0435298,0.0435298,0.04365656,0.04365656
144,NaN,-63.35409934,0.33313203,0.33310423,0.33310423,0.33310423,0.33310423,0.33310423,0.33315057,0.33315057
145,NaN,-63.63066269,0.72111499,0.72115184,0.72115184,0.72115184,0.72115184,0.72115184,0.72109042,0.72109042
146,48.61078771,-63.83069139,0.24079337,0.24075017,0.24075017,0.24075017,0.24075017,0.24075017,0.24082217,0.24082217
147,56.98478996,-63.64193283,0.55640009,0.55640949,0.55640949,0.55640949,0.55640949,0.55640949,0.55639382,0.55639382
148,55.37486787,-63.74008125,0.27516118,0.27512371,0.27512371,0.27512371,0.27512371,0.27512371,0.27518615,0.27518615
149,NaN,-63.27379301,0.00512436,0.00504189,0.00504189,0.00504189,0.00504189,0.00504189,0.00517934,0.00517934
150,NaN,-63.60268415,0.88510874,0.88517291,0.88517291,0.88517291,0.88517291,0.88517291,0.88506595,0.88506595
151,99.50118682,-63.93326778,0.8077059,0.80775718,0.80775718,0.80775718,0.80775718,0.80775718,0.80767172,0.80767172
152,NaN,-63.45278889,0.26128985,0.26125007,0.26125007,0.26125007,0.26125007,0.26125007,0.26131637,0.26131637
153,52.41800409,-63.29582656,0.21493652,0.21488902,0.21488902,0.21488902,0.21488902,0.21488902,0.21496819,0.21496819
154,282.40891461,-63.43919225,0.82979096,0.82984592,0.82984592,0.82984592,0.82984592,0.82984592,0.82975432,0.82975432
155,NaN,-63.16183378,0.95576645,0.9558424,0.9558424,0.9558424,0.9558424,0.9558424,0.95571581,0.95571581
156,NaN,-63.32787555,0.90789903,0.90796701,0.90796701,0.90796701,0.90796701,0.90796701,0.90785372,0.90785372
157,NaN,-63.30067836,0.29101903,0.29098421,0.29098421,0.29098421,0.29098421,0.29098421,0.29104225,0.29104225
158,1290.20257294,-63.36389051,0.93839353,0.93846659,0.93846659,0.93846659,0.93846659,0.93846659,0.93834483,0.93834483
159,76.26459003,-63.8523297,0.90218514,0.90225216,0.90225216,0.90225216,0.90225216,0.90225216,0.90214045,0.90214045
160,NaN,-63.01069508,0.72427008,0.72430746,0.72430746,0.72430746,0.72430746,0.72430746,0.72424517,0.72424517
161,42.45238606,-63.79523364,0.35583136,0.35580733,0.35580733,0.35580733,0.35580733,0.35580733,0.35584738,0.35584738
162,NaN,-63.05881819,0.65777331,0.65779961,0.65779961,0.65779961,0.65779961,0.65779961,0.65775578,0.65775578
163,NaN,-63.30534185,0.76130468,0.76134822,0.76134822,0.76134822,0.76134822,0.76134822,0.76127565,0.76127565
164,96.06768941,-63.78468985,0.9893677,0.98944925,0.98944925,0.98944925,0.98944925,0.98944925,0.98931333,0.98931333
165,94.4267101,-63.45209164,0.84897863,0.84903678,0.84903678,0.84903678,0.84903678,0.84903678,0.84893985,0.84893985
166,74.27876868,-63.79929625,0.66417456,0.66420192,0.66420192,0.66420192,0.66420192,0.66420192,0.66415632,0.66415632
167,83.64212375,-63.06720297,0.84078427,0.84084106,0.84084106,0.84084106,0.84084106,0.84084106,0.84074641,0.84074641
168,NaN,-63.35638195,0.44234212,0.44233251,0.44233251,0.44233251,0.44233251,0.44233251,0.44234853,0.44234853
169,53.63650735,-63.79381784,0.07393056,0.07385956,0.07385956,0.07385956,0.07385956,0.07385956,0.0739779,0.0739779
170,1081.30751767,-63.39919548,0.86822572,0.86828709,0.86828709,0.86828709,0.86828709,0.86828709,0.86818481,0.86818481
171,NaN,-63.37034215,0.61881029,0.61883009,0.61883009,0.61883009,0.61883009,0.61883009,0.61879709,0.61879709
172,58.97724205,-63.93439454,0.07695988,0.07688938,0.07688938,0.07688938,0.07688938,0.07688938,0.07700688,0.07700688
173,NaN,-63.19890157,0.92848877,0.92856018,0.92856018,0.92856018,0.92856018,0.92856018,0.92844117,0.92844117
174,NaN,-63.34509445,0.93143881,0.93151071,0.93151071,0.93151071,0.93151071,0.93151071,0.93139088,0.93139088
175,50.09085019,-63.57819764,0.13538066,0.1353199,0.1353199,0.1353199,0.1353199,0.1353199,0.13542117,0.13542117
176,71.69703287,-63.56903868,0.80311874,0.80316925,0.80316925,0.80316925,0.80316925,0.80316925,0.80308506,0.80308506
177,53.19757347,-63.64277271,0.19886664,0.19881645,0.19881645,0.19881645,0.19881645,0.19881645,0.19890009,0.19890009
178,54.69651105,-63.83941971,0.14490977,0.14485059,0.14485059,0.14485059,0.14485059,0.14485059,0.14494922,0.14494922
179,NaN,-63.17822818,0.00176615,0.00168312,0.00168312,0.00168312,0.00168312,0.00168312,0.0018215,0.0018215
180,NaN,-63.31093897,0.57304139,0.57305356,0.57305356,0.57305356,0.57305356,0.57305356,0.57303327,0.57303327
181,NaN,-63.31004374,0.80025367,0.80030371,0.80030371,0.80030371,0.80030371,0.80030371,0.80022031,0.80022031
182,52.97055995,-63.64940737,0.61323204,0.61325091,0.61325091,0.61325091,0.61325091,0.61325091,0.61321946,0.61321946
183,73.21765737,-63.78343313,0.7091167,0.70915155,0.70915155,0.70915155,0.70915155,0.70915155,0.70909347,0.70909347
184,NaN,-63.26775927,0.53095188,0.53095704,0.53095704,0.53095704,0.53095704,0.53095704,0.53094844,0.53094844
185,85.51697312,-63.96008839,0.88536719,0.88543141,0.88543141,0.88543141,0.88543141,0.88543141,0.88532438,0.88532438
186,59.03237126,-63.70992182,0.74765443,0.74769571,0.74769571,0.74769571,0.74769571,0.74769571,0.74762692,0.74762692
187,NaN,-63.2327385,0.89972288,0.89978949,0.89978949,0.89978949,0.89978949,0.89978949,0.89967847,0.89967847
188,66.3774085,-63.41252299,0.77807894,0.77812528,0.77812528,0.77812528,0.77812528,0.77812528,0.77804805,0.77804805
189,51.04613809,-63.55749731,0.13132239,0.13126095,0.13126095,0.13126095,0.13126095,0.13126095,0.13136335,0.13136335
190,32.81994896,-63.07744816,0.48658916,0.48658692,0.48658692,0.48658692,0.48658692,0.48658692,0.48659065,0.48659065
191,NaN,-63.20116724,0.80586799,0.80591897,0.80591897,0.80591897,0.80591897,0.80591897,0.80583401,0.80583401
192,75.55002052,-63.95987085,0.82846301,0.82851775,0.82851775,0.82851775,0.82851775,0.82851775,0.82842652,0.82842652
193,NaN,-63.34908994,0.35605447,0.35603048,0.35603048,0.35603048,0.35603048,0.35603048,0.35607047,0.35607047
194,74.61357149,-63.53794674,0.83771693,0.83777321,0.83777321,0.83777321,0.83777321,0.83777321,0.83767941,0.83767941
195,NaN,-63.64129893,0.69426447,0.69429685,0.69429685,0.69429685,0.69429685,0.69429685,0.69424289,0.69424289
196,64.67201,-63.07180882,0.79231099,0.7923597,0.7923597,0.7923597,0.7923597,0.7923597,0.79227852,0.79227852
197,42.02472949,-63.98411357,0.1817123,0.18165925,0.18165925,0.18165925,0.18165925,0.18165925,0.18174766,0.18174766
198,NaN,-63.37510409,0.0085052,0.00842329,0.00842329,0.00842329,0.00842329,0.00842329,0.00855981,0.00855981
199,50.95756779,-63.94942739,0.15540704,0.15534961,0.15534961,0.15534961,0.15534961,0.15534961,0.15544532,0.15544532
200,64.55306957,-63.48538949,0.73267785,0.73271663,0.73271663,0.73271663,0.73271663,0.73271663,0.732652,0.732652
201,89.480723,-63.93500036,0.85025808,0.85031645,0.85031645,0.85031645,0.85031645,0.85031645,0.85021916,0.85021916
202,NaN,-63.18459251,0.82025042,0.82030379,0.82030379,0.82030379,0.82030379,0.82030379,0.82021484,0.82021484
203,57.55154991,-63.47620803,0.69592885,0.6959615,0.6959615,0.6959615,0.6959615,0.6959615,0.69590708,0.69590708
204,52.92780754,-63.63403704,0.62997133,0.62999299,0.62999299,0.62999299,0.62999299,0.62999299,0.62995689,0.62995689
205,70.54903518,-63.93043282,0.71601864,0.71605464,0.71605464,0.71605464,0.71605464,0.71605464,0.71599464,0.71599464
206,NaN,-63.33539324,0.34281531,0.34278911,0.34278911,0.34278911,0.34278911,0.34278911,0.34283277,0.34283277
207,NaN,-63.04748889,0.8185269,0.81857998,0.81857998,0.81857998,0.81857998,0.81857998,0.81849151,0.81849151
208,45.44763874,-63.83394026,0.511568,0.51156993,0.51156993,0.51156993,0.51156993,0.51156993,0.51156672,0.51156672
209,NaN,-63.20521553,0.9820662,0.98214654,0.98214654,0.98214654,0.98214654,0.98214654,0.98201265,0.98201265
210,79.78611242,-63.62655332,0.87208801,0.87215002,0.87215002,0.87215002,0.87215002,0.87215002,0.87204667,0.87204667
211,44.90508491,-63.61335479,0.58752634,0.58754093,0.58754093,0.58754093,0.58754093,0.58754093,0.58751662,0.58751662
212,68.34156615,-63.85854374,0.78948266,0.7895309,0.7895309,0.7895309,0.7895309,0.7895309,0.7894505,0.7894505
213,NaN,-63.49416529,0.07720734,0.07713688,0.07713688,0.07713688,0.07713688,0.07713688,0.07725431,0.07725431
214,75.04421109,-63.74681681,0.87811278,0.87817579,0.87817579,0.87817579,0.87817579,0.87817579,0.87807077,0.87807077
215,42.30981295,-63.26097134,0.2754333,0.27539587,0.27539587,0.27539587,0.27539587,0.27539587,0.27545825,0.27545825
216,73.6745093,-63.56848586,0.84631153,0.84636925,0.84636925,0.84636925,0.84636925,0.84636925,0.84627306,0.84627306
217,NaN,-63.03839226,0.75219994,0.75224197,0.75224197,0.75224197,0.75224197,0.75224197,0.75217192,0.75217192
218,NaN,-63.429655,0.3668179,0.36679571,0.36679571,0.36679571,0.36679571,0.36679571,0.3668327,0.3668327
219,NaN,-63.29025964,0.77211923,0.77216458,0.77216458,0.77216458,0.77216458,0.77216458,0.772089,0.772089
220,61.37153937,-63.40155837,0.74112143,0.74116162,0.74116162,0.74116162,0.74116162,0.74116162,0.74109464,0.74109464
221,59.99632566,-63.66730043,0.63960351,0.63962678,0.63962678,0.63962678,0.63962678,0.63962678,0.639588,0.639588
