,X,Y,tdx12_Barcelos,tdx30_Barcelos,srtm30_Barcelos,srtm30_wgs84_Barcelos,aster30_Barcelos,aster30_wgs84_Barcelos,aw3d30_Barcelos,aw3d30_wgs84_Barcelos,srtm30_wgs84-tdx12,srtm30_wgs84-tdx30,srtm30_wgs84-aster30_wgs84,srtm30_wgs84-aw3d30_wgs84
5414,-62.91943996,-0.60797101,30.95371,29.93213,40.0,34.06141415,53.0,47.06141415,37.0,31.06073358,3.10770415,4.12928415,-13.0,3.00068057
5415,-62.58413487,-0.73358417,41.72944,41.6695,51.0,44.32819866,54.0,47.32819866,NaN,NaN,2.59875866,2.65869866,-3.0,NaN
5416,-62.40862342,-0.50232802,40.85231,41.04522,53.0,45.72688193,53.0,45.72688193,NaN,NaN,4.87457193,4.68166193,0.0,NaN
5417,-62.71161049,-0.9924934,16.71265,17.55139,23.0,16.82138407,34.0,27.82138407,26.0,19.8207008,0.10873407,-0.73000593,-11.0,-2.99931673
5418,-62.64298411,-0.09400999,50.42558,49.67721,58.0,50.98625755,34.0,26.98625755,57.0,49.98580561,0.56067755,1.30904755,24.0,1.00045194
5419,-62.31236067,-0.17376436,40.81711,42.78783,53.0,45.23877529,59.0,51.23877529,52.0,44.23899227,4.42166529,2.45094529,-6.0,0.99978302
5420,-62.7815119,-0.2636802,35.22048,32.84746,43.0,36.46028965,50.0,43.46028965,NaN,NaN,1.23980965,3.61282965,-7.0,NaN
5421,-62.03319273,-0.11812779,44.50941,45.24686,52.0,43.50607191,46.0,37.50607191,54.0,45.50628831,-1.00333809,-1.74078809,6.0,-2.0002164
5422,-62.81159631,-0.17014623,46.9257,46.49047,57.0,50.45830143,80.0,73.45830143,53.0,46.45785146,3.53260143,3.96783143,-23.0,4.00044997
5423,-62.89957413,-0.38122448,45.96907,46.9063,48.0,41.84064967,54.0,47.84064967,49.0,42.84018885,-4.12842033,-5.06565033,-6.0,-0.99953918
5424,-62.54471696,-0.8922236,19.08718,19.14532,27.0,20.3422034,27.0,20.3422034,NaN,NaN,1.2550234,1.1968834,0.0,NaN
5425,-62.293056,-0.65186079,18.58622,21.84459,25.0,17.55131309,19.0,11.55131309,24.0,16.55131309,-1.03490691,-4.29327691,6.0,1.0
5426,-62.78736477,-0.8820998,26.39907,27.10214,33.0,26.93298199,37.0,30.93298199,33.0,26.93229859,0.53391199,-0.16915801,-4.0,0.0006834
5427,-62.05165769,-0.45041893,43.78493,45.64024,51.0,42.80569913,50.0,41.80569913,51.0,42.80521876,-0.97923087,-2.83454087,1.0,0.000480369999998
5428,-62.94971693,-0.95024194,36.96293,36.17859,40.0,34.37834021,43.0,37.37834021,36.0,30.37765754,-2.58458979,-1.80024979,-3.0,4.00068267
5429,-62.60908541,-0.76345338,18.32032,18.12023,28.0,21.41109723,23.0,16.41109723,NaN,NaN,3.09077723,3.29086723,5.0,NaN
5430,-62.36621506,-0.02858003,34.63417,26.52249,39.0,31.25625344,41.0,33.25625344,NaN,NaN,-3.37791656,4.73376344,-2.0,NaN
5431,-62.80834646,-0.83921357,34.3424,33.74401,41.0,34.95460887,46.0,39.95460887,42.0,35.95460887,0.61220887,1.21059887,-5.0,-1.0
5432,-62.21225214,-0.1083976,43.70062,43.35537,53.0,44.94119658,48.0,39.94119658,51.0,42.9414147,1.24057658,1.58582658,5.0,1.99978188
5433,-62.66880644,-0.89125914,29.28625,29.23107,37.0,30.64737984,57.0,50.64737984,NaN,NaN,1.36112984,1.41630984,-20.0,NaN
5434,-62.10321966,-0.78334051,43.63106,41.47373,46.0,38.17675656,46.0,38.17675656,55.0,47.17695584,-5.45430344,-3.29697344,0.0,-9.00019928
5435,-62.67470083,-0.96413678,15.64232,16.47066,21.0,14.71139765,24.0,17.71139765,NaN,NaN,-0.93092235,-1.75926235,-3.0,NaN
5436,-62.55324872,-0.45444937,49.67654,49.10451,57.0,50.04783089,63.0,56.04783089,NaN,NaN,0.37129089,0.94332089,-6.0,NaN
5437,-62.63930579,-0.70845734,36.27415,36.60288,43.0,36.44652047,52.0,45.44652047,NaN,NaN,0.17237047,-0.15635953,-9.0,NaN
5438,-62.60809206,-0.7557148,16.37603,17.04497,27.0,20.40285002,29.0,22.40285002,NaN,NaN,4.02682002,3.35788002,-2.0,NaN
5439,-62.79552811,-0.75972494,31.5654,32.15356,41.0,34.86713841,52.0,45.86713841,NaN,NaN,3.30173841,2.71357841,-11.0,NaN
5440,-62.39647846,-0.47561733,48.51493,49.32944,59.0,51.67688229,62.0,54.67688229,NaN,NaN,3.16195229,2.34744229,-3.0,NaN
5441,-62.65092856,-0.16945098,47.14486,47.74387,55.0,48.06603868,42.0,35.06603868,57.0,50.06626068,0.92117868,0.32216868,13.0,-2.000222
5442,-62.9198284,-0.57204086,27.29386,26.99635,32.0,26.03592528,33.0,27.03592528,34.0,28.0354526,-1.25793472,-0.96042472,-1.0,-1.99952732
5443,-62.05492756,-0.06242498,19.23557,18.98253,28.0,19.51601676,34.0,25.51601676,30.0,21.5162349,0.28044676,0.53348676,-6.0,-2.00021814
5444,-62.09058646,-0.67728861,38.54483,39.26912,47.0,39.06925847,41.0,33.06925847,46.0,38.06946038,0.52442847,-0.19986153,6.0,0.99979809
5445,-62.77670029,-0.77188419,17.68664,17.83444,27.0,20.8293422,34.0,27.8293422,NaN,NaN,3.1427022,2.9949022,-7.0,NaN
5446,-62.47447703,-0.46226468,45.59676,45.25557,52.0,44.85939479,44.0,36.85939479,NaN,NaN,-0.73736521,-0.39617521,8.0,NaN
5447,-62.96714561,-0.76003314,44.65147,35.50962,23.0,17.2890351,44.0,38.2890351,27.0,21.28855173,-27.3624349,-18.2205849,-21.0,-3.99951663
5448,-62.94580574,-0.88601951,27.22693,27.95288,37.0,31.32495657,26.0,20.32495657,33.0,27.32427405,4.09802657,3.37207657,11.0,4.00068252
5449,-62.20539606,-0.22330318,45.86032,44.47994,48.0,40.01358492,47.0,39.01358492,50.0,42.01358492,-5.84673508,-4.46635508,1.0,-2.0
5450,-62.41651663,-0.45011475,45.79802,45.00404,50.0,42.70711632,55.0,47.70711632,NaN,NaN,-3.09090368,-2.29692368,-5.0,NaN
5451,-62.14467074,-0.95234815,17.66752,17.24487,25.0,17.39868858,21.0,13.39868858,26.0,18.39868858,-0.26883142,0.15381858,4.0,-1.0
5452,-62.35299202,-0.50951751,47.62204,46.08176,54.0,46.59511238,52.0,44.59511238,NaN,NaN,-1.02692762,0.51335238,2.0,NaN
5453,-62.40704368,-0.81077995,16.96199,15.67435,18.0,10.94593084,18.0,10.94593084,18.0,10.94593084,-6.01605916,-4.72841916,0.0,0.0
5454,-62.73343763,-0.0080834,46.26965,46.59292,55.0,48.13593801,50.0,43.13593801,54.0,47.13549559,1.86628801,1.54301801,5.0,1.00044242
5455,-62.65000908,-0.90834027,22.43454,22.58878,34.0,27.61251775,46.0,39.61251775,NaN,NaN,5.17797775,5.02373775,-12.0,NaN
5456,-62.65662264,-0.33481548,46.30321,45.72657,54.0,47.21032373,63.0,56.21032373,NaN,NaN,0.90711373,1.48375373,-9.0,NaN
5457,-62.86012885,-0.86164236,25.38646,27.51865,32.0,26.09778222,36.0,30.09778222,27.0,21.09709924,0.71132222,-1.42086778,-4.0,5.00068298
5458,-62.31035914,-0.83968595,40.59025,39.02235,47.0,39.72791366,43.0,35.72791366,45.0,37.72791366,-0.86233634,0.70556366,4.0,2.0
5459,-62.24577648,-0.90605245,43.16698,42.80457,49.0,41.61568954,50.0,42.61568954,50.0,42.61500556,-1.55129046,-1.18888046,-1.0,-0.99931602
5460,-62.51555647,-0.11064128,22.36609,22.51601,31.0,23.68826057,34.0,26.68826057,36.0,28.68848267,1.32217057,1.17225057,-3.0,-5.0002221
5461,-62.24146979,-0.0692387,26.61774,26.25071,36.0,27.98221052,30.0,21.98221052,35.0,26.98243025,1.36447052,1.73150052,6.0,0.99978027
5462,-62.8867558,-0.88386848,21.28344,22.08703,28.0,22.17869372,34.0,28.17869372,28.0,22.17801085,0.89525372,0.09166372,-6.0,0.000682869999999
5463,-62.2124099,-0.89564816,46.1193,46.9718,51.0,43.52572136,56.0,48.52572136,52.0,44.52572136,-2.59357864,-3.44607864,-5.0,-1.0
5464,-62.04646688,-0.5316257,43.97253,45.0377,55.0,46.85318959,51.0,42.85318959,53.0,44.85318959,2.88065959,1.81548959,4.0,2.0
5465,-62.56112271,-0.59546275,37.56851,37.12251,42.0,35.1716902,49.0,42.1716902,NaN,NaN,-2.3968198,-1.9508198,-7.0,NaN
5466,-62.66487467,-0.24589779,47.21249,45.22879,54.0,47.16129294,45.0,38.16129294,52.0,45.16083255,-0.05119706,1.93250294,9.0,2.00046039
5467,-62.1846037,-0.14112005,40.73955,40.77448,50.0,41.89831791,44.0,35.89831791,49.0,40.89853472,1.15876791,1.12383791,6.0,0.99978319
5468,-62.80513285,-0.49918939,40.7886,41.17773,49.0,42.70026745,62.0,55.70026745,NaN,NaN,1.91166745,1.52253745,-13.0,NaN
5469,-62.29112049,-0.09825798,42.80756,45.32022,57.0,49.12745714,55.0,47.12745714,53.0,45.12767647,6.31989714,3.80723714,2.0,3.99978067
5470,-62.06782405,-0.29461627,35.61259,33.0895,39.0,30.72798533,48.0,39.72798533,45.0,36.72819705,-4.88460467,-2.36151467,-9.0,-6.00021172
5471,-62.21905541,-0.14541569,41.02032,41.07729,53.0,44.98657568,47.0,38.98657568,48.0,39.98679267,3.96625568,3.90928568,6.0,4.99978301
5472,-62.92977438,-0.43354333,44.72883,49.58324,56.0,49.9552785,46.0,39.9552785,48.0,41.9546006,5.2264485,0.3720385,10.0,8.0006779
5473,-62.12055998,-0.15480977,23.39582,23.50062,33.0,24.75107943,27.0,18.75107943,NaN,NaN,1.35525943,1.25045943,6.0,NaN
5474,-62.70762135,-0.3297284,45.57891,44.8235,54.0,47.33163473,66.0,59.33163473,51.0,44.33117075,1.75272473,2.50813473,-12.0,3.00046398
5475,-62.82167274,-0.33598957,40.96508,41.70345,47.0,40.61479969,61.0,54.61479969,NaN,NaN,-0.35028031,-1.08865031,-14.0,NaN
5476,-62.71729249,-0.03818645,49.95031,49.49092,54.0,47.1210208,28.0,21.1210208,58.0,51.12124988,-2.8292892,-2.3698992,26.0,-4.00022908
5477,-62.14964184,-0.33755379,38.53452,41.92801,47.0,38.96288836,43.0,34.96288836,46.0,37.96309906,0.42836836,-2.96512164,4.0,0.9997893
5478,-62.81707941,-0.4200779,37.2286,39.14145,46.0,39.6692341,57.0,50.6692341,NaN,NaN,2.4406341,0.5277841,-11.0,NaN
5479,-62.87834015,-0.53754543,33.0945,33.56405,42.0,35.90809916,60.0,53.90809916,38.0,31.90830779,2.81359916,2.34404916,-18.0,3.99979137
5480,-62.80594241,-0.4356751,49.234,49.76085,55.0,48.65397439,55.0,48.65397439,56.0,49.65350703,-0.58002561,-1.10687561,0.0,-0.99953264
5481,-62.48770563,-0.96903024,23.68727,23.7439,31.0,24.25477174,26.0,19.25477174,NaN,NaN,0.56750174,0.51087174,5.0,NaN
5482,-62.27604705,-0.10307379,43.76658,43.82005,53.0,45.09447722,49.0,41.09447722,51.0,43.09401225,1.32789722,1.27442722,4.0,2.00046497
5483,-62.71783204,-0.55610786,21.62969,21.5925,29.0,22.52812636,33.0,26.52812636,32.0,25.52812636,0.89843636,0.93562636,-4.0,-3.0
5484,-62.63432523,-0.99248347,15.06707,19.01235,29.0,22.63142547,35.0,28.63142547,NaN,NaN,7.56435547,3.61907547,-6.0,NaN
5485,-62.76794483,-0.74217833,21.65193,21.63874,30.0,23.7870628,39.0,32.7870628,NaN,NaN,2.1351328,2.1483228,-9.0,NaN
5486,-62.45833335,-0.67805249,16.98904,17.25524,23.0,15.97816706,20.0,12.97816706,NaN,NaN,-1.01087294,-1.27707294,3.0,NaN
5487,-62.9285294,-0.37929852,27.09249,23.88881,34.0,27.90956235,29.0,22.90956235,35.0,28.9091027,0.81707235,4.02075235,5.0,-0.99954035
5488,-62.18369971,-0.00080643,35.35785,36.30068,46.0,37.7854253,44.0,35.7854253,45.0,36.78564659,2.4275753,1.4847453,2.0,0.99977871
5489,-62.75405717,-0.99469685,27.26085,19.18315,18.0,11.92741023,26.0,19.92741023,21.0,14.92672703,-15.33343977,-7.25573977,-8.0,-2.9993168
5490,-62.7111442,-0.83707153,24.44681,23.89996,34.0,27.71383109,55.0,48.71383109,NaN,NaN,3.26702109,3.81387109,-21.0,NaN
5491,-62.0141632,-0.21315808,44.87711,43.86861,53.0,44.53283625,57.0,48.53283625,56.0,47.53236166,-0.34427375,0.66422625,-4.0,-2.99952541
5492,-62.29493667,-0.58363913,18.89659,18.8102,28.0,20.50633846,21.0,13.50633846,NaN,NaN,1.60974846,1.69613846,7.0,NaN
5493,-62.25818777,-0.91002554,33.23652,33.30484,39.0,31.64869588,32.0,24.64869588,41.0,33.64869588,-1.58782412,-1.65614412,7.0,-2.0
5494,-62.60892595,-0.07318961,40.3814,39.74065,48.0,40.88607477,56.0,48.88607477,50.0,42.88630008,0.50467477,1.14542477,-8.0,-2.00022531
5495,-62.64165769,-0.74304134,34.96149,33.72917,39.0,32.47657207,36.0,29.47657207,NaN,NaN,-2.48491793,-1.25259793,3.0,NaN
5496,-62.29878429,-0.7119857,45.1052,46.36068,51.0,43.60831032,48.0,40.60831032,50.0,42.60850973,-1.49688968,-2.75236968,3.0,0.99980059
5497,-62.07863105,-0.86438214,33.15104,33.88385,41.0,33.17446035,57.0,49.17446035,46.0,38.17446035,0.02342035,-0.70938965,-16.0,-5.0
5498,-62.68740385,-0.8595989,21.84562,22.33813,33.0,26.67133425,37.0,30.67133425,31.0,24.6706504,4.82571425,4.33320425,-4.0,2.00068385
5499,-62.66194651,-0.5576387,21.70072,21.87364,28.0,21.39211134,20.0,13.39211134,26.0,19.39211134,-0.30860866,-0.48152866,8.0,2.0
5500,-62.88367822,-0.87331409,24.69504,23.03977,32.0,26.16390058,38.0,32.16390058,31.0,25.16321772,1.46886058,3.12413058,-6.0,1.00068286
5501,-62.710226,-0.02080195,48.77302,50.07505,56.0,49.08971537,49.0,42.08971537,58.0,51.08927103,0.31669537,-0.98533463,7.0,-1.99955566
5502,-62.13495327,-0.37705913,43.42483,43.2125,48.0,39.95629367,47.0,38.95629367,52.0,43.95650322,-3.46853633,-3.25620633,1.0,-4.00020955
5503,-62.49992118,-0.30928214,42.06699,41.68283,48.0,40.80602157,42.0,34.80602157,53.0,45.80555278,-1.26096843,-0.87680843,6.0,-4.99953121
5504,-62.23368746,-0.09022148,23.90063,24.83237,34.0,25.97950005,29.0,20.97950005,33.0,24.97971899,2.07887005,1.14713005,5.0,0.99978106
5505,-62.58743209,-0.19957406,28.54415,28.68334,37.0,29.93504364,36.0,28.93504364,40.0,32.93458333,1.39089364,1.25170364,1.0,-2.99953969
5506,-62.60525937,-0.90909023,22.64746,22.58775,30.0,23.50298502,31.0,24.50298502,NaN,NaN,0.85552502,0.91523502,-1.0,NaN
5507,-62.06186054,-0.11424784,42.14439,41.62817,51.0,42.57385198,45.0,36.57385198,50.0,41.57406867,0.42946198,0.94568198,6.0,0.99978331
5508,-62.54427867,-0.3676652,48.47147,46.54216,57.0,49.95936853,52.0,44.95936853,NaN,NaN,1.48789853,3.41720853,5.0,NaN
5509,-62.54381395,-0.53278235,44.31541,43.14402,52.0,45.08303923,47.0,40.08303923,NaN,NaN,0.76762923,1.93901923,5.0,NaN
5510,-62.60988689,-0.95458238,25.64966,26.17017,34.0,27.54572399,27.0,20.54572399,NaN,NaN,1.89606399,1.37555399,7.0,NaN
5511,-62.31906963,-0.40326076,44.13641,45.47099,53.0,45.4314589,48.0,40.4314589,53.0,45.4314589,1.2950489,-0.0395311,5.0,0.0
5512,-62.21873046,-0.03413462,40.64745,39.69651,50.0,41.89815057,51.0,42.89815057,48.0,39.89837119,1.25070057,2.20164057,-1.0,1.99977938
5513,-62.76306676,-0.08239266,34.84192,34.47815,45.0,38.26861896,NaN,NaN,47.0,40.26884707,3.42669896,3.79046896,NaN,-2.00022811
5514,-62.778655,-0.10927925,34.34852,35.30376,46.0,39.3284673,67.0,60.3284673,42.0,35.32869453,4.9799473,4.0247073,-21.0,3.99977277
5515,-62.93819093,-0.40995685,8.211595,17.09356,27.0,20.9573088,23.0,16.9573088,22.0,15.95663146,12.7457138,3.8637488,4.0,5.00067734
5516,-62.87592898,-0.45299925,35.98474,31.70556,40.0,33.83860731,33.0,26.83860731,39.0,32.83792822,-2.14613269,2.13304731,7.0,1.00067909
5517,-62.55363338,-0.00066208,40.41112,40.54623,49.0,41.69225442,51.0,43.69225442,50.0,42.69248164,1.28113442,1.14602442,-2.0,-1.00022722
5518,-62.05072515,-0.52750464,46.83123,46.66953,55.0,46.8604193,59.0,50.8604193,52.0,43.86062509,0.0291893,0.1908893,-4.0,2.99979421
5519,-62.1567801,-0.9944088,41.88025,40.23505,47.0,39.45803328,38.0,30.45803328,51.0,43.45803328,-2.42221672,-0.77701672,9.0,-4.0
5520,-62.88299784,-0.40930579,26.49896,24.83712,38.0,31.82177855,43.0,36.82177855,33.0,26.8213153,5.32281855,6.98465855,-5.0,5.00046325
5521,-62.89612494,-0.11338446,51.21567,50.23366,55.0,48.61666859,50.0,43.61666859,57.0,50.61689832,-2.59900141,-1.61699141,5.0,-2.00022973
5522,-62.7255704,-0.93318301,19.84379,20.91773,28.0,21.81555805,28.0,21.81555805,29.0,22.81555805,1.97176805,0.89782805,0.0,-1.0
5523,-62.88417503,-0.31633699,52.11354,50.38533,59.0,52.7519046,62.0,55.7519046,58.0,51.7519046,0.6383646,2.3665746,-3.0,1.0
5524,-62.44520429,-0.64697003,45.43937,45.30515,53.0,45.92349202,57.0,49.92349202,52.0,44.92300783,0.48412202,0.61834202,-4.0,1.00048419
5525,-62.53176104,-0.57605991,46.84269,45.92136,54.0,47.0848822,53.0,46.0848822,NaN,NaN,0.2421922,1.1635222,1.0,NaN
5526,-62.39038562,-0.04742476,32.65971,32.1461,38.0,30.3306658,37.0,29.3306658,NaN,NaN,-2.3290442,-1.8154342,1.0,NaN
5527,-62.25122107,-0.04030288,25.13229,25.2735,35.0,26.983238,22.0,13.983238,32.0,23.98345881,1.850948,1.709738,13.0,2.99977919
5528,-62.43165957,-0.14220727,44.04854,42.85442,47.0,39.50781608,60.0,52.50781608,53.0,45.50713425,-4.54072392,-3.34660392,-13.0,-5.99931817
5529,-62.81936903,-0.19653826,53.51101,54.46582,59.0,52.49854567,64.0,57.49854567,58.0,51.49809424,-1.01246433,-1.96727433,-5.0,1.00045143
5530,-62.41327695,-0.73460496,47.91777,44.35945,49.0,41.90775525,52.0,44.90775525,51.0,43.90706992,-6.01001475,-2.45169475,-3.0,-1.99931467
5531,-62.46871082,-0.33063259,46.11061,46.00562,56.0,48.74526005,46.0,38.74526005,57.0,49.74547299,2.63465005,2.73964005,10.0,-1.00021294
5532,-62.53869058,-0.17987538,26.88361,26.60394,35.0,27.79972254,28.0,20.79972254,35.0,27.79994225,0.91611254,1.19578254,7.0,-0.00021971
5533,-62.17347767,-0.73171754,41.91763,42.56524,53.0,45.31313074,50.0,42.31313074,50.0,42.31333054,3.39550074,2.74789074,3.0,2.9998002
5534,-62.79836904,-0.13898372,49.74411,50.35553,59.0,52.40062684,68.0,61.40062684,56.0,49.40085313,2.65651684,2.04509684,-9.0,2.99977371
5535,-62.48599236,-0.70028762,27.71352,26.67992,33.0,26.06265102,37.0,30.06265102,NaN,NaN,-1.65086898,-0.61726898,-4.0,NaN
5536,-62.15297168,-0.15700647,38.63898,38.18078,45.0,36.83244611,32.0,23.83244611,NaN,NaN,-1.80653389,-1.34833389,13.0,NaN
5537,-62.38893331,-0.18778353,36.28114,36.04196,46.0,38.43853859,46.0,38.43853859,NaN,NaN,2.15739859,2.39657859,0.0,NaN
5538,-62.32279758,-0.54164583,49.11124,45.20871,53.0,45.54414855,51.0,43.54414855,54.0,46.54414855,-3.56709145,0.33543855,2.0,-1.0
5539,-62.0925097,-0.15425367,40.9201,40.57666,49.0,40.68126695,47.0,38.68126695,50.0,41.68148269,-0.23883305,0.10460695,2.0,-1.00021574
5540,-62.29251579,-0.60713465,18.93397,17.24345,27.0,19.51742079,28.0,20.51742079,25.0,17.51742079,0.58345079,2.27397079,-1.0,2.0
5541,-62.88735958,-0.51118426,26.83145,22.87107,38.0,31.91065097,30.0,23.91065097,38.0,31.91018126,5.07920097,9.03958097,8.0,0.000469709999997
5542,-62.58379491,-0.26814991,37.30961,38.59251,49.0,41.98009958,57.0,49.98009958,46.0,38.97963531,4.67048958,3.38758958,-8.0,3.00046427
5543,-62.47235274,-0.61875039,49.89314,48.96234,61.0,53.96959273,60.0,52.96959273,NaN,NaN,4.07645273,5.00725273,1.0,NaN
5544,-62.30375309,-0.63317685,36.1359,39.14759,46.0,38.56388197,41.0,33.56388197,46.0,38.56388197,2.42798197,-0.58370803,5.0,0.0
5545,-62.01365049,-0.81959932,49.65602,46.46925,51.0,42.98229111,53.0,44.98229111,56.0,47.98229111,-6.67372889,-3.48695889,-2.0,-5.0
5546,-62.67848666,-0.82917158,23.62389,22.30645,31.0,24.62820519,46.0,39.62820519,NaN,NaN,1.00431519,2.32175519,-15.0,NaN
5547,-62.92337482,-0.99279099,31.69619,31.56738,32.0,26.34294245,35.0,29.34294245,32.0,26.34225965,-5.35324755,-5.22443755,-3.0,0.0006828
5548,-62.96486817,-0.99680027,45.97065,45.53356,51.0,45.44726805,69.0,63.44726805,50.0,44.44658539,-0.52338195,-0.08629195,-18.0,1.00068266
5549,-62.13938303,-0.14776711,30.17411,30.77757,40.0,31.79167983,37.0,28.79167983,NaN,NaN,1.61756983,1.01410983,3.0,NaN
5550,-62.00572947,-0.89112485,44.92024,43.55473,44.0,36.01362856,57.0,49.01362856,50.0,42.01382707,-8.90661144,-7.54110144,-13.0,-6.00019851
5551,-62.27812347,-0.68408393,42.51962,44.81365,50.0,42.53756024,58.0,50.53756024,54.0,46.53756024,0.01794024,-2.27608976,-8.0,-4.0
5552,-62.28639397,-0.35775059,48.2525,47.11804,56.0,48.31677702,57.0,49.31677702,51.0,43.31677702,0.06427702,1.19873702,-1.0,5.0
5553,-62.96428638,-0.87197932,32.11542,33.00969,40.0,34.36089579,38.0,32.36089579,37.0,31.36040569,2.24547579,1.35120579,2.0,3.0004901
5554,-62.13884205,-0.91589902,45.89314,47.0622,55.0,47.35877073,48.0,40.35877073,58.0,50.35877073,1.46563073,0.29657073,7.0,-3.0
5555,-62.22563768,-0.0983358,44.76704,44.69487,53.0,44.96620958,53.0,44.96620958,52.0,43.96642816,0.19916958,0.27133958,0.0,0.99978142
5556,-62.46621749,-0.73498074,16.33049,16.52518,24.0,17.03814435,26.0,19.03814435,NaN,NaN,0.70765435,0.51296435,-2.0,NaN
5557,-62.0633107,-0.21976925,41.7592,40.97512,49.0,40.65906822,51.0,42.65906822,NaN,NaN,-1.10013178,-0.31605178,-2.0,NaN
5558,-62.87529702,-0.34622875,51.8012,50.4564,52.0,45.75365243,61.0,54.75365243,53.0,46.75387041,-6.04754757,-4.70274757,-9.0,-1.00021798
5559,-62.11488307,-0.40667807,45.40142,45.36872,52.0,43.92916414,52.0,43.92916414,55.0,46.92937286,-1.47225586,-1.43955586,0.0,-3.00020872
5560,-62.11345886,-0.39819553,46.31291,42.02604,49.0,40.91925165,60.0,51.91925165,NaN,NaN,-5.39365835,-1.10678835,-11.0,NaN
5561,-62.21887788,-0.39886531,47.23395,46.35496,54.0,46.18103501,53.0,45.18103501,54.0,46.18034822,-1.05291499,-0.17392499,1.0,0.000686790000003
5562,-62.66360678,-0.46672025,45.61683,49.16607,53.0,46.32816577,61.0,54.32816577,NaN,NaN,0.71133577,-2.83790423,-8.0,NaN
5563,-62.22788762,-0.20281668,45.11124,44.22057,52.0,44.05324563,54.0,46.05324563,52.0,44.05346085,-1.05799437,-0.16732437,-2.0,-0.000215220000001
5564,-62.32933743,-0.14732545,44.82775,45.00515,50.0,42.25982667,49.0,41.25982667,NaN,NaN,-2.56792333,-2.74532333,1.0,NaN
5565,-62.26591856,-0.61353157,46.28541,45.87757,55.0,47.45619227,55.0,47.45619227,56.0,48.45619227,1.17078227,1.57862227,0.0,-1.0
5566,-62.36238584,-0.16421184,26.75244,26.2592,36.0,28.35445323,34.0,26.35445323,35.0,27.3546711,1.60201323,2.09525323,2.0,0.99978213
5567,-62.92104452,-0.32783624,42.46587,42.3902,48.0,41.85086637,45.0,38.85086637,48.0,41.85040999,-0.61500363,-0.53933363,3.0,0.000456379999996
5568,-62.4577057,-0.93029763,37.88441,36.7555,45.0,38.15449919,41.0,34.15449919,43.0,36.15381529,0.27008919,1.39899919,4.0,2.0006839
5569,-62.2185333,-0.9392791,38.65201,38.06427,46.0,38.57128709,42.0,34.57128709,49.0,41.57128709,-0.08072291,0.50701709,4.0,-3.0
5570,-62.1599129,-0.3220984,36.3237,42.01464,52.0,43.97650267,44.0,35.97650267,50.0,41.97671385,7.65280267,1.96186267,8.0,1.99978882
5571,-62.34598036,-0.65024502,45.31244,45.43874,55.0,47.68044991,56.0,48.68044991,58.0,50.68044991,2.36800991,2.24170991,-1.0,-3.0
5572,-62.08736043,-0.94624572,40.18308,39.8117,44.0,36.25371966,39.0,31.25371966,51.0,43.25371966,-3.92936034,-3.55798034,5.0,-7.0
5573,-62.04566063,-0.4515345,47.33805,47.18174,54.0,45.79139246,54.0,45.79139246,55.0,46.79160013,-1.54665754,-1.39034754,0.0,-1.00020767
5574,-62.9168303,-0.79177262,27.0127,24.60706,32.0,26.18828169,37.0,31.18828169,28.0,22.18759943,-0.82441831,1.58122169,-5.0,4.00068226
5575,-62.74813329,-0.67131722,33.97847,34.9225,41.0,34.68770033,66.0,59.68770033,NaN,NaN,0.70923033,-0.23479967,-25.0,NaN
5576,-62.1058495,-0.82007841,48.43136,48.55611,54.0,46.21005274,63.0,55.21005274,58.0,50.21005274,-2.22130726,-2.34605726,-9.0,-4.0
5577,-62.11996828,-0.04374952,46.08768,45.70767,53.0,44.66267857,62.0,53.66267857,54.0,45.66221197,-1.42500143,-1.04499143,-9.0,-0.9995334
5578,-62.86666562,-0.52382766,36.79593,36.56458,44.0,37.8692929,56.0,49.8692929,42.0,35.86861266,1.0733629,1.3047129,-12.0,2.00068024
5579,-62.09491306,-0.22619102,27.74137,28.34518,41.0,32.74237562,50.0,41.74237562,42.0,33.74258931,5.00100562,4.39719562,-9.0,-1.00021369
5580,-62.53297894,-0.98131925,26.08862,26.98227,35.0,28.37448573,33.0,26.37448573,NaN,NaN,2.28586573,1.39221573,2.0,NaN
5581,-62.62715802,-0.8098093,25.47539,24.87187,35.0,28.48824944,39.0,32.48824944,NaN,NaN,3.01285944,3.61637944,-4.0,NaN
5582,-62.6797711,-0.4486506,45.79291,46.7837,55.0,48.35408561,48.0,41.35408561,NaN,NaN,2.56117561,1.57038561,7.0,NaN
5583,-62.17106077,-0.7802572,46.5793,46.15499,55.0,47.34181479,58.0,50.34181479,57.0,49.34181479,0.76251479,1.18682479,-3.0,-2.0
5584,-62.37365743,-0.47967536,43.39652,45.04044,53.0,45.62377637,55.0,47.62377637,52.0,44.62377637,2.22725637,0.58333637,-2.0,1.0
5585,-62.93671452,-0.12924885,48.72678,49.91253,54.0,47.72850584,39.0,32.72850584,57.0,50.72806438,-0.99827416,-2.18402416,15.0,-2.99955854
5586,-62.26156099,-0.96016196,12.75665,14.93362,17.0,9.69169001,20.0,12.69169001,23.0,15.69169001,-3.06495999,-5.24192999,-3.0,-6.0
5587,-62.38350524,-0.90449108,34.96299,35.31137,44.0,36.95402588,44.0,36.95402588,43.0,35.95334173,1.99103588,1.64265588,0.0,1.00068415
