,X,Y,tdx12_Barcelos,tdx30_Barcelos,srtm30_Barcelos,srtm30_wgs84_Barcelos,aster30_Barcelos,aster30_wgs84_Barcelos,aw3d30_Barcelos,aw3d30_wgs84_Barcelos
72,-62.83028603,-0.38549455,36.70016,36.14053,42.0,35.67457014,47.0,40.67457014,NaN,NaN
73,-62.32158903,-0.28941127,47.69872,44.67992,53.0,45.35172828,46.0,38.35172828,52.0,44.35104317
74,-62.72650808,-0.63351637,24.49789,24.19001,31.0,24.60697713,22.0,15.60697713,NaN,NaN
75,-62.88638444,-0.56106586,37.40165,36.3185,42.0,35.94551825,57.0,50.94551825,41.0,34.94483781
76,-62.65315006,-0.47744042,43.23004,42.53763,51.0,44.31038908,54.0,47.31038908,51.0,44.31038908
77,-62.15171324,-0.19846434,36.39225,37.73339,43.0,34.86180072,40.0,31.86180072,46.0,37.86201553
78,-62.1799505,-0.61266051,44.2995,44.49707,52.0,44.2434261,47.0,39.2434261,NaN,NaN
79,-62.9774082,-0.7900769,16.59793,14.3924,23.0,17.33577889,42.0,36.33577889,27.0,21.33509716
80,-62.96236607,-0.97070811,48.57686,51.52626,55.0,49.42361678,62.0,56.42361678,55.0,49.42293414
81,-62.14958346,-0.30757967,43.99936,43.71621,50.0,41.94008557,50.0,41.94008557,52.0,43.94029714
82,-62.36846015,-0.95148724,18.50528,19.81666,27.0,19.94885523,23.0,15.94885523,28.0,20.94885523
83,-62.34446235,-0.75502713,41.21838,41.28959,49.0,41.75222688,48.0,40.75222688,48.0,40.75242467
84,-62.70504737,-0.56508628,22.22773,21.69562,26.0,19.50330999,29.0,22.50330999,25.0,18.50351548
85,-62.23540296,-0.61951124,44.11344,46.56187,53.0,45.3849346,51.0,43.3849346,52.0,44.38513709
86,-62.9419151,-0.25549955,53.28355,52.43653,58.0,51.84384657,57.0,50.84384657,58.0,51.84317235
87,-62.15162212,-0.01383793,39.06424,39.28477,50.0,41.71638648,41.0,32.71638648,48.0,39.71660699
88,-62.98712656,-0.34955662,40.33981,42.0167,53.0,47.02883176,41.0,35.02883176,48.0,42.02837643
89,-62.66929929,-0.01728851,33.4394,32.06674,45.0,37.9878194,45.0,37.9878194,41.0,33.98737346
90,-62.62753871,-0.15088741,43.65136,43.82119,49.0,41.9941705,36.0,28.9941705,51.0,43.99439288
91,-62.40618286,-0.22009033,48.6328,47.07587,51.0,43.50605321,47.0,39.50605321,NaN,NaN
92,-62.65038699,-0.6875448,21.4459,21.00381,30.0,23.45872709,23.0,16.45872709,NaN,NaN
93,-62.25027147,-0.50959419,40.81356,39.44995,49.0,41.34139347,44.0,36.34139347,45.0,37.34070681
94,-62.35491551,-0.46631343,30.78633,35.13868,43.0,35.56789477,50.0,42.56789477,39.0,31.56720902
95,-62.75174283,-0.89217641,19.68441,20.0698,29.0,22.85237796,38.0,31.85237796,30.0,23.85169442
96,-62.08754248,-0.7516582,44.55864,45.934,52.0,44.11559307,52.0,44.11559307,54.0,46.11559307
97,-62.47633999,-0.16179282,23.94329,24.30761,33.0,25.63291972,36.0,28.63291972,NaN,NaN
98,-62.8401881,-0.63986632,27.63239,27.4122,33.0,26.89076489,39.0,32.89076489,36.0,29.89008303
99,-62.28301832,-0.63188747,17.85661,17.93399,27.0,19.51209329,19.0,11.51209329,25.0,17.51140703
100,-62.27691909,-0.01871808,25.12001,25.08442,35.0,27.02951397,29.0,21.02951397,31.0,23.02905299
101,-62.8640015,-0.82545111,17.48468,19.31923,26.0,20.08221179,32.0,26.08221179,27.0,21.08152895
102,-62.40846064,-0.08617434,26.20357,26.66507,39.0,31.40602237,33.0,25.40602237,NaN,NaN
103,-62.12800326,-0.32921303,43.42344,45.86922,53.0,44.90294834,63.0,54.90294834,NaN,NaN
104,-62.03424202,-0.20562844,39.29264,39.70404,52.0,43.57661316,52.0,43.57661316,52.0,43.57682718
105,-62.28143522,-0.62231155,20.56402,19.46568,28.0,20.50090225,29.0,21.50090225,28.0,20.50110449
106,-62.91710265,-0.78146376,23.04469,27.71597,34.0,28.18169526,42.0,36.18169526,30.0,24.18101306
107,-62.30022991,-0.66796793,40.79995,40.74223,46.0,38.58081129,47.0,39.58081129,50.0,42.58012524
108,-62.52616883,-0.49051194,47.18022,45.40145,53.0,46.0078623,55.0,48.0078623,NaN,NaN
109,-62.38895625,-0.93596381,18.69845,18.57784,35.0,27.98872853,25.0,17.98872853,28.0,20.98872853
110,-62.88299165,-0.61307056,29.56277,29.04334,37.0,30.97591959,39.0,32.97591959,34.0,27.97544343
111,-62.87711419,-0.97057023,15.03496,24.82915,17.0,11.21399268,15.0,9.21399268,27.0,21.2133097
112,-62.41560784,-0.99091949,40.58832,40.01058,46.0,39.0920594,50.0,43.0920594,NaN,NaN
113,-62.82168814,-0.46570916,48.37729,48.17907,54.0,47.7151594,66.0,59.7151594,NaN,NaN
114,-62.58426306,-0.10921496,27.16172,27.38273,37.0,29.85490243,30.0,22.85490243,39.0,31.85512577
115,-62.8715908,-0.74122702,35.21035,35.10135,38.0,32.04115204,58.0,52.04115204,NaN,NaN
116,-62.71896242,-0.2592467,41.22965,44.84561,55.0,48.30353098,57.0,50.30353098,51.0,44.30375025
117,-62.85993492,-0.1427604,47.40689,49.05065,58.0,51.55344848,64.0,57.55344848,57.0,50.55277503
118,-62.25673422,-0.73250207,46.96309,47.09056,50.0,42.51949451,47.0,39.51949451,54.0,46.51969358
119,-62.36725039,-0.10194038,29.63266,29.26404,38.0,30.31768164,35.0,27.31768164,NaN,NaN
120,-62.76606898,-0.98035193,16.23596,14.55715,20.0,13.94728009,21.0,14.94728009,28.0,21.94659684
121,-62.07574829,-0.9800188,51.61999,47.22801,51.0,43.24892653,43.0,35.24892653,53.0,45.24892653
122,-62.0260924,-0.15751623,41.07907,41.06453,49.0,40.5188374,44.0,35.5188374,49.0,40.51905268
123,-62.13764638,-0.5977401,43.63829,42.8466,52.0,44.12735532,58.0,50.12735532,NaN,NaN
124,-62.13994388,-0.92147958,53.23388,45.37292,51.0,43.36541651,51.0,43.36541651,56.0,48.36541651
125,-62.93005968,-0.69490031,36.50573,33.57983,39.0,33.15165423,40.0,34.15165423,39.0,33.15097285
126,-62.88281919,-0.23305457,42.41917,43.44815,50.0,43.68271601,44.0,37.68271601,49.0,42.68204107
127,-62.2958822,-0.27462369,50.73471,49.31656,54.0,46.2764872,50.0,42.2764872,56.0,48.27670061
128,-62.32009163,-0.87178288,17.2691,17.25201,21.0,13.77448479,24.0,16.77448479,24.0,16.77448479
129,-62.93070657,-0.32234939,44.71241,43.84192,51.0,44.8701256,51.0,44.8701256,51.0,44.86966999
130,-62.52567198,-0.98014568,35.59601,32.39122,42.0,35.35527965,40.0,33.35527965,NaN,NaN
131,-62.67043509,-0.71970673,31.9666,29.89904,36.0,29.53107759,52.0,45.53107759,NaN,NaN
132,-62.00400112,-0.5279752,50.2632,47.9575,54.0,45.74527551,53.0,44.74527551,56.0,47.74527551
133,-62.70182908,-0.52521124,43.94005,44.02398,50.0,43.46629079,46.0,39.46629079,NaN,NaN
134,-62.96374071,-0.02829577,38.35895,40.69616,45.0,38.70873719,50.0,43.70873719,47.0,40.70830469
135,-62.8987083,-0.37754876,41.77566,40.7176,45.0,38.83579904,50.0,43.83579904,47.0,40.83533844
136,-62.88988545,-0.82200253,57.1055,49.69245,23.0,17.14337448,49.0,43.14337448,27.0,21.14269184
137,-62.91042312,-0.5550859,17.29604,22.64201,26.0,20.00012553,40.0,34.00012553,27.0,20.99965367
138,-62.30340252,-0.82779484,43.72461,44.25638,48.0,40.70237867,47.0,39.70237867,49.0,41.70257453
139,-62.41419499,-0.41463875,44.88382,45.54629,54.0,46.6751229,49.0,41.6751229,NaN,NaN
140,-62.58240295,-0.66233425,45.03868,44.68972,56.0,49.27307667,53.0,46.27307667,NaN,NaN
141,-62.24416165,-0.35283992,41.09574,41.88278,47.0,39.20868725,48.0,40.20868725,48.0,40.20821143
142,-62.5660414,-0.48192384,43.09878,44.31942,55.0,48.09990883,58.0,51.09990883,54.0,47.09922519
143,-62.9914217,-0.95634344,51.08647,49.6351,60.0,54.48554294,63.0,57.48554294,55.0,49.48486047
144,-62.35409934,-0.66684943,23.81309,22.25641,33.0,25.71307925,28.0,20.71307925,31.0,23.71239344
145,-62.63066269,-0.27890958,46.06522,47.14674,52.0,45.10360541,66.0,59.10360541,53.0,46.10314197
146,-62.83069139,-0.75917783,34.95453,34.6463,44.0,37.95347813,40.0,33.95347813,NaN,NaN
147,-62.64193283,-0.44360618,41.4634,42.68156,52.0,45.25753015,54.0,47.25753015,50.0,43.25684779
148,-62.74008125,-0.72481385,19.53651,19.47265,27.0,20.70644393,40.0,33.70644393,NaN,NaN
149,-62.27379301,-0.99482066,34.41055,33.2884,37.0,29.74573862,41.0,33.74573862,45.0,37.74573862
150,-62.60268415,-0.11493405,28.20295,28.25065,39.0,31.90482076,37.0,29.90482076,38.0,30.90436597
151,-62.93326778,-0.19232828,50.49066,49.45321,53.0,46.77160329,66.0,59.77160329,57.0,50.77115704
152,-62.45278889,-0.73868363,20.41508,20.09593,27.0,20.00783097,25.0,18.00783097,NaN,NaN
153,-62.29582656,-0.78503181,44.48801,44.78802,49.0,41.653612,48.0,40.653612,51.0,43.65312389
154,-62.43919225,-0.17024568,42.81762,44.67952,56.0,48.54835996,47.0,39.54835996,NaN,NaN
155,-62.16183378,-0.04428419,38.88668,40.33668,51.0,42.76594417,49.0,40.76594417,50.0,41.76616382
156,-62.32787555,-0.09214628,41.45216,40.81557,52.0,44.21281909,47.0,39.21281909,NaN,NaN
157,-62.30067836,-0.70895775,45.77004,44.94173,54.0,46.61091709,50.0,42.61091709,53.0,45.61111659
158,-62.36389051,-0.06165517,41.35655,42.3551,51.0,43.27746684,42.0,34.27746684,NaN,NaN
159,-62.8523297,-0.09785955,46.27322,49.66608,54.0,47.49826614,45.0,38.49826614,55.0,48.49782299
160,-62.01069508,-0.27575483,47.53608,47.50415,51.0,42.57179635,53.0,44.57179635,57.0,48.57200847
161,-62.79523364,-0.64415262,22.42024,21.90371,29.0,22.78330361,26.0,19.78330361,NaN,NaN
162,-62.05881819,-0.34224422,45.93793,43.29287,53.0,44.74158351,52.0,43.74158351,55.0,46.74179394
163,-62.30534185,-0.23872435,45.38906,45.09536,54.0,46.27216777,53.0,45.27216777,52.0,44.27238247
164,-62.78468985,-0.01068667,33.81458,35.50274,47.0,40.26178518,50.0,43.26178518,43.0,36.26134499
165,-62.45209164,-0.15106015,45.85822,45.42577,53.0,45.56438858,59.0,51.56438858,54.0,46.56460813
166,-62.79929625,-0.33584368,39.04241,38.53768,46.0,39.56053723,54.0,47.56053723,NaN,NaN
167,-62.06720297,-0.15925359,41.71369,42.9108,52.0,43.62191541,42.0,33.62191541,50.0,41.62213086
168,-62.35638195,-0.55765147,44.37632,45.85369,53.0,45.63901897,48.0,40.63901897,51.0,43.63833305
169,-62.79381784,-0.9260221,20.89996,23.56782,23.0,16.97876498,53.0,46.97876498,28.0,21.97808165
170,-62.39919548,-0.13181519,26.62269,26.1933,34.0,26.4196737,37.0,29.4196737,38.0,30.41989323
171,-62.37034215,-0.38120291,43.32405,42.23993,49.0,41.54149644,48.0,40.54149644,51.0,43.54170675
172,-62.93439454,-0.92299312,27.83156,26.73604,32.0,26.32229637,33.0,27.32229637,30.0,24.32161368
173,-62.19890157,-0.07155883,39.01313,38.93321,48.0,39.87923877,53.0,44.87923877,47.0,38.87945794
174,-62.34509445,-0.06860912,44.81166,45.65243,58.0,50.23661696,52.0,44.23661696,NaN,NaN
175,-62.57819764,-0.86457883,20.0646,20.29462,27.0,20.40596763,27.0,20.40596763,NaN,NaN
176,-62.56903868,-0.19691494,28.77399,29.2915,40.0,32.88818023,31.0,23.88818023,40.0,32.88749997
177,-62.64277271,-0.80109991,36.63667,36.25033,47.0,40.52032764,59.0,52.52032764,NaN,NaN
178,-62.83941971,-0.85505078,28.3023,24.44843,32.0,26.04212629,38.0,32.04212629,31.0,25.0414432
179,-62.17822818,-0.9981785,11.49003,13.88476,15.0,7.51327086,22.0,14.51327086,18.0,10.51327086
180,-62.31093897,-0.42696673,43.01876,42.88059,53.0,45.42932033,52.0,44.42932033,54.0,46.42952879
181,-62.31004374,-0.19977969,40.72907,39.91133,50.0,42.25365408,51.0,43.25365408,48.0,40.25387014
182,-62.64940737,-0.38678054,47.97839,43.78403,51.0,44.23260097,51.0,44.23260097,NaN,NaN
183,-62.78343313,-0.29090653,32.52702,33.22108,40.0,33.48655254,50.0,43.48655254,NaN,NaN
184,-62.26775927,-0.46905156,23.35769,24.59178,30.0,22.35452018,26.0,18.35452018,29.0,21.35383367
185,-62.96008839,-0.11467562,43.88971,40.25477,45.0,38.77264274,42.0,35.77264274,50.0,43.7722035
186,-62.70992182,-0.25237308,39.82588,43.84281,49.0,42.27633118,54.0,47.27633118,NaN,NaN
187,-62.2327385,-0.10032153,24.14635,24.17208,34.0,25.98554102,33.0,24.98554102,33.0,24.98507499
188,-62.41252299,-0.22195195,45.27953,46.10271,56.0,48.5232817,47.0,39.5232817,NaN,NaN
189,-62.55749731,-0.86863665,20.93347,21.65672,31.0,24.35734597,30.0,23.35734597,NaN,NaN
190,-62.07744816,-0.51340935,48.96562,46.39588,54.0,45.91593886,66.0,57.91593886,56.0,47.91614487
191,-62.20116724,-0.19416599,43.9267,42.54077,50.0,41.98073554,54.0,45.98073554,50.0,41.98073554
192,-62.95987085,-0.17157348,50.07027,49.13358,55.0,48.81908905,50.0,43.81908905,55.0,48.81864555
193,-62.34908994,-0.64392953,45.65063,44.86525,55.0,47.68405127,50.0,42.68405127,55.0,47.68356675
194,-62.53794674,-0.16232059,26.56477,26.60612,38.0,30.78449822,34.0,26.78449822,36.0,28.78403835
195,-62.64129893,-0.30575711,49.34247,48.04889,57.0,50.15046905,77.0,70.15046905,NaN,NaN
196,-62.07180882,-0.20772148,39.56231,40.61024,48.0,39.67118972,58.0,49.67118972,49.0,40.67118972
197,-62.98411357,-0.81825234,37.1234,36.59724,37.0,31.37193446,48.0,42.37193446,37.0,31.37125259
198,-62.37510409,-0.99144019,35.89893,40.76491,43.0,35.99270515,40.0,32.99270515,44.0,36.99270515
199,-62.94942739,-0.84455468,NaN,6.961083,23.0,17.30514256,25.0,19.30514256,27.0,21.30446025
200,-62.48538949,-0.267348,49.15977,49.24963,58.0,50.73739933,58.0,50.73739933,NaN,NaN
201,-62.93500036,-0.14978084,51.84378,51.55896,56.0,49.74078151,43.0,36.74078151,60.0,53.7410104
202,-62.18459251,-0.17978516,39.51559,39.09633,46.0,37.92837162,46.0,37.92837162,46.0,37.92858723
203,-62.47620803,-0.30409292,47.99613,47.64739,55.0,47.74342979,53.0,45.74342979,NaN,NaN
204,-62.63403704,-0.37004311,46.42746,47.19184,59.0,52.18233507,66.0,59.18233507,56.0,49.18186664
205,-62.93043282,-0.28400536,52.8949,52.7941,54.0,47.83892819,46.0,39.83892819,55.0,48.83847526
206,-62.33539324,-0.65716723,18.53587,18.47306,27.0,19.65941215,26.0,18.65941215,26.0,18.65941215
207,-62.04748889,-0.18150849,43.59444,44.14853,52.0,43.59098551,51.0,42.59098551,52.0,43.59051239
208,-62.83394026,-0.48843328,40.94804,41.38428,46.0,39.76285027,48.0,41.76285027,NaN,NaN
209,-62.20521553,-0.01798735,37.25451,36.59205,45.0,36.85182168,46.0,37.85182168,43.0,34.85204267
210,-62.62655332,-0.12795333,34.54441,32.64161,39.0,31.97363838,40.0,32.97363838,45.0,37.97318371
211,-62.61335479,-0.41248338,41.07187,42.66251,52.0,45.16364793,56.0,49.16364793,54.0,47.16364793
212,-62.85854374,-0.2105495,48.48241,49.80507,57.0,50.60518253,60.0,53.60518253,55.0,48.60450756
213,-62.49416529,-0.92274569,39.30928,38.92252,46.0,39.23874754,51.0,44.23874754,NaN,NaN
214,-62.74681681,-0.12192923,53.12634,50.37654,54.0,47.26194577,54.0,47.26194577,57.0,50.26127033
215,-62.26097134,-0.72454175,46.45552,45.89864,56.0,48.52420492,57.0,49.52420492,66.0,58.52420492
216,-62.56848586,-0.15372694,31.5806,33.56956,48.0,40.85244327,33.0,25.85244327,43.0,35.85198494
217,-62.03839226,-0.24782808,46.01888,45.1267,51.0,42.6193806,56.0,47.6193806,54.0,45.6195935
218,-62.429655,-0.6331673,42.58195,45.0274,56.0,48.87524153,58.0,50.87524153,NaN,NaN
219,-62.29025964,-0.227911,41.87095,43.30529,52.0,44.22680242,52.0,44.22680242,50.0,42.22633233
220,-62.40155837,-0.25890536,49.36189,49.03035,54.0,46.52530779,56.0,48.52530779,NaN,NaN
221,-62.66730043,-0.360412,49.66816,49.2548,54.0,47.25593516,56.0,49.25593516,NaN,NaN
222,-62.30594959,-0.05858278,29.47135,28.40132,39.0,31.13219317,40.0,32.13219317,NaN,NaN
223,-62.21330113,-0.06982169,40.7918,40.77716,49.0,40.91352886,50.0,41.91352886,48.0,39.91306364
224,-62.26696629,-0.68715227,47.75815,46.21343,52.0,44.51232171,47.0,39.51232171,53.0,45.51232171
225,-62.80061506,-0.79181703,36.90114,38.04625,46.0,39.90289988,70.0,63.90289988,NaN,NaN
226,-62.72396697,-0.45813153,47.04627,45.72421,56.0,49.47030546,61.0,54.47030546,NaN,NaN
227,-62.67308089,-0.66404538,33.71452,34.45765,45.0,38.49728267,54.0,47.49728267,44.0,37.49728267
228,-62.39929469,-0.64178966,41.36343,42.87523,51.0,43.8060791,50.0,42.8060791,50.0,42.8060791
229,-62.06084855,-0.1550264,37.18849,38.52857,49.0,40.6035578,46.0,37.6035578,48.0,39.60377333
230,-62.54868141,-0.53362877,37.23295,35.38575,44.0,37.09528783,51.0,44.09528783,NaN,NaN
231,-62.8310142,-0.7271464,25.6787,26.12708,35.0,28.9313773,34.0,27.9313773,NaN,NaN
232,-62.78845952,-0.71275543,32.15467,32.54599,38.0,31.81655985,65.0,58.81655985,NaN,NaN
233,-62.97382078,-0.77626403,32.93687,33.10373,23.0,17.31706463,54.0,48.31706463,27.0,21.31638298
234,-62.72171983,-0.52135181,40.36396,44.91017,53.0,46.51182853,57.0,50.51182853,NaN,NaN
235,-62.61383053,-0.97647035,16.71515,17.93076,22.0,15.57017035,38.0,31.57017035,NaN,NaN
236,-62.05023024,-0.77598437,45.6134,45.96233,53.0,45.04064933,41.0,33.04064933,53.0,45.04064933
237,-62.88600721,-0.76103498,35.39983,35.81662,43.0,37.09069257,48.0,42.09069257,NaN,NaN
238,-62.19534284,-0.97645347,13.69742,13.38838,17.0,9.54052182,22.0,14.54052182,21.0,13.54052182
239,-62.87885017,-0.50805028,31.8571,30.7507,40.0,33.88726607,56.0,49.88726607,37.0,30.88658622
240,-62.78473116,-0.14898543,4.200234,6.400915,31.0,24.37568711,48.0,41.37568711,28.0,21.37591264
241,-62.96232499,-0.94011541,43.31397,44.80288,51.0,45.40296206,58.0,52.40296206,49.0,43.40227947
242,-62.51945322,-0.70940492,17.26069,17.24796,23.0,16.1514141,29.0,22.1514141,NaN,NaN
243,-62.5143949,-0.7267491,17.77996,16.47543,21.0,14.15159044,19.0,12.15159044,NaN,NaN
244,-62.19410218,-0.00188421,23.78081,29.72069,40.0,31.81162695,48.0,39.81162695,36.0,27.81184834
245,-62.71308435,-0.6542041,21.83984,22.33956,32.0,25.58845813,28.0,21.58845813,NaN,NaN
246,-62.61451844,-0.13398124,37.99236,37.29794,47.0,39.94870684,48.0,40.94870684,46.0,38.9489297
247,-62.37281528,-0.66306544,43.2493,43.8173,50.0,42.75621689,42.0,34.75621689,49.0,41.75641758
248,-62.7110489,-0.42657683,44.48977,45.70124,55.0,48.41443091,64.0,57.41443091,54.0,47.4137497
