,tdx12_Barcelos,tdx30_Barcelos,srtm30_Barcelos,srtm30_wgs84_Barcelos,aster30_Barcelos,aster30_wgs84_Barcelos,aw3d30_Barcelos,aw3d30_wgs84_Barcelos
5318,41.21382,36.33878,23.0,17.30127823,43.0,37.30127823,27.0,21.30079394
5319,44.58094,43.59301,53.0,45.21849282,55.0,47.21849282,NaN,NaN
5320,39.99128,39.79752,47.0,39.55076554,48.0,40.55076554,47.0,39.55008185
5321,47.01004,48.31872,55.0,47.26134008,52.0,44.26134008,53.0,45.26134008
5322,44.49212,46.33462,54.0,46.3503048,49.0,41.3503048,53.0,45.35051352
5323,42.61367,44.78482,52.0,45.43668465,66.0,59.43668465,NaN,NaN
5324,45.52299,45.75609,53.0,45.95196187,60.0,52.95196187,NaN,NaN
5325,39.52495,39.52613,45.0,37.16090168,41.0,33.16090168,NaN,NaN
5326,45.5202,44.50283,49.0,42.29503557,65.0,58.29503557,NaN,NaN
5327,42.75795,43.52435,56.0,48.2915298,43.0,35.2915298,53.0,45.2917354
5328,8.327817,NaN,30.0,22.74742246,26.0,18.74742246,28.0,20.74761514
5329,31.42623,30.49459,37.0,30.92029978,47.0,40.92029978,38.0,31.91982875
5330,44.16378,46.45459,52.0,44.06272951,69.0,61.06272951,54.0,46.06293806
5331,41.07325,40.26568,53.0,45.46392659,46.0,38.46392659,49.0,41.46392659
5332,21.33612,20.9097,25.0,18.36044157,29.0,22.36044157,NaN,NaN
5333,19.80911,18.97725,24.0,17.00891,25.0,18.00891,27.0,20.00891
5334,40.39338,40.07601,51.0,43.11966981,38.0,30.11966981,50.0,42.11966981
5335,37.2094,38.06414,47.0,38.64704093,38.0,29.64704093,45.0,36.64656919
5336,43.45188,42.40821,59.0,51.84283729,60.0,52.84283729,NaN,NaN
5337,16.35237,16.67497,27.0,19.95487504,27.0,19.95487504,21.0,13.95487504
5338,33.49653,33.08324,42.0,36.07046851,45.0,39.07046851,NaN,NaN
5339,52.85341,50.44802,60.0,53.71481076,40.0,33.71481076,55.0,48.71503258
5340,51.92896,48.23356,53.0,46.45106082,62.0,55.45106082,57.0,50.45061616
5341,44.17609,45.23408,56.0,48.7069222,54.0,46.7069222,NaN,NaN
5342,30.3816,30.40372,37.0,30.39865374,48.0,41.39865374,NaN,NaN
5343,24.07101,24.24904,33.0,25.73592366,25.0,17.73592366,35.0,27.73614991
5344,49.20479,48.10523,53.0,45.10970185,55.0,47.10970185,56.0,48.10970185
5345,44.34547,44.74978,52.0,44.74936977,54.0,46.74936977,55.0,47.74868632
5346,17.23775,17.61742,26.0,19.03739244,25.0,18.03739244,NaN,NaN
5347,34.65184,35.99276,42.0,34.82000971,59.0,51.82000971,NaN,NaN
5348,44.17667,44.2528,52.0,44.25042097,47.0,39.25042097,53.0,45.25042097
5349,0.7698121,NaN,17.0,11.16259294,17.0,11.16259294,27.0,21.16190992
5350,47.60588,47.45998,51.0,43.32201913,59.0,51.32201913,55.0,47.32201913
5351,34.62655,38.25515,48.0,40.46337188,43.0,35.46337188,44.0,36.46337188
5352,46.87153,45.5108,57.0,49.09464272,53.0,45.09464272,NaN,NaN
5353,45.11619,45.10397,53.0,46.26729968,65.0,58.26729968,54.0,47.26662146
5354,48.41618,48.65394,56.0,49.19653204,56.0,49.19653204,56.0,49.19607026
5355,23.30564,21.6083,34.0,28.01594225,38.0,32.01594225,30.0,24.01594225
5356,34.60215,34.37687,43.0,36.57519808,38.0,31.57519808,42.0,35.57519808
5357,46.12826,47.44526,51.0,42.89705083,50.0,41.89705083,53.0,44.89725456
5358,44.74924,45.61956,52.0,44.72522224,57.0,49.72522224,55.0,47.72522224
5359,38.48512,37.97052,45.0,37.08435452,44.0,36.08435452,NaN,NaN
5360,46.23111,48.80882,58.0,50.06468285,78.0,70.06468285,57.0,49.06419728
5361,37.55118,37.38126,43.0,37.01569108,70.0,64.01569108,NaN,NaN
5362,29.7423,31.07582,37.0,28.85450689,39.0,30.85450689,41.0,32.85403465
5363,26.27614,26.65191,42.0,34.53173118,34.0,26.53173118,NaN,NaN
5364,41.68624,43.55246,49.0,41.34238287,44.0,36.34238287,50.0,42.34238287
5365,32.60417,34.36154,42.0,35.8216047,51.0,44.8216047,NaN,NaN
5366,47.42847,47.85545,52.0,43.66528624,52.0,43.66528624,54.0,45.66550452
5367,44.27349,43.68306,54.0,46.25266079,45.0,37.25266079,53.0,45.25287485
5368,47.33415,48.3111,52.0,44.17495104,61.0,53.17495104,59.0,51.17495104
5369,41.09074,40.44291,46.0,38.56988444,47.0,39.56988444,49.0,41.56988444
5370,42.86729,43.65046,52.0,44.25570887,49.0,41.25570887,NaN,NaN
5371,45.38642,47.52387,52.0,44.17225493,57.0,49.17225493,57.0,49.17225493
5372,49.41719,46.45039,56.0,47.9026658,53.0,44.9026658,54.0,45.9026658
5373,49.19232,49.84392,59.0,51.71171027,56.0,48.71171027,NaN,NaN
5374,15.49764,15.41705,21.0,12.69407696,25.0,16.69407696,22.0,13.69407696
5375,45.0694,43.84647,53.0,45.14226592,53.0,45.14226592,53.0,45.14246945
5376,45.84053,46.30722,55.0,48.09831539,93.0,86.09831539,56.0,49.09763852
5377,18.1456,18.2071,26.0,19.79329414,39.0,32.79329414,NaN,NaN
5378,46.96127,46.19764,52.0,44.26691871,50.0,42.26691871,54.0,46.26711674
5379,49.98183,49.69476,59.0,51.32362349,53.0,45.32362349,57.0,49.32382697
5380,49.71095,49.01056,54.0,45.83556652,60.0,51.83556652,57.0,48.83556652
5381,47.5561,49.06998,56.0,49.23032253,64.0,57.23032253,NaN,NaN
5382,46.3082,46.56004,53.0,45.19392109,60.0,52.19392109,53.0,45.19392109
5383,46.94346,46.22944,53.0,45.63693544,54.0,46.63693544,NaN,NaN
5384,24.19898,26.74589,33.0,26.6220428,51.0,44.6220428,36.0,29.62135887
5385,18.32819,19.56487,28.0,21.7943097,41.0,34.7943097,28.0,21.7936262
5386,51.66276,49.1652,51.0,44.12872987,61.0,54.12872987,56.0,49.12872987
5387,46.77345,46.86533,58.0,51.09553425,52.0,45.09553425,57.0,50.09575541
5388,47.2155,47.4213,60.0,52.72486926,38.0,30.72486926,58.0,50.72418763
5389,34.73689,35.67164,47.0,40.56500992,64.0,57.56500992,NaN,NaN
5390,22.22484,21.07234,30.0,23.32339205,27.0,20.32339205,NaN,NaN
5391,35.90337,35.90728,42.0,34.35469569,35.0,27.35469569,42.0,34.35490332
5392,21.73612,22.29944,28.0,21.93321562,39.0,32.93321562,32.0,25.93275452
5393,15.59456,15.23288,23.0,17.28441018,38.0,32.28441018,27.0,21.28372892
5394,46.76413,47.65595,55.0,48.55017122,56.0,49.55017122,NaN,NaN
5395,44.33219,43.75436,50.0,41.98936234,58.0,49.98936234,NaN,NaN
5396,48.40921,47.81723,53.0,46.10302961,50.0,43.10302961,56.0,49.10256061
5397,18.59342,20.25612,28.0,22.3065328,40.0,34.3065328,23.0,17.30585004
5398,43.51326,43.79809,51.0,43.11130466,63.0,55.11130466,49.0,41.11130466
5399,46.00113,45.6274,57.0,48.94719625,49.0,40.94719625,55.0,46.94740329
5400,41.76527,41.95601,50.0,42.80568519,53.0,45.80568519,46.0,38.80568519
5401,51.17262,51.33186,58.0,51.44349439,64.0,57.44349439,58.0,51.44305149
5402,47.99718,45.20589,52.0,44.42242631,50.0,42.42242631,53.0,45.42194961
5403,47.23875,48.20295,59.0,52.20018799,67.0,60.20018799,56.0,49.19974127
5404,46.54708,46.91826,55.0,48.20598205,58.0,51.20598205,NaN,NaN
5405,45.30946,45.82985,49.0,41.81685091,55.0,47.81685091,52.0,44.81705243
5406,28.20969,27.81271,39.0,31.86897367,20.0,12.86897367,NaN,NaN
5407,42.18761,42.6696,51.0,42.38769586,49.0,40.38769586,52.0,43.38791396
5408,37.30573,36.83897,46.0,39.88680014,48.0,41.88680014,NaN,NaN
5409,45.46432,46.14779,53.0,46.310679,59.0,52.310679,NaN,NaN
5410,48.60025,49.36037,56.0,49.8344941,54.0,47.8344941,56.0,49.83382554
5411,17.77777,17.76307,26.0,19.05207344,20.0,13.05207344,25.0,18.05207344
5412,23.23343,23.13948,31.0,24.25949133,29.0,22.25949133,NaN,NaN
5413,47.42537,45.38949,53.0,44.8656506,41.0,32.8656506,52.0,43.8656506
5414,30.95371,29.93213,40.0,34.06141415,53.0,47.06141415,37.0,31.06073358
5415,41.72944,41.6695,51.0,44.32819866,54.0,47.32819866,NaN,NaN
5416,40.85231,41.04522,53.0,45.72688193,53.0,45.72688193,NaN,NaN
5417,16.71265,17.55139,23.0,16.82138407,34.0,27.82138407,26.0,19.8207008
5418,50.42558,49.67721,58.0,50.98625755,34.0,26.98625755,57.0,49.98580561
5419,40.81711,42.78783,53.0,45.23877529,59.0,51.23877529,52.0,44.23899227
5420,35.22048,32.84746,43.0,36.46028965,50.0,43.46028965,NaN,NaN
5421,44.50941,45.24686,52.0,43.50607191,46.0,37.50607191,54.0,45.50628831
5422,46.9257,46.49047,57.0,50.45830143,80.0,73.45830143,53.0,46.45785146
5423,45.96907,46.9063,48.0,41.84064967,54.0,47.84064967,49.0,42.84018885
5424,19.08718,19.14532,27.0,20.3422034,27.0,20.3422034,NaN,NaN
5425,18.58622,21.84459,25.0,17.55131309,19.0,11.55131309,24.0,16.55131309
5426,26.39907,27.10214,33.0,26.93298199,37.0,30.93298199,33.0,26.93229859
5427,43.78493,45.64024,51.0,42.80569913,50.0,41.80569913,51.0,42.80521876
5428,36.96293,36.17859,40.0,34.37834021,43.0,37.37834021,36.0,30.37765754
5429,18.32032,18.12023,28.0,21.41109723,23.0,16.41109723,NaN,NaN
5430,34.63417,26.52249,39.0,31.25625344,41.0,33.25625344,NaN,NaN
5431,34.3424,33.74401,41.0,34.95460887,46.0,39.95460887,42.0,35.95460887
5432,43.70062,43.35537,53.0,44.94119658,48.0,39.94119658,51.0,42.9414147
5433,29.28625,29.23107,37.0,30.64737984,57.0,50.64737984,NaN,NaN
5434,43.63106,41.47373,46.0,38.17675656,46.0,38.17675656,55.0,47.17695584
5435,15.64232,16.47066,21.0,14.71139765,24.0,17.71139765,NaN,NaN
5436,49.67654,49.10451,57.0,50.04783089,63.0,56.04783089,NaN,NaN
5437,36.27415,36.60288,43.0,36.44652047,52.0,45.44652047,NaN,NaN
5438,16.37603,17.04497,27.0,20.40285002,29.0,22.40285002,NaN,NaN
5439,31.5654,32.15356,41.0,34.86713841,52.0,45.86713841,NaN,NaN
5440,48.51493,49.32944,59.0,51.67688229,62.0,54.67688229,NaN,NaN
5441,47.14486,47.74387,55.0,48.06603868,42.0,35.06603868,57.0,50.06626068
5442,27.29386,26.99635,32.0,26.03592528,33.0,27.03592528,34.0,28.0354526
5443,19.23557,18.98253,28.0,19.51601676,34.0,25.51601676,30.0,21.5162349
5444,38.54483,39.26912,47.0,39.06925847,41.0,33.06925847,46.0,38.06946038
5445,17.68664,17.83444,27.0,20.8293422,34.0,27.8293422,NaN,NaN
5446,45.59676,45.25557,52.0,44.85939479,44.0,36.85939479,NaN,NaN
5447,44.65147,35.50962,23.0,17.2890351,44.0,38.2890351,27.0,21.28855173
5448,27.22693,27.95288,37.0,31.32495657,26.0,20.32495657,33.0,27.32427405
5449,45.86032,44.47994,48.0,40.01358492,47.0,39.01358492,50.0,42.01358492
5450,45.79802,45.00404,50.0,42.70711632,55.0,47.70711632,NaN,NaN
5451,17.66752,17.24487,25.0,17.39868858,21.0,13.39868858,26.0,18.39868858
5452,47.62204,46.08176,54.0,46.59511238,52.0,44.59511238,NaN,NaN
5453,16.96199,15.67435,18.0,10.94593084,18.0,10.94593084,18.0,10.94593084
5454,46.26965,46.59292,55.0,48.13593801,50.0,43.13593801,54.0,47.13549559
5455,22.43454,22.58878,34.0,27.61251775,46.0,39.61251775,NaN,NaN
5456,46.30321,45.72657,54.0,47.21032373,63.0,56.21032373,NaN,NaN
5457,25.38646,27.51865,32.0,26.09778222,36.0,30.09778222,27.0,21.09709924
5458,40.59025,39.02235,47.0,39.72791366,43.0,35.72791366,45.0,37.72791366
5459,43.16698,42.80457,49.0,41.61568954,50.0,42.61568954,50.0,42.61500556
5460,22.36609,22.51601,31.0,23.68826057,34.0,26.68826057,36.0,28.68848267
5461,26.61774,26.25071,36.0,27.98221052,30.0,21.98221052,35.0,26.98243025
5462,21.28344,22.08703,28.0,22.17869372,34.0,28.17869372,28.0,22.17801085
5463,46.1193,46.9718,51.0,43.52572136,56.0,48.52572136,52.0,44.52572136
5464,43.97253,45.0377,55.0,46.85318959,51.0,42.85318959,53.0,44.85318959
5465,37.56851,37.12251,42.0,35.1716902,49.0,42.1716902,NaN,NaN
5466,47.21249,45.22879,54.0,47.16129294,45.0,38.16129294,52.0,45.16083255
5467,40.73955,40.77448,50.0,41.89831791,44.0,35.89831791,49.0,40.89853472
5468,40.7886,41.17773,49.0,42.70026745,62.0,55.70026745,NaN,NaN
5469,42.80756,45.32022,57.0,49.12745714,55.0,47.12745714,53.0,45.12767647
5470,35.61259,33.0895,39.0,30.72798533,48.0,39.72798533,45.0,36.72819705
5471,41.02032,41.07729,53.0,44.98657568,47.0,38.98657568,48.0,39.98679267
5472,44.72883,49.58324,56.0,49.9552785,46.0,39.9552785,48.0,41.9546006
5473,23.39582,23.50062,33.0,24.75107943,27.0,18.75107943,NaN,NaN
5474,45.57891,44.8235,54.0,47.33163473,66.0,59.33163473,51.0,44.33117075
5475,40.96508,41.70345,47.0,40.61479969,61.0,54.61479969,NaN,NaN
5476,49.95031,49.49092,54.0,47.1210208,28.0,21.1210208,58.0,51.12124988
5477,38.53452,41.92801,47.0,38.96288836,43.0,34.96288836,46.0,37.96309906
5478,37.2286,39.14145,46.0,39.6692341,57.0,50.6692341,NaN,NaN
5479,33.0945,33.56405,42.0,35.90809916,60.0,53.90809916,38.0,31.90830779
5480,49.234,49.76085,55.0,48.65397439,55.0,48.65397439,56.0,49.65350703
5481,23.68727,23.7439,31.0,24.25477174,26.0,19.25477174,NaN,NaN
5482,43.76658,43.82005,53.0,45.09447722,49.0,41.09447722,51.0,43.09401225
5483,21.62969,21.5925,29.0,22.52812636,33.0,26.52812636,32.0,25.52812636
5484,15.06707,19.01235,29.0,22.63142547,35.0,28.63142547,NaN,NaN
5485,21.65193,21.63874,30.0,23.7870628,39.0,32.7870628,NaN,NaN
5486,16.98904,17.25524,23.0,15.97816706,20.0,12.97816706,NaN,NaN
5487,27.09249,23.88881,34.0,27.90956235,29.0,22.90956235,35.0,28.9091027
5488,35.35785,36.30068,46.0,37.7854253,44.0,35.7854253,45.0,36.78564659
5489,27.26085,19.18315,18.0,11.92741023,26.0,19.92741023,21.0,14.92672703
5490,24.44681,23.89996,34.0,27.71383109,55.0,48.71383109,NaN,NaN
5491,44.87711,43.86861,53.0,44.53283625,57.0,48.53283625,56.0,47.53236166
5492,18.89659,18.8102,28.0,20.50633846,21.0,13.50633846,NaN,NaN
5493,33.23652,33.30484,39.0,31.64869588,32.0,24.64869588,41.0,33.64869588
5494,40.3814,39.74065,48.0,40.88607477,56.0,48.88607477,50.0,42.88630008
5495,34.96149,33.72917,39.0,32.47657207,36.0,29.47657207,NaN,NaN
5496,45.1052,46.36068,51.0,43.60831032,48.0,40.60831032,50.0,42.60850973
5497,33.15104,33.88385,41.0,33.17446035,57.0,49.17446035,46.0,38.17446035
5498,21.84562,22.33813,33.0,26.67133425,37.0,30.67133425,31.0,24.6706504
5499,21.70072,21.87364,28.0,21.39211134,20.0,13.39211134,26.0,19.39211134
5500,24.69504,23.03977,32.0,26.16390058,38.0,32.16390058,31.0,25.16321772
5501,48.77302,50.07505,56.0,49.08971537,49.0,42.08971537,58.0,51.08927103
5502,43.42483,43.2125,48.0,39.95629367,47.0,38.95629367,52.0,43.95650322
5503,42.06699,41.68283,48.0,40.80602157,42.0,34.80602157,53.0,45.80555278
5504,23.90063,24.83237,34.0,25.97950005,29.0,20.97950005,33.0,24.97971899
5505,28.54415,28.68334,37.0,29.93504364,36.0,28.93504364,40.0,32.93458333
5506,22.64746,22.58775,30.0,23.50298502,31.0,24.50298502,NaN,NaN
5507,42.14439,41.62817,51.0,42.57385198,45.0,36.57385198,50.0,41.57406867
5508,48.47147,46.54216,57.0,49.95936853,52.0,44.95936853,NaN,NaN
5509,44.31541,43.14402,52.0,45.08303923,47.0,40.08303923,NaN,NaN
5510,25.64966,26.17017,34.0,27.54572399,27.0,20.54572399,NaN,NaN
5511,44.13641,45.47099,53.0,45.4314589,48.0,40.4314589,53.0,45.4314589
5512,40.64745,39.69651,50.0,41.89815057,51.0,42.89815057,48.0,39.89837119
5513,34.84192,34.47815,45.0,38.26861896,NaN,NaN,47.0,40.26884707
5514,34.34852,35.30376,46.0,39.3284673,67.0,60.3284673,42.0,35.32869453
5515,8.211595,17.09356,27.0,20.9573088,23.0,16.9573088,22.0,15.95663146
5516,35.98474,31.70556,40.0,33.83860731,33.0,26.83860731,39.0,32.83792822
5517,40.41112,40.54623,49.0,41.69225442,51.0,43.69225442,50.0,42.69248164
5518,46.83123,46.66953,55.0,46.8604193,59.0,50.8604193,52.0,43.86062509
5519,41.88025,40.23505,47.0,39.45803328,38.0,30.45803328,51.0,43.45803328
5520,26.49896,24.83712,38.0,31.82177855,43.0,36.82177855,33.0,26.8213153
5521,51.21567,50.23366,55.0,48.61666859,50.0,43.61666859,57.0,50.61689832
5522,19.84379,20.91773,28.0,21.81555805,28.0,21.81555805,29.0,22.81555805
5523,52.11354,50.38533,59.0,52.7519046,62.0,55.7519046,58.0,51.7519046
5524,45.43937,45.30515,53.0,45.92349202,57.0,49.92349202,52.0,44.92300783
5525,46.84269,45.92136,54.0,47.0848822,53.0,46.0848822,NaN,NaN
5526,32.65971,32.1461,38.0,30.3306658,37.0,29.3306658,NaN,NaN
5527,25.13229,25.2735,35.0,26.983238,22.0,13.983238,32.0,23.98345881
5528,44.04854,42.85442,47.0,39.50781608,60.0,52.50781608,53.0,45.50713425
5529,53.51101,54.46582,59.0,52.49854567,64.0,57.49854567,58.0,51.49809424
5530,47.91777,44.35945,49.0,41.90775525,52.0,44.90775525,51.0,43.90706992
5531,46.11061,46.00562,56.0,48.74526005,46.0,38.74526005,57.0,49.74547299
5532,26.88361,26.60394,35.0,27.79972254,28.0,20.79972254,35.0,27.79994225
5533,41.91763,42.56524,53.0,45.31313074,50.0,42.31313074,50.0,42.31333054
5534,49.74411,50.35553,59.0,52.40062684,68.0,61.40062684,56.0,49.40085313
5535,27.71352,26.67992,33.0,26.06265102,37.0,30.06265102,NaN,NaN
5536,38.63898,38.18078,45.0,36.83244611,32.0,23.83244611,NaN,NaN
5537,36.28114,36.04196,46.0,38.43853859,46.0,38.43853859,NaN,NaN
5538,49.11124,45.20871,53.0,45.54414855,51.0,43.54414855,54.0,46.54414855
5539,40.9201,40.57666,49.0,40.68126695,47.0,38.68126695,50.0,41.68148269
5540,18.93397,17.24345,27.0,19.51742079,28.0,20.51742079,25.0,17.51742079
5541,26.83145,22.87107,38.0,31.91065097,30.0,23.91065097,38.0,31.91018126
5542,37.30961,38.59251,49.0,41.98009958,57.0,49.98009958,46.0,38.97963531
5543,49.89314,48.96234,61.0,53.96959273,60.0,52.96959273,NaN,NaN
5544,36.1359,39.14759,46.0,38.56388197,41.0,33.56388197,46.0,38.56388197
5545,49.65602,46.46925,51.0,42.98229111,53.0,44.98229111,56.0,47.98229111
5546,23.62389,22.30645,31.0,24.62820519,46.0,39.62820519,NaN,NaN
5547,31.69619,31.56738,32.0,26.34294245,35.0,29.34294245,32.0,26.34225965
5548,45.97065,45.53356,51.0,45.44726805,69.0,63.44726805,50.0,44.44658539
5549,30.17411,30.77757,40.0,31.79167983,37.0,28.79167983,NaN,NaN
5550,44.92024,43.55473,44.0,36.01362856,57.0,49.01362856,50.0,42.01382707
5551,42.51962,44.81365,50.0,42.53756024,58.0,50.53756024,54.0,46.53756024
5552,48.2525,47.11804,56.0,48.31677702,57.0,49.31677702,51.0,43.31677702
5553,32.11542,33.00969,40.0,34.36089579,38.0,32.36089579,37.0,31.36040569
5554,45.89314,47.0622,55.0,47.35877073,48.0,40.35877073,58.0,50.35877073
5555,44.76704,44.69487,53.0,44.96620958,53.0,44.96620958,52.0,43.96642816
5556,16.33049,16.52518,24.0,17.03814435,26.0,19.03814435,NaN,NaN
5557,41.7592,40.97512,49.0,40.65906822,51.0,42.65906822,NaN,NaN
5558,51.8012,50.4564,52.0,45.75365243,61.0,54.75365243,53.0,46.75387041
5559,45.40142,45.36872,52.0,43.92916414,52.0,43.92916414,55.0,46.92937286
5560,46.31291,42.02604,49.0,40.91925165,60.0,51.91925165,NaN,NaN
5561,47.23395,46.35496,54.0,46.18103501,53.0,45.18103501,54.0,46.18034822
5562,45.61683,49.16607,53.0,46.32816577,61.0,54.32816577,NaN,NaN
5563,45.11124,44.22057,52.0,44.05324563,54.0,46.05324563,52.0,44.05346085
5564,44.82775,45.00515,50.0,42.25982667,49.0,41.25982667,NaN,NaN
5565,46.28541,45.87757,55.0,47.45619227,55.0,47.45619227,56.0,48.45619227
5566,26.75244,26.2592,36.0,28.35445323,34.0,26.35445323,35.0,27.3546711
5567,42.46587,42.3902,48.0,41.85086637,45.0,38.85086637,48.0,41.85040999
5568,37.88441,36.7555,45.0,38.15449919,41.0,34.15449919,43.0,36.15381529
5569,38.65201,38.06427,46.0,38.57128709,42.0,34.57128709,49.0,41.57128709
5570,36.3237,42.01464,52.0,43.97650267,44.0,35.97650267,50.0,41.97671385
5571,45.31244,45.43874,55.0,47.68044991,56.0,48.68044991,58.0,50.68044991
5572,40.18308,39.8117,44.0,36.25371966,39.0,31.25371966,51.0,43.25371966
5573,47.33805,47.18174,54.0,45.79139246,54.0,45.79139246,55.0,46.79160013
5574,27.0127,24.60706,32.0,26.18828169,37.0,31.18828169,28.0,22.18759943
5575,33.97847,34.9225,41.0,34.68770033,66.0,59.68770033,NaN,NaN
5576,48.43136,48.55611,54.0,46.21005274,63.0,55.21005274,58.0,50.21005274
5577,46.08768,45.70767,53.0,44.66267857,62.0,53.66267857,54.0,45.66221197
5578,36.79593,36.56458,44.0,37.8692929,56.0,49.8692929,42.0,35.86861266
5579,27.74137,28.34518,41.0,32.74237562,50.0,41.74237562,42.0,33.74258931
5580,26.08862,26.98227,35.0,28.37448573,33.0,26.37448573,NaN,NaN
5581,25.47539,24.87187,35.0,28.48824944,39.0,32.48824944,NaN,NaN
5582,45.79291,46.7837,55.0,48.35408561,48.0,41.35408561,NaN,NaN
5583,46.5793,46.15499,55.0,47.34181479,58.0,50.34181479,57.0,49.34181479
5584,43.39652,45.04044,53.0,45.62377637,55.0,47.62377637,52.0,44.62377637
5585,48.72678,49.91253,54.0,47.72850584,39.0,32.72850584,57.0,50.72806438
5586,12.75665,14.93362,17.0,9.69169001,20.0,12.69169001,23.0,15.69169001
5587,34.96299,35.31137,44.0,36.95402588,44.0,36.95402588,43.0,35.95334173
5588,23.78443,23.97882,27.0,20.37041728,33.0,26.37041728,NaN,NaN
5589,45.37725,44.23809,52.0,44.92728693,53.0,45.92728693,NaN,NaN
5590,12.94518,12.55034,19.0,11.53626908,21.0,13.53626908,19.0,11.53626908
5591,16.43857,17.04949,29.0,22.37648535,28.0,21.37648535,NaN,NaN
5592,17.79708,18.48704,28.0,22.24352137,58.0,52.24352137,25.0,19.24304938
5593,41.01018,41.09919,51.0,43.70846461,45.0,37.70846461,48.0,40.70846461
5594,48.25961,47.72445,55.0,48.13085287,50.0,43.13085287,NaN,NaN
5595,43.12104,43.91213,53.0,45.28644616,35.0,27.28644616,53.0,45.28644616
5596,37.73408,37.76446,46.0,37.8613167,48.0,39.8613167,44.0,35.8613167
5597,46.0125,45.69135,54.0,46.75837847,57.0,49.75837847,NaN,NaN
5598,28.63333,29.22313,37.0,29.91815771,61.0,53.91815771,39.0,31.91770968
5599,41.1543,41.58787,49.0,41.27094596,46.0,38.27094596,NaN,NaN
5600,39.89309,43.62564,54.0,46.24174304,50.0,42.24174304,NaN,NaN
5601,46.37684,45.15738,49.0,41.00095866,47.0,39.00095866,56.0,48.00095866
5602,18.19739,19.34604,24.0,17.79561841,38.0,31.79561841,28.0,21.79493495
5603,44.9952,44.93629,49.0,42.74783395,54.0,47.74783395,46.0,39.74715596
5604,45.41569,45.34095,49.0,41.34489664,56.0,48.34489664,54.0,46.34421011
5605,21.62811,23.73982,30.0,23.97353673,58.0,51.97353673,28.0,21.97304424
5606,45.11297,44.34799,53.0,44.70296227,45.0,36.70296227,51.0,42.70318127
5607,35.67049,36.24891,42.0,36.02343394,50.0,44.02343394,NaN,NaN
5608,29.54565,33.67645,41.0,35.3734361,42.0,36.3734361,34.0,28.37275456
5609,47.1315,45.13826,47.0,40.33896475,46.0,39.33896475,47.0,40.33828657
5610,23.84492,22.16476,37.0,30.32456444,50.0,43.32456444,35.0,28.324115
5611,47.31527,47.78595,53.0,46.83560514,41.0,34.83560514,57.0,50.83493599
5612,36.1753,35.743,41.0,34.93655071,59.0,52.93655071,NaN,NaN
5613,47.21237,45.66778,51.0,44.25271574,70.0,63.25271574,NaN,NaN
5614,46.32551,43.55956,53.0,45.05921056,55.0,47.05921056,NaN,NaN
5615,22.34491,22.76485,33.0,26.2258114,26.0,19.2258114,31.0,24.2258114
5616,34.40072,35.80075,42.0,35.1490728,53.0,46.1490728,NaN,NaN
5617,32.15074,31.85938,38.0,31.60850366,38.0,31.60850366,41.0,34.60782219
5618,46.73849,52.26711,58.0,51.21724002,66.0,59.21724002,59.0,52.21746703
5619,31.0737,33.22742,26.0,19.89380797,18.0,11.89380797,28.0,21.89334468
5620,46.19973,44.00034,49.0,42.35294941,50.0,43.35294941,55.0,48.35226587
5621,24.10409,25.18562,34.0,28.13895419,50.0,44.13895419,30.0,24.13915402
5622,11.2592,8.200001,26.0,19.93740849,25.0,18.93740849,28.0,21.93694953
5623,25.99779,22.14412,30.0,23.36621442,28.0,21.36621442,NaN,NaN
5624,45.64658,43.86377,49.0,42.23230505,69.0,62.23230505,52.0,45.23162193
5625,23.49756,24.9435,36.0,28.48505724,31.0,23.48505724,29.0,21.48505724
5626,26.74389,26.99189,37.0,29.58204254,31.0,23.58204254,38.0,30.58226879
5627,48.37531,47.56066,57.0,49.86175377,58.0,50.86175377,54.0,46.86106914
5628,35.86521,36.00378,47.0,39.87862822,54.0,46.87862822,48.0,40.87884942
5629,43.96375,45.93149,55.0,47.20245286,54.0,46.20245286,NaN,NaN
5630,45.66913,44.75294,56.0,48.07382433,52.0,44.07382433,53.0,45.07404388
5631,41.26653,40.58624,45.0,37.33108693,55.0,47.33108693,NaN,NaN
5632,51.53988,50.61324,57.0,48.85950029,55.0,46.85950029,59.0,50.85950029
5633,30.41546,30.71082,38.0,31.60726655,46.0,39.60726655,40.0,33.60683097
5634,33.81538,34.45926,44.0,37.37666712,72.0,65.37666712,44.0,37.37618814
5635,47.55695,46.79893,54.0,47.23026667,57.0,50.23026667,56.0,49.22958456
5636,49.93888,47.86606,55.0,47.37485874,59.0,51.37485874,59.0,51.37485874
5637,27.28303,26.33005,33.0,27.16871172,55.0,49.16871172,31.0,25.16822328
5638,20.85168,17.88672,27.0,18.70676712,21.0,12.70676712,27.0,18.70697539
5639,18.80465,19.10987,31.0,24.10153746,25.0,18.10153746,NaN,NaN
5640,49.83769,50.33973,57.0,50.75078973,55.0,48.75078973,54.0,47.75034245
5641,19.1105,19.2353,35.0,28.04860538,31.0,24.04860538,30.0,23.04860538
5642,20.58195,20.69515,29.0,22.61536622,40.0,33.61536622,NaN,NaN
5643,38.75666,38.16268,45.0,37.84881737,40.0,32.84881737,47.0,39.84881737
5644,45.84081,46.51137,56.0,48.19849026,57.0,49.19849026,53.0,45.19849026
5645,41.6137,41.71967,50.0,41.96970081,49.0,40.96970081,52.0,43.96970081
