level,length,count
705,1859073.986832,614
710,1794651.593474,610
715,1784847.755556,665
720,1379598.232348,624
725,1344580.249202,615
730,1325786.918479,622
735,1304425.89707,566
740,1286822.691471,561
745,1252288.792354,544
750,1238011.207187,539
755,1227029.670452,565
760,1206526.148853,547
765,1555786.10585,521
770,1430715.237023,514
775,1424077.789188,513
780,1400442.297789,523
785,1373887.895491,543
790,1363761.205234,573
795,1386438.906618,556
800,1344494.413016,563
805,1327022.161481,553
810,1311269.337218,549
815,1272224.166315,538
820,1232537.665587,536
825,1204706.684966,498
830,1175133.323853,529
835,1106724.81548,484
840,815384.26898,490
845,757605.883124,511
850,976679.335204,455
855,925907.908873,459
860,896680.176033,441
865,874300.351291,391
870,849948.496919,416
875,818688.428499,360
880,797011.572172,351
885,733088.360523,332
890,702552.995651,334
895,684506.10214,346
900,537326.698855,285
905,517331.718129,275
910,498727.672768,264
915,482481.138711,271
920,462174.78883,235
925,447863.546667,224
930,435837.658057,223
935,420475.145416,228
940,406055.605228,188
945,388006.855557,172
950,373212.632689,167
955,295260.345058,137
960,285163.802562,144
965,275242.823655,148
970,267814.926934,157
975,261561.299614,157
980,256867.784983,143
985,248609.216736,144
990,239926.041488,138
995,231919.591342,135
1000,224098.177489,124
1005,218001.019452,126
1010,212365.110564,112
1015,205378.586362,128
1020,201435.203678,101
1025,194254.162904,96
1030,243021.975402,107
1035,236091.791893,114
1040,210168.990153,115
1045,202477.334664,109
1050,198339.048419,100
1055,190896.228857,111
1060,190806.950907,95
1065,187802.489665,105
1070,183624.808949,100
1075,180846.687011,93
1080,178527.6976,88
1085,137695.208703,88
1090,132162.808813,90
1095,126913.118534,100
1100,119692.024308,91
1105,113596.362025,76
1110,110176.113829,63
1115,106198.370662,84
1120,100313.160863,80
1125,94931.862197,69
1130,89618.853172,62
1135,86286.392107,57
1140,84258.472842,65
1145,80944.88283,72
1150,75351.494804,61
1155,72317.19788,64
1160,68941.452563,60
1165,64711.509028,71
1170,58458.560354,68
1175,55471.68223,49
1180,53194.951386,45
1185,48551.532,43
1190,45039.16621,44
1195,41334.257559,42
1200,36940.640564,40
1205,33273.148333,55
1210,26749.704546,39
1215,23230.694018,32
1220,20009.403526,28
1225,16723.417622,28
1230,12767.278719,19
1235,10232.362477,19
1240,8443.99751,11
1245,7334.337983,11
1250,6118.159561,6
1255,5631.569003,9
1260,4441.493891,12
1265,3013.335448,10
1270,1724.86214,6
1275,860.044425,2
1280,626.404636,2
1285,444.584551,1
1290,373.154642,1
1295,299.733455,1
1300,56.622566,1
